mega_whale_tx_count,block_date,non_exchange_volume_eth,whale_tx_count,withdrawal_tx_count,non_exchange_ratio,net_flow_ma7,deposit_tx_count,non_exchange_tx_count,deposit_withdrawal_ratio,whale_exchange_withdrawals_eth,mega_whale_volume_eth,mega_whale_ratio,exchange_volume_ratio,whale_net_exchange_flow_eth,std_whale_tx_size_eth,whale_exchange_deposits_eth,whale_volume_eth
149.0,2017-10-16 00:00:00+00:00,338263.5592,190.0,5.0,0.9098,10749.2728,9.0,176.0,0.5146,22147.0794,333562.9927,0.8971,0.0902,10749.2728,2310.607296,11397.8066,371808.4451
185.0,2017-10-17 00:00:00+00:00,1017313.5166,250.0,15.0,0.9115,-20684.9471,21.0,214.0,1.5295,39067.9609,1055397.6419,0.9456,0.0885,-20684.9471,13716.20324,59752.908,1116134.3855
349.0,2017-10-18 00:00:00+00:00,946356.5917,349.0,5.0,0.9586,-15211.3463,5.0,339.0,1.6254,15570.6242,987235.5856,1.0,0.0414,-9737.7455,3957.459236,25308.3697,987235.5856
217.0,2017-10-19 00:00:00+00:00,485045.3678,336.0,6.0,0.8966,3912.9137,6.0,324.0,0.1403,49041.2315,422143.005,0.7803,0.1034,42161.4337,2819.239036,6879.7978,540966.3971
212.0,2017-10-20 00:00:00+00:00,611388.4089,319.0,10.0,0.9381,3137.9499,11.0,298.0,0.9605,20589.5335,544851.5549,0.836,0.0619,813.0587,3236.014159,19776.4748,651754.4171
216.0,2017-10-21 00:00:00+00:00,440298.6394,300.0,3.0,0.9546,1956.7708,6.0,291.0,1.3043,9094.7423,377349.179,0.8181,0.0454,-2767.9458,1251.602631,11862.6881,461256.0698
245.0,2017-10-22 00:00:00+00:00,418425.9612,274.0,4.0,0.9587,1919.9099,3.0,267.0,0.8243,9879.985,407455.6346,0.9336,0.0413,1735.6054,2037.817491,8144.3796,436450.3258
327.0,2017-10-23 00:00:00+00:00,1002838.4529,391.0,7.0,0.832,-19202.1859,18.0,366.0,6.1642,28259.0694,1141324.5286,0.9469,0.168,-145934.7609,10204.588172,174193.8304,1205291.3527
207.0,2017-10-24 00:00:00+00:00,682979.3954,388.0,10.0,0.9191,-16875.447,10.0,368.0,1.1579,27855.2233,562595.3435,0.7571,0.0809,-4397.7748,2854.628666,32252.9981,743087.6168
161.0,2017-10-25 00:00:00+00:00,592598.0784,295.0,4.0,0.9462,-17616.5832,6.0,285.0,2.5878,9400.0,492745.5496,0.7867,0.0538,-14925.6983,3180.067004,24325.6983,626323.7767
157.0,2017-10-26 00:00:00+00:00,497122.7981,277.0,7.0,0.8874,-22537.1247,10.0,260.0,0.7819,35385.53,441412.8214,0.788,0.1126,7717.6432,3089.308402,27667.8868,560176.2149
275.0,2017-10-27 00:00:00+00:00,487295.1218,275.0,4.0,0.9604,-21374.0733,3.0,268.0,0.384,14536.5583,507413.8203,1.0,0.0396,8954.4181,2061.391479,5582.1402,507413.8203
257.0,2017-10-28 00:00:00+00:00,432566.5397,257.0,2.0,0.9747,-21180.0825,1.0,254.0,1.2878,4899.99,443776.5297,1.0,0.0253,-1410.01,1020.161497,6310.0,443776.5297
266.0,2017-10-29 00:00:00+00:00,545175.7018,266.0,3.0,0.9674,-21733.6675,3.0,260.0,1.2638,8109.5,563534.1914,1.0,0.0326,-2139.4896,3431.754831,10248.9896,563534.1914
238.0,2017-10-30 00:00:00+00:00,685527.0618,314.0,2.0,0.9804,-1983.03,6.0,306.0,3.5601,3000.0,623453.4962,0.8917,0.0196,-7680.2984,2654.277798,10680.2984,699207.3601
177.0,2017-10-31 00:00:00+00:00,514380.3283,344.0,7.0,0.9557,-118.4235,4.0,333.0,0.4672,16243.3461,371970.0743,0.6911,0.0443,8654.4703,1659.275475,7588.8758,538212.5502
317.0,2017-11-01 00:00:00+00:00,749716.3111,317.0,2.0,0.9735,209.4459,6.0,309.0,4.2402,3898.095,770143.1135,1.0,0.0265,-12630.6123,2733.854023,16528.7073,770143.1135
327.0,2017-11-02 00:00:00+00:00,811963.5703,483.0,14.0,0.9172,-1853.9671,19.0,450.0,1.2022,33272.285,729655.4532,0.8243,0.0828,-6726.2479,2134.214375,39998.5329,885234.3882
211.0,2017-11-03 00:00:00+00:00,611832.2603,380.0,4.0,0.9562,-2774.422,6.0,370.0,0.8354,15258.122,471349.697,0.7367,0.0438,2511.234,1989.191571,12746.888,639837.2703
135.0,2017-11-04 00:00:00+00:00,402901.6672,254.0,4.0,0.9637,-2754.7706,5.0,245.0,1.1831,6947.9656,299412.0326,0.7162,0.0363,-1272.4501,2597.752713,8220.4158,418070.0486
195.0,2017-11-05 00:00:00+00:00,381795.1207,257.0,2.0,0.9922,-2019.6292,0.0,255.0,0.0,3006.5,322846.583,0.839,0.0078,3006.5,1371.666148,0.0,384801.6207
262.0,2017-11-06 00:00:00+00:00,639481.2314,288.0,6.0,0.9152,-3416.9362,12.0,270.0,1.8351,20908.7842,672814.1204,0.9629,0.0848,-17461.4477,3045.077917,38370.2319,698760.2474
204.0,2017-11-07 00:00:00+00:00,633750.5449,328.0,9.0,0.9295,-4928.0984,9.0,310.0,1.0834,23070.2772,558442.8257,0.8191,0.0705,-1923.6645,3182.091994,24993.9417,681814.7639
300.0,2017-11-08 00:00:00+00:00,1083994.3978,417.0,22.0,0.7992,-30271.7458,14.0,381.0,5.6165,41164.8619,1239657.0676,0.914,0.2008,-190036.1447,11947.58133,231201.0066,1356360.2664
416.0,2017-11-09 00:00:00+00:00,2383207.3108,416.0,5.0,0.9731,-30141.8521,4.0,407.0,1.1939,29999.99,2449024.2823,1.0,0.0269,-5816.9915,12189.035955,35816.9815,2449024.2823
350.0,2017-11-10 00:00:00+00:00,864924.2349,422.0,5.0,0.9454,-31238.2221,10.0,407.0,1.2308,22375.6,842911.3103,0.9214,0.0546,-5163.3563,3061.971658,27538.9563,914838.7913
328.0,2017-11-11 00:00:00+00:00,798531.9232,328.0,2.0,0.9655,-33667.911,6.0,320.0,4.5565,5139.995,827092.1851,1.0,0.0345,-18280.2719,3135.050769,23420.2669,827092.1851
466.0,2017-11-12 00:00:00+00:00,1176539.8837,545.0,8.0,0.9546,-34622.1777,8.0,529.0,1.1407,26114.8181,1153512.4413,0.936,0.0454,-3673.3675,3488.432598,29788.1856,1232442.8873
272.0,2017-11-13 00:00:00+00:00,778311.1274,421.0,8.0,0.8951,-33905.9667,9.0,404.0,1.3161,39377.9022,721131.9103,0.8293,0.1049,-12447.9707,2012.630641,51825.8729,869514.9025
334.0,2017-11-14 00:00:00+00:00,1279955.6299,441.0,17.0,0.9344,-36126.5346,14.0,410.0,1.4828,36178.7753,1263770.3049,0.9226,0.0656,-17467.6393,12040.449387,53646.4147,1369780.8199
418.0,2017-11-15 00:00:00+00:00,1408234.9334,486.0,18.0,0.9254,-11236.1592,16.0,452.0,1.3234,48864.4666,1453920.9584,0.9554,0.0746,-15803.5171,3682.669256,64667.9837,1521767.3837
338.0,2017-11-16 00:00:00+00:00,809556.1894,462.0,5.0,0.9759,-11104.7007,6.0,451.0,1.6494,7540.195,705689.126,0.8507,0.0241,-4896.7818,2082.997532,12436.9768,829533.3612
295.0,2017-11-17 00:00:00+00:00,820617.287,479.0,10.0,0.9695,-9390.6635,7.0,462.0,0.5813,16323.0678,663154.7438,0.7835,0.0305,6834.9037,2318.860617,9488.164,846428.5188
180.0,2017-11-18 00:00:00+00:00,522654.3129,384.0,1.0,0.9596,-9491.5314,7.0,376.0,13.5222,1516.2171,341585.2267,0.6271,0.0404,-18986.3471,1459.597464,20502.5642,544673.0942
194.0,2017-11-19 00:00:00+00:00,621726.6447,409.0,13.0,0.9251,-6119.1066,9.0,387.0,0.4329,35151.9388,458236.6137,0.6818,0.0749,19933.6062,2703.466993,15218.3325,672096.916
331.0,2017-11-20 00:00:00+00:00,1584006.1925,437.0,6.0,0.8719,-34108.8721,19.0,412.0,18.1754,12132.2823,1710888.5843,0.9418,0.1281,-208376.3293,14259.881071,220508.6116,1816647.0864
337.0,2017-11-21 00:00:00+00:00,1472235.0953,497.0,6.0,0.9565,-31409.7055,15.0,476.0,0.9583,34212.9354,1379501.3368,0.8962,0.0435,1426.527,26471.513553,32786.4083,1539234.439
285.0,2017-11-22 00:00:00+00:00,1303491.7713,471.0,9.0,0.9741,-29765.3107,5.0,457.0,1.2832,15156.685,1152600.6552,0.8614,0.0259,-4292.7535,11128.319519,19449.4385,1338097.8948
427.0,2017-11-23 00:00:00+00:00,1105358.0126,632.0,25.0,0.9298,-29119.7076,19.0,588.0,1.0091,41514.2724,984659.6099,0.8283,0.0702,-377.5604,2542.902183,41891.8328,1188764.1178
420.0,2017-11-24 00:00:00+00:00,953465.3656,507.0,24.0,0.9086,-29179.2869,19.0,464.0,0.8745,51146.7327,962658.2618,0.9174,0.0914,6417.8485,1936.48902,44728.8842,1049340.9825
308.0,2017-11-25 00:00:00+00:00,911301.7902,493.0,17.0,0.9384,-27088.1842,15.0,461.0,1.1567,27754.4629,786636.7975,0.81,0.0616,-4348.628,3385.720781,32103.0909,971159.344
169.0,2017-11-26 00:00:00+00:00,669363.3309,451.0,11.0,0.9475,-29587.9247,9.0,431.0,0.8767,19754.3845,426896.1802,0.6043,0.0525,2435.4229,3171.78661,17318.9615,706436.6769
382.0,2017-11-27 00:00:00+00:00,984701.4522,597.0,30.0,0.807,-17870.9241,23.0,544.0,3.3169,54536.6293,1005647.2557,0.8242,0.193,-126357.325,6156.767982,180893.9544,1220132.0359
498.0,2017-11-28 00:00:00+00:00,1192347.7595,760.0,23.0,0.9121,-11206.9233,17.0,720.0,0.41,81486.1938,1045715.5895,0.7999,0.0879,48074.5322,1817.787838,33411.6616,1307245.6149
590.0,2017-11-29 00:00:00+00:00,1565110.6692,864.0,26.0,0.9329,-8487.6857,19.0,819.0,0.7683,63634.8601,1404212.9132,0.837,0.0671,14741.9098,4189.974941,48892.9504,1677638.4797
508.0,2017-11-30 00:00:00+00:00,1422573.2207,861.0,9.0,0.9491,-9910.9149,25.0,827.0,1.3137,32958.9104,1147635.0171,0.7657,0.0509,-10340.1644,3966.650142,43299.0748,1498831.2059
281.0,2017-12-01 00:00:00+00:00,948749.1043,638.0,11.0,0.9275,-12627.9072,11.0,616.0,1.4095,30773.2087,668379.0214,0.6534,0.0725,-12601.0981,2792.449848,43374.3068,1022896.6197
217.0,2017-12-02 00:00:00+00:00,844596.1357,629.0,5.0,0.9761,-12565.8787,10.0,614.0,1.4657,8404.7037,455232.1538,0.5261,0.0239,-3914.4279,1767.008778,12319.1316,865319.9711
141.0,2017-12-03 00:00:00+00:00,821011.8259,704.0,3.0,0.9828,-13671.9365,7.0,694.0,2.1674,4545.895,281683.3002,0.3372,0.0172,-5306.9822,996.169341,9852.8772,835410.5981
204.0,2017-12-04 00:00:00+00:00,1153699.4952,918.0,7.0,0.976,4201.2303,11.0,900.0,1.0917,13575.99,479430.0328,0.4056,0.024,-1245.1573,3356.450752,14821.1473,1182096.6325
253.0,2017-12-05 00:00:00+00:00,1384845.4482,846.0,19.0,0.9507,-6694.6012,23.0,804.0,2.294,21790.3656,1062466.1088,0.7294,0.0493,-28196.2879,5600.649628,49986.6535,1456622.4673
316.0,2017-12-06 00:00:00+00:00,1776723.2147,1876.0,108.0,0.7659,-9262.8164,105.0,1663.0,1.012,269937.483,1327780.6198,0.5724,0.2341,-3235.5967,5866.716356,273173.0797,2319833.7774
356.0,2017-12-07 00:00:00+00:00,1417990.3701,1161.0,56.0,0.5493,1491.2774,85.0,1020.0,0.8943,614232.5536,2115131.9114,0.8193,0.4507,64938.4918,15989.930023,549294.0618,2581516.9855
368.0,2017-12-08 00:00:00+00:00,899694.3651,1013.0,136.0,0.5644,-25199.196,81.0,796.0,1.8059,247455.5465,1182342.4604,0.7417,0.4356,-199434.4118,7374.848774,446889.9582,1594039.8698
211.0,2017-12-09 00:00:00+00:00,608896.0504,805.0,106.0,0.6989,-23834.5622,71.0,628.0,0.9579,133970.9934,534576.8698,0.6136,0.3011,5638.009,2313.849158,128332.9844,871200.0282
238.0,2017-12-10 00:00:00+00:00,829710.7316,734.0,82.0,0.7312,-27057.545,69.0,583.0,1.2011,138563.6829,853335.3326,0.752,0.2688,-27867.8622,3842.631297,166431.5451,1134705.9596
273.0,2017-12-11 00:00:00+00:00,630904.996,723.0,86.0,0.6123,-26302.8808,71.0,566.0,0.98,201769.1536,791623.4916,0.7683,0.3877,4037.4919,2692.685835,197731.6617,1030405.8114
439.0,2017-12-12 00:00:00+00:00,1749224.6592,1126.0,93.0,0.8017,-16266.8749,73.0,960.0,0.8228,237327.6432,1760426.2344,0.8069,0.1983,42055.7535,5521.359694,195271.8897,2181824.1922
475.0,2017-12-13 00:00:00+00:00,1456960.2841,1470.0,131.0,0.7023,-15505.4145,127.0,1212.0,0.9932,309868.5834,1434505.5116,0.6915,0.2977,2094.6262,2762.86666,307773.9573,2074602.8248
521.0,2017-12-14 00:00:00+00:00,1758158.5068,1585.0,142.0,0.788,-36314.4868,100.0,1343.0,1.4117,196082.6882,1573964.9511,0.7055,0.212,-80725.0139,3687.343112,276807.7021,2231048.8972
335.0,2017-12-15 00:00:00+00:00,1093392.0343,1339.0,96.0,0.7052,-8787.5206,103.0,1140.0,1.03,225115.8222,1009622.0766,0.6512,0.2948,-6745.6487,2740.796895,231861.4709,1550369.3273
217.0,2017-12-16 00:00:00+00:00,756340.2777,1401.0,110.0,0.6617,-38291.0712,117.0,1174.0,3.163,92875.9357,775619.4912,0.6786,0.3383,-200886.8454,6139.493588,293762.7811,1142978.9946
185.0,2017-12-17 00:00:00+00:00,821413.913,1347.0,88.0,0.8258,-39721.0695,92.0,1167.0,1.5596,67687.2554,617655.0132,0.621,0.1742,-37877.85,2259.874448,105565.1054,994666.2738
278.0,2017-12-18 00:00:00+00:00,966413.8021,1546.0,134.0,0.7298,-42432.6175,108.0,1304.0,1.0872,171445.0321,843888.4377,0.6373,0.2702,-14943.3443,1971.194315,186388.3763,1324247.2105
376.0,2017-12-19 00:00:00+00:00,1315600.503,1911.0,158.0,0.7346,-55796.7397,155.0,1598.0,1.2429,211956.8683,1115218.4916,0.6227,0.2654,-51493.1019,1998.425857,263449.9702,1791007.3416
382.0,2017-12-20 00:00:00+00:00,1497726.3514,2048.0,156.0,0.773,-60299.8315,104.0,1788.0,1.1434,205242.5496,1112139.7978,0.574,0.227,-29427.0164,1912.739895,234669.566,1937638.467
308.0,2017-12-21 00:00:00+00:00,1376348.408,2246.0,208.0,0.8123,-51351.1449,150.0,1888.0,1.1206,149971.1511,1038875.1296,0.6131,0.1877,-18084.2074,3000.247806,168055.3585,1694374.9177
547.0,2017-12-22 00:00:00+00:00,1548080.6498,2168.0,248.0,0.704,-50768.3412,219.0,1701.0,1.0082,324045.8198,1431561.6579,0.6511,0.296,-2666.0229,2072.096063,326711.8427,2198838.3124
210.0,2017-12-23 00:00:00+00:00,768013.1685,1686.0,168.0,0.7811,-13636.6355,117.0,1401.0,0.5695,137125.0782,497875.1875,0.5064,0.2189,59035.0943,1055.038179,78089.9839,983228.2307
259.0,2017-12-24 00:00:00+00:00,863685.2157,1131.0,79.0,0.8252,-15903.0798,103.0,949.0,1.8321,64585.5701,651076.645,0.6221,0.1748,-53742.9604,2932.365558,118328.5305,1046599.3163
263.0,2017-12-25 00:00:00+00:00,824678.8681,903.0,107.0,0.725,-12723.4254,62.0,734.0,0.9543,160086.5525,774801.5887,0.6811,0.275,7314.2368,4468.45379,152772.3157,1137537.7363
304.0,2017-12-26 00:00:00+00:00,1389939.577,1205.0,76.0,0.8759,-6840.4455,47.0,1082.0,1.1105,93327.3745,1058957.3408,0.6673,0.1241,-10312.2423,3574.41727,103639.6168,1586906.5683
244.0,2017-12-27 00:00:00+00:00,1000594.8066,1595.0,99.0,0.8126,-4671.3682,84.0,1412.0,1.1316,108226.6854,754626.7281,0.6129,0.1874,-14243.4758,1919.625207,122470.1612,1231291.6531
261.0,2017-12-28 00:00:00+00:00,1309171.8356,1726.0,85.0,0.7644,-236.064,59.0,1582.0,0.9377,208195.0852,904622.1859,0.5282,0.2356,12962.9224,2613.356135,195232.1628,1712599.0837
1239.0,2017-12-29 00:00:00+00:00,2962858.4601,2155.0,66.0,0.8937,-2086.9449,51.0,2038.0,1.0927,168457.6779,2713405.9761,0.8184,0.1063,-15622.1894,5549.283945,184079.8673,3315396.0053
362.0,2017-12-30 00:00:00+00:00,1432927.9226,2699.0,138.0,0.7762,-18280.1723,99.0,2462.0,1.3028,179358.6791,1132496.1304,0.6135,0.2238,-54317.4974,2400.790499,233676.1765,1845962.7782
225.0,2017-12-31 00:00:00+00:00,1080797.9922,1573.0,62.0,0.7663,-43444.7159,46.0,1465.0,5.6144,49821.0123,931094.2667,0.6602,0.2337,-229894.7656,5819.206554,279715.7779,1410334.7824
239.0,2018-01-01 00:00:00+00:00,879142.1461,1171.0,77.0,0.8073,-53256.7934,56.0,1038.0,1.8264,74259.5745,685754.3284,0.6297,0.1927,-61370.3059,2121.796481,135629.8804,1089031.6011
394.0,2018-01-02 00:00:00+00:00,1546981.6605,2214.0,172.0,0.762,-57752.9616,146.0,1896.0,1.1893,220697.39,1316041.7947,0.6482,0.238,-41785.4198,3152.438167,262482.8098,2030161.8602
343.0,2018-01-03 00:00:00+00:00,1356863.1348,2726.0,200.0,0.8057,-53827.8107,137.0,2389.0,0.9223,170231.2513,883006.6754,0.5243,0.1943,13232.5809,1478.965632,156998.6703,1684093.0564
452.0,2018-01-04 00:00:00+00:00,1955521.1306,3442.0,319.0,0.7169,-78255.0947,214.0,2909.0,1.5146,307113.2041,1779574.0546,0.6524,0.2831,-158028.0661,3134.632247,465141.2702,2727775.6049
413.0,2018-01-05 00:00:00+00:00,1486983.0284,2999.0,311.0,0.7561,-82538.3028,179.0,2509.0,1.2101,217014.5985,1161258.6032,0.5905,0.2439,-45604.646,1941.298104,262619.2445,1966616.8715
356.0,2018-01-06 00:00:00+00:00,1469507.3214,2771.0,141.0,0.8709,-76686.5316,117.0,2513.0,1.1306,102234.2794,861127.2351,0.5103,0.1291,-13355.0986,1230.097384,115589.378,1687330.9788
384.0,2018-01-07 00:00:00+00:00,1463509.698,2308.0,170.0,0.7719,-44703.5385,111.0,2027.0,1.0282,213263.0674,1140783.6427,0.6017,0.2281,-6013.8142,3484.526999,219276.8815,1896049.6469
548.0,2018-01-08 00:00:00+00:00,1853399.9928,2148.0,238.0,0.753,-61724.368,153.0,1757.0,1.8443,213796.6772,1725090.7177,0.7008,0.247,-180516.1126,3516.100218,394312.7898,2461509.4598
504.0,2018-01-09 00:00:00+00:00,2064282.0848,2631.0,244.0,0.7697,-65838.0501,155.0,2232.0,1.258,273544.0947,1810864.2094,0.6752,0.2303,-70581.1944,3302.194144,344125.2891,2681951.4686
486.0,2018-01-10 00:00:00+00:00,1982875.8952,2534.0,202.0,0.7844,-92642.4851,175.0,2157.0,1.9415,185233.0793,1534349.0974,0.607,0.2156,-174398.4641,2819.399075,359631.5434,2527740.5179
461.0,2018-01-11 00:00:00+00:00,1677937.2172,2459.0,239.0,0.7078,-97247.6142,154.0,2066.0,1.7576,251151.6489,1618652.3464,0.6828,0.2922,-190263.9693,3612.49146,441415.6182,2370504.4844
329.0,2018-01-12 00:00:00+00:00,1390376.1407,2148.0,151.0,0.7403,-127710.9007,79.0,1918.0,3.2622,114424.178,1209755.5722,0.6441,0.2597,-258847.652,4561.490803,373271.83,1878072.1487
274.0,2018-01-13 00:00:00+00:00,1304552.8385,1883.0,141.0,0.8719,-125716.7867,94.0,1648.0,0.9937,96129.7314,872491.5816,0.5831,0.1281,603.6999,2243.221667,95526.0314,1496208.6013
271.0,2018-01-14 00:00:00+00:00,1448258.8242,1615.0,49.0,0.8778,-127967.5162,35.0,1531.0,1.242,89968.3365,911382.9691,0.5524,0.1222,-21768.9213,6063.141617,111737.2578,1649964.4185
357.0,2018-01-15 00:00:00+00:00,1442044.9249,1668.0,120.0,0.8051,-113166.8075,85.0,1463.0,1.565,136128.0134,1206865.3316,0.6738,0.1949,-76911.1513,3359.997525,213039.1647,1791212.1031
376.0,2018-01-16 00:00:00+00:00,1480212.3666,2499.0,192.0,0.7755,-120621.7157,199.0,2108.0,1.803,152882.7908,1134440.641,0.5943,0.2245,-122765.5518,2023.393715,275648.3426,1908743.5
462.0,2018-01-17 00:00:00+00:00,1609056.8914,2596.0,322.0,0.6503,-118451.8645,296.0,1978.0,1.4509,353117.927,1671215.998,0.6754,0.3497,-159209.5058,3338.330099,512327.4328,2474502.2511
317.0,2018-01-18 00:00:00+00:00,1186681.4383,2243.0,258.0,0.7158,-100995.1973,169.0,1816.0,1.3377,201562.0319,1017780.6458,0.6139,0.2842,-68067.299,2007.643758,269629.3308,1657872.801
295.0,2018-01-19 00:00:00+00:00,1071787.1292,1514.0,145.0,0.7059,-74702.5814,96.0,1273.0,1.4024,185904.18,1031558.6156,0.6794,0.2941,-74799.3407,2405.174983,260703.5207,1518394.8298
211.0,2018-01-20 00:00:00+00:00,1096739.4714,1262.0,75.0,0.8026,-86178.8774,50.0,1137.0,1.8395,94977.6272,798814.0394,0.5846,0.1974,-79730.3722,5496.993479,174707.9994,1366425.098
218.0,2018-01-21 00:00:00+00:00,776241.2408,1073.0,89.0,0.6442,-124595.1579,73.0,911.0,5.213,68995.9536,825081.1667,0.6848,0.3558,-290682.8848,4950.836974,359678.8384,1204916.0328
301.0,2018-01-22 00:00:00+00:00,1114787.09,1504.0,150.0,0.7981,-124453.6429,100.0,1254.0,1.7368,103038.4203,906000.4631,0.6486,0.2019,-75920.5459,2617.397228,178958.9662,1396784.4766
304.0,2018-01-23 00:00:00+00:00,1178639.4164,1270.0,111.0,0.8605,-115791.0799,72.0,1087.0,1.9635,64484.4497,922030.7688,0.6731,0.1395,-62127.6109,2816.530985,126612.0606,1369735.9266
297.0,2018-01-24 00:00:00+00:00,1112684.4581,1294.0,124.0,0.7186,-120428.3801,81.0,1089.0,2.5708,122022.4386,1049387.7426,0.6777,0.2814,-191670.6074,2544.75611,313693.0459,1548399.9427
327.0,2018-01-25 00:00:00+00:00,938789.9071,435.0,41.0,0.7867,-126391.7517,32.0,362.0,2.5173,72371.2657,1093696.5601,0.9165,0.2133,-109810.8998,6316.655441,182182.1655,1193343.3384
329.0,2018-01-26 00:00:00+00:00,1298216.7508,1475.0,114.0,0.7626,-145313.7551,80.0,1281.0,3.1058,98421.8802,1142003.6047,0.6709,0.2374,-207253.3643,4176.190783,305675.2445,1702313.8755
196.0,2018-01-27 00:00:00+00:00,740988.192,981.0,81.0,0.8295,-136809.9802,35.0,865.0,1.3058,66074.0318,501554.7817,0.5614,0.1705,-20203.9481,1977.987727,86277.9799,893340.2037
255.0,2018-01-28 00:00:00+00:00,1108157.2691,1013.0,101.0,0.8176,-102210.0875,54.0,858.0,1.488,99361.8746,921798.3035,0.6801,0.1824,-48483.636,7321.74608,147845.5106,1355364.6543
353.0,2018-01-29 00:00:00+00:00,1267075.6732,1077.0,84.0,0.7729,-115272.199,63.0,930.0,2.6334,102458.1271,1203133.399,0.7339,0.2271,-167355.3268,3366.634379,269813.4539,1639347.2542
391.0,2018-01-30 00:00:00+00:00,1198743.5771,1185.0,113.0,0.7553,-128994.5436,74.0,998.0,2.3748,115062.9766,1112145.8907,0.7008,0.2447,-158184.0225,2474.689923,273246.9991,1587053.5527
371.0,2018-01-31 00:00:00+00:00,1270993.865,1191.0,98.0,0.7962,-114486.8118,59.0,1034.0,1.766,117648.8972,1113994.676,0.6978,0.2038,-90116.4847,3324.685823,207765.3819,1596408.1442
345.0,2018-02-01 00:00:00+00:00,1296331.4677,1304.0,161.0,0.7364,-112773.82,98.0,1045.0,1.5344,183057.0687,1168589.1532,0.6639,0.2636,-97819.9574,2669.890279,280877.0261,1760265.5625
443.0,2018-02-02 00:00:00+00:00,1513047.6688,1560.0,195.0,0.6867,-97021.8315,164.0,1201.0,1.3269,296664.3853,1596108.3685,0.7244,0.3133,-96989.4449,3410.852827,393653.8302,2203365.8843
131.0,2018-02-03 00:00:00+00:00,693149.0369,947.0,97.0,0.7773,-101692.4622,60.0,790.0,1.7261,72854.2744,482529.6487,0.5411,0.2227,-52898.3632,2656.073722,125752.6376,891755.9489
130.0,2018-02-04 00:00:00+00:00,508350.6944,728.0,133.0,0.6199,-100494.6264,52.0,543.0,1.2953,135805.8277,453649.3758,0.5532,0.3801,-40098.7854,3456.173496,175904.6131,820061.1352
289.0,2018-02-05 00:00:00+00:00,830133.6354,1106.0,146.0,0.6609,-89278.1995,138.0,822.0,1.5272,168526.215,765038.512,0.6091,0.3391,-88840.3387,2018.524218,257366.5536,1256026.404
366.0,2018-02-06 00:00:00+00:00,1119644.634,1303.0,210.0,0.6926,-77804.2561,155.0,938.0,1.3717,209507.099,1069493.7401,0.6616,0.3074,-77866.4184,2210.057557,287373.5174,1616525.2504
260.0,2018-02-07 00:00:00+00:00,1181435.1142,970.0,117.0,0.7309,-69849.8978,82.0,771.0,1.1719,200279.0478,1232767.7212,0.7626,0.2691,-34435.9764,6269.345584,234715.0242,1616429.1862
207.0,2018-02-08 00:00:00+00:00,616645.4601,513.0,47.0,0.8404,-58707.2375,40.0,426.0,1.4076,48634.829,521578.7083,0.7109,0.1596,-19821.3352,2665.369213,68456.1642,733736.4532
191.0,2018-02-09 00:00:00+00:00,636525.0213,745.0,69.0,0.7485,-51646.5517,60.0,616.0,1.5718,83178.6698,528105.0504,0.621,0.2515,-47564.6445,1974.823355,130743.3143,850447.0055
213.0,2018-02-10 00:00:00+00:00,850939.7241,843.0,85.0,0.8268,-47892.2385,59.0,699.0,1.3509,75847.4506,672946.4755,0.6538,0.1732,-26618.1708,4068.115834,102465.6213,1029252.796
164.0,2018-02-11 00:00:00+00:00,523232.6626,613.0,36.0,0.8069,-52355.0398,32.0,545.0,3.6477,26943.4216,380272.4156,0.5864,0.1931,-71338.3948,1958.483782,98281.8164,648457.9006
172.0,2018-02-12 00:00:00+00:00,887252.1151,663.0,54.0,0.8349,-52534.5818,34.0,575.0,3.1112,42675.9188,762563.6071,0.7176,0.1651,-90097.1323,8043.319621,132773.051,1062701.085
237.0,2018-02-13 00:00:00+00:00,1130946.2556,704.0,66.0,0.8011,-46577.3253,26.0,612.0,1.2958,122276.0692,1120530.657,0.7938,0.1989,-36165.6229,10037.779754,158441.692,1411664.0168
193.0,2018-02-14 00:00:00+00:00,636442.5862,714.0,84.0,0.7862,-44328.163,36.0,594.0,1.2421,77202.5212,517316.3612,0.639,0.2138,-18691.8404,2332.994007,95894.3616,809539.4689
196.0,2018-02-15 00:00:00+00:00,859528.7608,781.0,73.0,0.8034,-48882.6436,59.0,649.0,1.6516,79345.5065,755876.2838,0.7065,0.1966,-51702.6996,3871.606643,131048.2061,1069922.4734
121.0,2018-02-16 00:00:00+00:00,454773.9598,706.0,83.0,0.7344,-46023.1736,63.0,560.0,1.4025,68450.1294,379144.8727,0.6123,0.2656,-27548.3548,2075.423989,95998.4842,619222.5734
89.0,2018-02-17 00:00:00+00:00,408882.5206,674.0,67.0,0.76,-46725.3252,44.0,563.0,1.6464,48786.128,291722.2294,0.5422,0.24,-31533.2315,1912.453579,80319.3594,537988.008
112.0,2018-02-18 00:00:00+00:00,823939.4242,785.0,22.0,0.9174,-37825.3912,27.0,736.0,1.2773,32594.6761,529905.2044,0.59,0.0826,-9038.8568,9077.986815,41633.5329,898167.6331
125.0,2018-02-19 00:00:00+00:00,472633.9296,547.0,62.0,0.6051,-56870.5012,26.0,459.0,6.2576,42493.4812,576036.9325,0.7375,0.3949,-223412.9026,8902.999719,265906.3838,781033.7946
