mega_whale_tx_count,block_date,non_exchange_volume_eth,whale_tx_count,withdrawal_tx_count,non_exchange_ratio,net_flow_ma7,deposit_tx_count,non_exchange_tx_count,deposit_withdrawal_ratio,whale_exchange_withdrawals_eth,mega_whale_volume_eth,mega_whale_ratio,exchange_volume_ratio,whale_net_exchange_flow_eth,std_whale_tx_size_eth,whale_exchange_deposits_eth,whale_volume_eth
68.0,2022-07-02 00:00:00+00:00,278232.0293,68.0,9.0,0.6002,25974.0553,16.0,43.0,1.6868,68988.6716,463589.8151,1.0,0.3998,-47380.4426,10898.570656,116369.1142,463589.8151
57.0,2022-07-03 00:00:00+00:00,141244.1057,57.0,9.0,0.5983,32556.6337,12.0,36.0,0.804,52577.5754,236091.7885,1.0,0.4017,10307.468,5195.692187,42270.1074,236091.7885
75.0,2022-07-04 00:00:00+00:00,680016.7215,75.0,8.0,0.7799,4741.2365,10.0,57.0,1.2467,85426.7652,871944.4267,1.0,0.2201,-21074.1749,13144.666572,106500.94,871944.4267
86.0,2022-07-05 00:00:00+00:00,557838.7674,86.0,15.0,0.7878,11172.963,6.0,65.0,0.3644,110107.0183,708068.9891,1.0,0.2122,69983.8149,8727.58317,40123.2034,708068.9891
82.0,2022-07-06 00:00:00+00:00,385861.6653,82.0,19.0,0.4921,-12373.2712,21.0,42.0,1.6641,149487.9507,784119.2577,1.0,0.5079,-99281.691,13717.070655,248769.6417,784119.2577
99.0,2022-07-07 00:00:00+00:00,826865.1478,99.0,78.0,0.3767,2053.8187,5.0,16.0,0.8952,721960.2996,2195113.3404,1.0,0.6233,75672.4065,38577.160797,646287.8931,2195113.3404
89.0,2022-07-08 00:00:00+00:00,548428.9334,89.0,19.0,0.6828,5758.2608,12.0,58.0,0.6605,153408.6219,803165.7325,1.0,0.3172,52080.4446,9702.324833,101328.1772,803165.7325
55.0,2022-07-09 00:00:00+00:00,255497.0945,55.0,0.0,0.9547,10793.665,4.0,51.0,0.6605,0.0,267629.7079,1.0,0.0453,-12132.6134,3449.293034,12132.6134,267629.7079
57.0,2022-07-10 00:00:00+00:00,288545.2845,57.0,5.0,0.6961,7545.7276,10.0,42.0,1.2189,56778.2247,414529.8276,1.0,0.3039,-12428.0938,9344.328715,69206.3184,414529.8276
75.0,2022-07-11 00:00:00+00:00,425145.9325,75.0,12.0,0.6047,6380.7959,13.0,50.0,1.2351,124331.6498,703037.9284,1.0,0.3953,-29228.6963,10828.402771,153560.3461,703037.9284
87.0,2022-07-12 00:00:00+00:00,801556.1052,87.0,10.0,0.6749,-25229.5881,17.0,60.0,2.2887,117392.8372,1187630.6534,1.0,0.3251,-151288.8737,15587.310854,268681.7109,1187630.6534
111.0,2022-07-13 00:00:00+00:00,799760.094,111.0,19.0,0.6736,4914.0254,17.0,75.0,0.5525,249658.7673,1187354.0248,1.0,0.3264,111723.6037,10393.73913,137935.1636,1187354.0248
90.0,2022-07-14 00:00:00+00:00,656172.0886,90.0,16.0,0.7583,-4996.2079,15.0,59.0,0.9415,107748.2339,865367.783,1.0,0.2417,6300.7734,12760.538984,101447.4605,865367.783
93.0,2022-07-15 00:00:00+00:00,1012309.7119,93.0,11.0,0.6168,-57436.6627,14.0,68.0,3.0064,156996.4023,1641305.2552,1.0,0.3832,-315002.7386,42800.319531,471999.1409,1641305.2552
77.0,2022-07-16 00:00:00+00:00,275109.4875,77.0,13.0,0.5627,-56919.8392,16.0,48.0,1.083,102639.4041,488903.1448,1.0,0.4373,-8514.849,6806.164744,111154.2531,488903.1448
59.0,2022-07-17 00:00:00+00:00,264847.7426,59.0,13.0,0.5605,-55606.3653,13.0,33.0,1.0316,102227.5547,472536.6284,1.0,0.4395,-3233.7764,12120.593904,105461.3311,472536.6284
120.0,2022-07-18 00:00:00+00:00,1069901.8749,120.0,18.0,0.7577,-52418.8317,17.0,85.0,1.0413,167639.7703,1412097.3768,1.0,0.2423,-6915.9612,10906.074195,174555.7316,1412097.3768
104.0,2022-07-19 00:00:00+00:00,1763795.3281,104.0,13.0,0.7631,19.3077,5.0,86.0,0.4346,381616.0386,2311249.303,1.0,0.2369,215778.1023,25021.382571,165837.9363,2311249.303
101.0,2022-07-20 00:00:00+00:00,648684.2669,101.0,14.0,0.7429,-6685.6382,10.0,77.0,0.552,144627.6012,873150.4872,1.0,0.2571,64788.9821,9598.233631,79838.6191,873150.4872
85.0,2022-07-21 00:00:00+00:00,3643325.2304,85.0,14.0,0.9304,-18968.9813,8.0,63.0,1.8265,96408.9121,3915825.6832,1.0,0.0696,-79682.6286,87578.543635,176091.5407,3915825.6832
79.0,2022-07-22 00:00:00+00:00,313174.1249,79.0,10.0,0.5639,20930.1011,19.0,50.0,1.3458,103257.2317,555397.7495,1.0,0.4361,-35709.1613,7416.299262,138966.393,555397.7495
50.0,2022-07-23 00:00:00+00:00,239648.6194,50.0,9.0,0.7528,25380.7299,7.0,34.0,0.5531,50664.74,318338.547,1.0,0.2472,22639.5523,6710.689797,28025.1877,318338.547
58.0,2022-07-24 00:00:00+00:00,124568.8838,58.0,6.0,0.5877,28636.0919,9.0,43.0,0.6343,53466.6411,211948.4083,1.0,0.4123,19553.7576,4068.901002,33912.8835,211948.4083
81.0,2022-07-25 00:00:00+00:00,323165.5874,81.0,18.0,0.5011,33889.6723,13.0,50.0,0.8301,175776.286,644859.058,1.0,0.4989,29859.1015,9545.681974,145917.1845,644859.058
84.0,2022-07-26 00:00:00+00:00,561942.6695,84.0,10.0,0.7789,5772.1789,11.0,63.0,0.7875,89222.0614,721431.1435,1.0,0.2211,18955.6487,12526.815116,70266.4126,721431.1435
88.0,2022-07-27 00:00:00+00:00,928305.2748,88.0,15.0,0.7859,2383.0327,9.0,64.0,0.7207,147016.3009,1181272.9177,1.0,0.2141,41064.9589,22602.72092,105951.342,1181272.9177
112.0,2022-07-28 00:00:00+00:00,751255.6847,112.0,11.0,0.7373,3515.9633,19.0,82.0,1.7323,97978.1947,1018964.1887,1.0,0.2627,-71752.1146,9427.273931,169730.3093,1018964.1887
89.0,2022-07-29 00:00:00+00:00,387955.9556,89.0,16.0,0.383,-37440.1261,15.0,58.0,3.131,151289.5312,1012936.805,1.0,0.617,-322401.787,34952.35864,473691.3182,1012936.805
57.0,2022-07-30 00:00:00+00:00,264109.1039,57.0,9.0,0.6239,-40599.0831,7.0,41.0,0.9934,79863.6877,423309.6261,1.0,0.3761,526.8531,10283.144614,79336.8346,423309.6261
53.0,2022-07-31 00:00:00+00:00,195178.4149,53.0,4.0,0.7661,-38315.2941,6.0,43.0,0.2529,47568.1507,254774.4356,1.0,0.2339,35540.2806,6006.887033,12027.8701,254774.4356
73.0,2022-08-01 00:00:00+00:00,544887.5041,73.0,9.0,0.7528,-45846.9952,9.0,55.0,1.2929,78047.9598,723846.2297,1.0,0.2472,-22862.8059,21427.256346,100910.7658,723846.2297
86.0,2022-08-02 00:00:00+00:00,226869.3725,86.0,13.0,0.4412,-58694.062,17.0,56.0,1.656,108193.062,514229.3153,1.0,0.5588,-70973.8188,7676.885047,179166.8808,514229.3153
77.0,2022-08-03 00:00:00+00:00,226134.2877,77.0,16.0,0.5998,-65450.8279,14.0,47.0,1.0862,72319.9262,377006.5429,1.0,0.4002,-6232.4028,6952.553231,78552.329,377006.5429
76.0,2022-08-04 00:00:00+00:00,246481.9169,76.0,16.0,0.5391,-60471.1015,11.0,49.0,1.4246,86898.9389,457173.8246,1.0,0.4609,-36894.03,7570.751202,123792.9689,457173.8246
79.0,2022-08-05 00:00:00+00:00,241716.094,79.0,16.0,0.4188,-23651.2588,15.0,48.0,1.4775,135417.6332,577214.248,1.0,0.5812,-64662.8877,10142.139741,200080.5209,577214.248
52.0,2022-08-06 00:00:00+00:00,155221.3772,52.0,15.0,0.4758,-26577.6275,8.0,29.0,1.2643,75519.981,326219.0669,1.0,0.5242,-19957.7277,10410.602795,95477.7087,326219.0669
52.0,2022-08-07 00:00:00+00:00,249471.7871,52.0,10.0,0.4474,-48955.2636,7.0,35.0,2.2947,93536.8302,557648.6201,1.0,0.5526,-121103.1725,16716.832456,214640.0027,557648.6201
81.0,2022-08-08 00:00:00+00:00,262458.6841,81.0,16.0,0.5034,-63605.319,8.0,57.0,2.8792,66737.0456,521345.9686,1.0,0.4966,-125413.1933,13113.529345,192150.2389,521345.9686
79.0,2022-08-09 00:00:00+00:00,428888.8471,79.0,12.0,0.698,-43781.7549,9.0,58.0,0.4649,126690.7724,614479.262,1.0,0.302,67791.1298,7926.605778,58899.6425,614479.262
104.0,2022-08-10 00:00:00+00:00,733050.8629,104.0,27.0,0.6226,-24878.9252,11.0,66.0,0.5579,285217.1079,1177397.6736,1.0,0.3774,126087.4051,17644.285264,159129.7028,1177397.6736
100.0,2022-08-11 00:00:00+00:00,358474.6778,100.0,12.0,0.5698,-22237.1115,14.0,74.0,1.1459,126121.0041,629118.0201,1.0,0.4302,-18401.3342,7940.428858,144522.3382,629118.0201
73.0,2022-08-12 00:00:00+00:00,430591.7338,73.0,10.0,0.7495,-13960.6574,6.0,57.0,1.0981,68607.7393,574534.9215,1.0,0.2505,-6727.7091,8979.275081,75335.4484,574534.9215
68.0,2022-08-13 00:00:00+00:00,344144.5804,68.0,13.0,0.7095,-7037.741,5.0,50.0,0.6635,84692.3968,485026.6871,1.0,0.2905,28502.6869,8786.897257,56189.7099,485026.6871
56.0,2022-08-14 00:00:00+00:00,211633.8786,56.0,5.0,0.5655,4591.4091,5.0,46.0,1.646,61452.6649,374238.3301,1.0,0.4345,-39699.1217,9744.401957,101151.7866,374238.3301
79.0,2022-08-15 00:00:00+00:00,606465.398,79.0,12.0,0.7675,24788.5323,8.0,59.0,0.8401,99860.4282,790219.5848,1.0,0.2325,15966.6695,11949.40269,83893.7587,790219.5848
69.0,2022-08-16 00:00:00+00:00,344460.4479,69.0,13.0,0.6878,25622.0102,5.0,51.0,0.3598,115002.8522,500840.6773,1.0,0.3122,73625.475,9120.122525,41377.3772,500840.6773
79.0,2022-08-17 00:00:00+00:00,392887.6319,79.0,12.0,0.1935,-212798.5469,12.0,55.0,33.6639,47234.3077,2030212.742,1.0,0.8065,-1542856.4948,167197.516402,1590090.8025,2030212.742
63.0,2022-08-18 00:00:00+00:00,369635.0506,63.0,6.0,0.6647,-209493.354,8.0,49.0,0.9505,95614.021,556128.0766,1.0,0.3353,4735.016,7925.109269,90879.0049,556128.0766
98.0,2022-08-19 00:00:00+00:00,555626.0931,98.0,11.0,0.7153,-209411.5411,12.0,75.0,1.0573,107495.6424,776772.3962,1.0,0.2847,-6155.0183,7563.087463,113650.6607,776772.3962
65.0,2022-08-20 00:00:00+00:00,220074.2372,65.0,13.0,0.5919,-213371.2546,9.0,43.0,0.9897,76249.6592,371788.8639,1.0,0.4081,784.6917,7566.590208,75464.9674,371788.8639
52.0,2022-08-21 00:00:00+00:00,131455.668,52.0,7.0,0.561,-207426.7426,6.0,39.0,0.9635,52392.0781,234327.3615,1.0,0.439,1912.4626,4885.486218,50479.6155,234327.3615
63.0,2022-08-22 00:00:00+00:00,205248.6553,63.0,5.0,0.621,-215945.4314,10.0,48.0,2.0705,40788.9055,330490.6186,1.0,0.379,-43664.1522,6771.371846,84453.0578,330490.6186
63.0,2022-08-23 00:00:00+00:00,281570.9992,63.0,6.0,0.6572,-228747.3053,4.0,53.0,1.2443,65443.7987,428446.2384,1.0,0.3428,-15987.6418,7440.150248,81431.4406,428446.2384
63.0,2022-08-24 00:00:00+00:00,235009.1165,63.0,19.0,0.4714,4896.18,8.0,36.0,0.4798,178100.617,498562.4485,1.0,0.5286,92647.902,7186.812314,85452.7149,498562.4485
62.0,2022-08-25 00:00:00+00:00,406276.4851,62.0,12.0,0.7016,14670.248,7.0,43.0,0.4051,122975.5424,579074.0781,1.0,0.2984,73153.4919,7142.200419,49822.0506,579074.0781
77.0,2022-08-26 00:00:00+00:00,435557.2113,77.0,12.0,0.6142,15179.8147,8.0,57.0,1.0191,135475.4885,709096.2399,1.0,0.3858,-2588.0516,10932.402916,138063.5401,709096.2399
66.0,2022-08-27 00:00:00+00:00,419853.4514,66.0,10.0,0.6855,12133.6055,13.0,43.0,1.2387,86051.6982,612495.6203,1.0,0.3145,-20538.7726,12834.271552,106590.4707,612495.6203
47.0,2022-08-28 00:00:00+00:00,120897.4501,47.0,8.0,0.1217,54368.4344,12.0,27.0,0.4912,584848.7325,993038.65,1.0,0.8783,297556.265,77497.023892,287292.4675,993038.65
76.0,2022-08-29 00:00:00+00:00,346427.9024,76.0,17.0,0.2923,128776.4977,20.0,39.0,0.2748,657997.1635,1185229.9389,1.0,0.7077,477192.2907,56770.705685,180804.8729,1185229.9389
86.0,2022-08-30 00:00:00+00:00,662337.4993,86.0,14.0,0.7661,136349.2298,11.0,61.0,0.6905,119600.5555,864517.1272,1.0,0.2339,37021.4832,16212.051114,82579.0723,864517.1272
80.0,2022-08-31 00:00:00+00:00,592931.5166,80.0,5.0,0.6657,107697.585,15.0,60.0,2.1369,94915.434,890675.9959,1.0,0.3343,-107913.6112,13838.526466,202829.0453,890675.9959
90.0,2022-09-01 00:00:00+00:00,660006.6761,90.0,11.0,0.6455,99558.9851,12.0,67.0,0.9145,189316.2549,1022455.8939,1.0,0.3545,16183.2921,14643.305871,173132.9629,1022455.8939
80.0,2022-09-02 00:00:00+00:00,1005987.4169,80.0,5.0,0.7076,70043.5527,18.0,57.0,3.0254,103285.1195,1421753.7339,1.0,0.2924,-209196.0779,13540.477654,312481.1974,1421753.7339
43.0,2022-09-03 00:00:00+00:00,213248.8934,43.0,4.0,0.4827,50255.0291,13.0,26.0,5.5768,34753.1942,441813.72,1.0,0.5173,-159058.4382,13615.802401,193811.6324,441813.72
40.0,2022-09-04 00:00:00+00:00,79843.611,40.0,11.0,0.3441,20986.452,5.0,24.0,0.2431,122446.5451,232060.4758,1.0,0.6559,92676.2253,9065.044589,29770.3198,232060.4758
77.0,2022-09-05 00:00:00+00:00,256859.091,77.0,9.0,0.5955,-43186.6882,11.0,57.0,0.7236,101242.2637,431363.3088,1.0,0.4045,27980.3096,5653.779742,73261.9541,431363.3088
102.0,2022-09-06 00:00:00+00:00,1420469.6695,102.0,12.0,0.6567,-101082.2602,15.0,75.0,2.9682,187097.1738,2162911.5382,1.0,0.3433,-368247.5212,30837.349544,555344.695,2162911.5382
90.0,2022-09-07 00:00:00+00:00,574234.2985,90.0,15.0,0.6437,-77954.5185,11.0,64.0,0.7096,185886.6607,892027.0392,1.0,0.3563,53980.5807,12080.650483,131906.08,892027.0392
83.0,2022-09-08 00:00:00+00:00,730297.1596,83.0,12.0,0.7785,-63794.1385,5.0,66.0,0.2862,161539.9603,938071.1281,1.0,0.2215,115305.9521,23578.699662,46234.0082,938071.1281
84.0,2022-09-09 00:00:00+00:00,543859.1851,84.0,15.0,0.6113,-24955.4102,15.0,54.0,0.6932,204274.5454,889733.2554,1.0,0.3887,62675.0204,8322.757583,141599.5249,889733.2554
50.0,2022-09-10 00:00:00+00:00,247418.9341,50.0,7.0,0.7206,-5415.3708,8.0,35.0,1.605,36822.0798,343341.2563,1.0,0.2794,-22278.1627,15000.305275,59100.2425,343341.2563
52.0,2022-09-11 00:00:00+00:00,237432.0572,52.0,6.0,0.6558,-16730.1514,10.0,36.0,0.8049,69038.6973,362036.6904,1.0,0.3442,13472.7614,14985.361385,55565.9359,362036.6904
92.0,2022-09-12 00:00:00+00:00,1191618.1425,92.0,9.0,0.7511,-48571.5827,18.0,65.0,2.9496,99974.0158,1586475.884,1.0,0.2489,-194909.7099,23873.375647,294883.7257,1586475.884
97.0,2022-09-13 00:00:00+00:00,1544199.0598,97.0,12.0,0.5228,-123683.3665,16.0,69.0,4.4672,257856.6969,2953942.461,1.0,0.4772,-894030.0075,60443.62409,1151886.7043,2953942.461
116.0,2022-09-14 00:00:00+00:00,3076623.2996,116.0,8.0,0.5914,-396017.865,21.0,87.0,14.5353,136854.274,5202692.7565,1.0,0.4086,-1852360.9089,100362.244962,1989215.1829,5202692.7565
149.0,2022-09-15 00:00:00+00:00,1923061.9167,149.0,23.0,0.6353,-431627.0331,18.0,108.0,1.2762,484945.7269,3026911.5947,1.0,0.3647,-133958.2242,22658.148585,618903.9512,3026911.5947
114.0,2022-09-16 00:00:00+00:00,1830385.0639,114.0,20.0,0.7579,-402051.7011,12.0,82.0,0.3686,427168.7622,2415020.2444,1.0,0.2421,269702.3438,38109.371301,157466.4183,2415020.2444
62.0,2022-09-17 00:00:00+00:00,353511.1898,62.0,12.0,0.6317,-381504.3858,4.0,46.0,0.258,163815.047,559588.2389,1.0,0.3683,121553.0449,13353.462531,42262.0021,559588.2389
68.0,2022-09-18 00:00:00+00:00,407804.5996,68.0,4.0,0.692,-396648.2831,9.0,55.0,3.08,44488.0294,589315.1786,1.0,0.308,-92534.5202,8754.380249,137022.5496,589315.1786
97.0,2022-09-19 00:00:00+00:00,1374092.9213,97.0,12.0,0.8027,-364684.477,10.0,75.0,0.8427,183341.8092,1711939.6064,1.0,0.1973,28836.9333,17460.055557,154504.8759,1711939.6064
77.0,2022-09-20 00:00:00+00:00,785640.8978,77.0,10.0,0.5935,-251541.6967,8.0,59.0,1.4678,218084.1149,1323839.6733,1.0,0.4065,-102030.5456,31182.139388,320114.6605,1323839.6733
106.0,2022-09-21 00:00:00+00:00,604708.7033,106.0,15.0,0.5317,516.3917,12.0,79.0,1.3957,222287.5266,1137238.0463,1.0,0.4683,-87954.2899,20966.271164,310241.8165,1137238.0463
97.0,2022-09-22 00:00:00+00:00,741421.0823,97.0,14.0,0.6385,31078.218,12.0,71.0,0.68,249886.8946,1161220.3122,1.0,0.3615,79974.5593,11872.383372,169912.3353,1161220.3122
81.0,2022-09-23 00:00:00+00:00,734698.4433,81.0,10.0,0.6057,15542.615,7.0,64.0,0.4965,319660.5075,1213066.3354,1.0,0.3943,160953.1229,16820.54517,158707.3846,1213066.3354
46.0,2022-09-24 00:00:00+00:00,422954.8422,46.0,6.0,0.8568,-4552.4709,6.0,34.0,1.741,25791.9946,493651.3874,1.0,0.1432,-19112.5559,16153.550799,44904.5505,493651.3874
40.0,2022-09-25 00:00:00+00:00,513584.2636,40.0,3.0,0.9058,12898.1916,3.0,34.0,0.2868,41529.3909,567022.9285,1.0,0.0942,29620.1169,20329.17162,11909.274,567022.9285
69.0,2022-09-26 00:00:00+00:00,787408.3376,69.0,11.0,0.7267,3475.2007,7.0,51.0,1.2866,129519.9447,1083572.2299,1.0,0.2733,-37124.0029,32403.472368,166643.9476,1083572.2299
84.0,2022-09-27 00:00:00+00:00,916289.845,84.0,4.0,0.8923,15723.0091,9.0,71.0,1.3456,47149.4497,1026884.6313,1.0,0.1077,-16295.8868,15684.180585,63445.3365,1026884.6313
83.0,2022-09-28 00:00:00+00:00,404122.9575,83.0,6.0,0.7596,26207.0402,8.0,69.0,1.257,56666.9303,532022.8903,1.0,0.2404,-14566.0722,8355.55542,71233.0025,532022.8903
81.0,2022-09-29 00:00:00+00:00,1454081.472,81.0,2.0,0.9259,17930.0973,2.0,77.0,0.6816,69199.9842,1570445.4816,1.0,0.0741,22035.9589,19255.997534,47164.0254,1570445.4816
78.0,2022-09-30 00:00:00+00:00,859755.005,78.0,8.0,0.8251,3125.1151,9.0,61.0,0.5214,119752.8773,1041942.5115,1.0,0.1749,57318.248,20340.196334,62434.6293,1041942.5115
46.0,2022-10-01 00:00:00+00:00,389498.2354,46.0,6.0,0.8778,3818.7891,2.0,38.0,1.7132,19989.8149,443734.7031,1.0,0.1222,-14256.8379,13291.293465,34246.6528,443734.7031
47.0,2022-10-02 00:00:00+00:00,163149.8712,47.0,3.0,0.5826,3745.6005,6.0,38.0,0.6012,72989.7105,280021.4957,1.0,0.4174,29107.7965,9312.329777,43881.914,280021.4957
66.0,2022-10-03 00:00:00+00:00,727051.2323,66.0,8.0,0.7534,-3829.6676,4.0,54.0,2.22,73893.999,964990.1103,1.0,0.2466,-90150.8799,20276.021834,164044.8789,964990.1103
63.0,2022-10-04 00:00:00+00:00,324005.4785,63.0,4.0,0.8259,1609.4788,6.0,53.0,0.5164,45036.9428,392301.2258,1.0,0.1741,21778.1382,7369.866947,23258.8046,392301.2258
62.0,2022-10-05 00:00:00+00:00,258755.6736,62.0,4.0,0.918,3584.2478,6.0,52.0,1.0664,11187.4002,281873.1633,1.0,0.082,-742.6893,5720.683656,11930.0895,281873.1633
69.0,2022-10-06 00:00:00+00:00,429691.3639,69.0,17.0,0.7147,16577.1952,8.0,44.0,0.2057,142250.1919,601205.1572,1.0,0.2853,112986.5905,14069.748822,29263.6014,601205.1572
62.0,2022-10-07 00:00:00+00:00,532131.4752,62.0,11.0,0.7448,5778.462,10.0,41.0,1.2228,82018.1242,714440.6073,1.0,0.2552,-18272.8838,17709.97477,100291.008,714440.6073
41.0,2022-10-08 00:00:00+00:00,330274.1668,41.0,2.0,0.8653,10358.853,7.0,32.0,0.4856,34611.9779,381692.2236,1.0,0.1347,17805.8989,15047.124096,16806.079,381692.2236
34.0,2022-10-09 00:00:00+00:00,52526.9679,34.0,3.0,0.6812,7714.965,5.0,26.0,0.3975,17593.5021,77113.3918,1.0,0.3188,10600.5802,1484.512668,6992.9219,77113.3918
55.0,2022-10-10 00:00:00+00:00,262968.6372,55.0,2.0,0.8238,23420.3958,5.0,48.0,0.4795,38013.1792,319207.8596,1.0,0.1762,19787.136,6989.636473,18226.0432,319207.8596
59.0,2022-10-11 00:00:00+00:00,550600.0993,59.0,4.0,0.8443,9680.2959,7.0,48.0,6.4827,13570.408,652143.4767,1.0,0.1557,-74402.5613,30591.742762,87972.9693,652143.4767
55.0,2022-10-12 00:00:00+00:00,274372.1766,55.0,15.0,0.6038,20300.4407,4.0,36.0,0.4197,126821.4693,454416.7906,1.0,0.3962,73598.3246,9438.428662,53223.1447,454416.7906
82.0,2022-10-13 00:00:00+00:00,726355.8245,82.0,7.0,0.7509,-2817.0467,14.0,61.0,1.5085,96042.8813,967277.4086,1.0,0.2491,-48835.8215,25976.690651,144878.7028,967277.4086
71.0,2022-10-14 00:00:00+00:00,330929.3334,71.0,10.0,0.6581,-4566.079,12.0,49.0,1.4317,70694.8748,502835.1932,1.0,0.3419,-30516.1102,8394.389721,101210.985,502835.1932
45.0,2022-10-15 00:00:00+00:00,155269.3878,45.0,9.0,0.8203,-5985.785,6.0,30.0,0.6242,20938.6427,189278.7162,1.0,0.1797,7867.957,8601.769088,13070.6856,189278.7162
36.0,2022-10-16 00:00:00+00:00,188313.5558,36.0,4.0,0.6962,1136.6513,6.0,26.0,0.1523,71320.6795,270497.2804,1.0,0.3038,60457.6345,15434.620976,10863.0451,270497.2804
62.0,2022-10-17 00:00:00+00:00,352374.212,62.0,5.0,0.7365,-1727.0227,8.0,49.0,1.0041,62899.6226,478432.0395,1.0,0.2635,-258.5822,10536.335001,63158.2049,478432.0395
70.0,2022-10-18 00:00:00+00:00,443852.8886,70.0,6.0,0.8094,12353.5525,12.0,52.0,0.6245,64347.1225,548385.6684,1.0,0.1906,24161.4651,12770.543389,40185.6573,548385.6684
62.0,2022-10-19 00:00:00+00:00,444724.1291,62.0,5.0,0.7894,-137.7667,5.0,52.0,1.2642,52391.134,563347.3063,1.0,0.2106,-13840.9093,12425.338104,66232.0433,563347.3063
61.0,2022-10-20 00:00:00+00:00,485273.6584,61.0,4.0,0.8801,2608.9231,6.0,51.0,2.621,18266.4183,551415.4883,1.0,0.1199,-29608.9933,15890.190333,47875.4116,551415.4883
56.0,2022-10-21 00:00:00+00:00,631549.5917,56.0,6.0,0.6296,50379.7436,9.0,41.0,0.1001,337685.6767,1003041.3118,1.0,0.3704,303879.6334,59513.426223,33806.0433,1003041.3118
46.0,2022-10-22 00:00:00+00:00,159995.6524,46.0,9.0,0.5373,59004.7777,12.0,25.0,0.3376,103025.0261,297802.5087,1.0,0.4627,68243.1959,13548.99046,34781.8301,297802.5087
48.0,2022-10-23 00:00:00+00:00,222501.8283,48.0,4.0,0.755,44055.7181,9.0,35.0,4.1531,14013.4992,294714.61,1.0,0.245,-44185.7832,10217.104998,58199.2824,294714.61
70.0,2022-10-24 00:00:00+00:00,550362.3127,70.0,5.0,0.7338,25742.4434,19.0,46.0,4.606,35621.3888,750056.5954,1.0,0.2662,-128451.5051,15529.885829,164072.8939,750056.5954
94.0,2022-10-25 00:00:00+00:00,871414.2221,94.0,16.0,0.777,14248.0055,11.0,67.0,1.5811,96889.0895,1121492.0012,1.0,0.223,-56299.6001,14964.546257,153188.6896,1121492.0012
105.0,2022-10-26 00:00:00+00:00,689857.4181,105.0,26.0,0.5698,22020.4933,19.0,60.0,0.8555,280657.7669,1210606.4464,1.0,0.4302,40566.5055,13908.445622,240091.2614,1210606.4464
81.0,2022-10-27 00:00:00+00:00,737922.0164,81.0,16.0,0.717,31897.1291,16.0,49.0,0.761,165366.6406,1029127.8403,1.0,0.283,39527.4573,17554.600001,125839.1833,1029127.8403
70.0,2022-10-28 00:00:00+00:00,509598.9312,70.0,15.0,0.7103,-12422.8449,14.0,41.0,1.0631,100737.7471,717434.61,1.0,0.2897,-6360.1846,12589.769208,107097.9317,717434.61
63.0,2022-10-29 00:00:00+00:00,398176.767,63.0,13.0,0.6898,-25725.6876,14.0,36.0,1.3227,77099.3032,577252.0761,1.0,0.3102,-24876.7026,12702.587038,101976.0059,577252.0761
51.0,2022-10-30 00:00:00+00:00,304334.3504,51.0,4.0,0.6553,-33865.9682,15.0,32.0,4.4322,29476.2156,464454.5294,1.0,0.3447,-101167.7478,8380.571545,130643.9634,464454.5294
85.0,2022-10-31 00:00:00+00:00,480754.5014,85.0,20.0,0.6929,-13039.051,11.0,54.0,0.8495,115212.0305,693841.6467,1.0,0.3071,17336.9157,7534.726588,97875.1148,693841.6467
81.0,2022-11-01 00:00:00+00:00,445882.2368,81.0,14.0,0.7801,1993.154,9.0,58.0,0.4395,87293.5341,571543.4703,1.0,0.2199,48925.8346,11094.216829,38367.6994,571543.4703
81.0,2022-11-02 00:00:00+00:00,533387.4681,81.0,22.0,0.5689,-20183.3592,11.0,48.0,1.7921,144758.8732,937574.3015,1.0,0.4311,-114669.0869,17062.375092,259427.9601,937574.3015
68.0,2022-11-03 00:00:00+00:00,546380.9918,68.0,14.0,0.6713,-30449.7009,8.0,46.0,1.2749,117621.5065,813960.9395,1.0,0.3287,-32336.9348,10856.359545,149958.4412,813960.9395
82.0,2022-11-04 00:00:00+00:00,465607.1671,82.0,15.0,0.5947,-29360.1064,17.0,50.0,0.992,159307.4355,782955.0611,1.0,0.4053,1266.977,11910.81014,158040.4585,782955.0611
49.0,2022-11-05 00:00:00+00:00,196183.4181,49.0,12.0,0.483,-42115.0612,9.0,28.0,3.3828,47911.5244,406167.8536,1.0,0.517,-114161.3867,15310.525223,162072.9111,406167.8536
61.0,2022-11-06 00:00:00+00:00,307597.2715,61.0,12.0,0.6845,-21258.0105,7.0,42.0,0.5196,93312.6546,449390.9733,1.0,0.3155,44831.6074,6663.326846,48481.0472,449390.9733
104.0,2022-11-07 00:00:00+00:00,768547.4562,104.0,12.0,0.7566,-26922.89,14.0,78.0,1.1984,112476.4653,1015817.6277,1.0,0.2434,-22317.2409,7684.080836,134793.7062,1015817.6277
166.0,2022-11-08 00:00:00+00:00,1728590.2517,166.0,28.0,0.7384,-22688.8381,28.0,110.0,0.7726,345533.7127,2341093.4794,1.0,0.2616,78564.1978,21904.094501,266969.5149,2341093.4794
232.0,2022-11-09 00:00:00+00:00,1690422.927,232.0,37.0,0.4376,-145056.2692,47.0,148.0,2.617,600636.4675,3862936.9667,1.0,0.5624,-971241.1046,53782.253517,1571877.5721,3862936.9667
