block_date,deposit_tx_count,deposit_withdrawal_ratio,exchange_volume_ratio,mega_whale_ratio,mega_whale_tx_count,mega_whale_volume_eth,net_flow_ma7,non_exchange_ratio,non_exchange_tx_count,non_exchange_volume_eth,std_whale_tx_size_eth,whale_exchange_deposits_eth,whale_exchange_withdrawals_eth,whale_net_exchange_flow_eth,whale_tx_count,whale_volume_eth,withdrawal_tx_count,btc_price,eth_price,exchange_flow_share,tx_per_active_zscore_90d,eth_burned_delta_1d,block_fullness_delta_1d,median_gas_delta_1d,net_exchange_flow_ratio,median_gas_delta_7d,tx_per_active_delta_1d,whale_volume_ratio_delta_3d,smart_contract_ratio_delta_1d,whale_exchange_asymmetry,whale_exchange_flow_ratio,eth_burned_zscore_90d,whale_tx_zscore_90d,whale_volume_ratio,whale_volume_ratio_delta_1d,eth_ret_lag1,eth_ret_lag2,eth_ret_lag3,eth_ret_lag7,eth_vol7,eth_vol30,eth_rsi,btc_ret_lag1,btc_ret_lag2,btc_ret_lag3,btc_ret_lag7,btc_vol7,btc_vol30,btc_rsi,eth_btc_ratio,eth_btc_ratio_ma7,eth_btc_corr_30d,exchange_volume_zscore,rolling_vol_30,return_t2,threshold_t2,target_t2,y_long_t2,y_short_t2,btc_regime,vol_regime,regime,regime_code,dist_regime
2017-11-05 00:00:00+00:00,0,0.0,0.0078,0.839,195,322846.583,-2019.6292,0.9922,255,381795.1207,1371.666148,0.0,3006.5,3006.5,257,384801.6207,2,7416.26795098255,297.5173231052644,0.005743,0.729,0.0,-0.06982,-1.3809,0.002187,-0.2871,0.0146,-0.002135999999999999,0.001344,1.0,0.000614,0.0,0.0,0.246406,0.036788000000000015,-0.019440625420635287,0.06334785541062588,-0.018160209462726725,0.02424678512351021,0.03379328853584675,0.0,49.548707377019305,0.02130595874162531,0.024478346520859322,0.050103447541810106,0.06567497088870056,0.02340355746411248,0.0,73.43622505322496,0.04011685190876195,0.04492733552262087,0.0,0.0,0.0241119061334226,-0.0077004187898836885,0.0,0,0,0,UP,LOW,UP_LOW,R2,False
2017-11-06 00:00:00+00:00,12,1.8351,0.0848,0.9629,262,672814.1204,-3416.9362,0.9152,270,639481.2314,3045.077917,38370.2319,20908.7842,-17461.4477,288,698760.2474,6,7103.04608116249,301.370794552855,0.013307,0.1121,0.0,0.06431,-0.6008,-0.000671,-3.471,-0.0945,0.03992699999999999,0.000432,-0.26274,-0.001816,0.0,0.0,0.262102,0.004667999999999978,-0.008159712318813166,-0.019440625420635287,0.06334785541062588,0.00822420969990399,0.03237521186349582,0.0,51.29955295165895,0.0034758009621577244,0.02130595874162531,0.024478346520859322,-0.003133983364114182,0.022142351964914327,0.0,74.81247610408136,0.042428387921078,0.04357229536183994,0.0,0.0,0.02383997032515768,0.02478623638777076,0.0,0,0,0,UP,LOW,UP_LOW,R5,True
2017-11-07 00:00:00+00:00,9,1.0834,0.0705,0.8191,204,558442.8257,-4928.0984,0.9295,310,633750.5449,3182.091994,24993.9417,23070.2772,-1923.6645,328,681814.7639,9,7166.74137167631,295.23511338265723,0.014445,0.5506,0.0,0.040108,2.0193,0.002392,-2.0962,0.0682,0.05715200000000001,0.018502,0.013717,9e-05,0.0,0.0,0.291637,0.015696000000000015,0.01286892998787133,-0.008159712318813166,-0.019440625420635287,-0.008879631630083054,0.032688658870408324,0.0,57.925562111341215,-0.04315224152298625,0.0034758009621577244,0.02130595874162531,0.04237980091370007,0.03355387620318076,0.0,68.99877371522497,0.041195167799616204,0.04246653144550583,0.0,0.0,0.023513090910424448,0.08780234438636786,0.0,0,0,0,UP,LOW,UP_LOW,R5,True
2017-11-08 00:00:00+00:00,14,5.6165,0.2008,0.914,300,1239657.0676,-30271.7458,0.7992,381,1083994.3978,11947.58133,231201.0066,41164.8619,-190036.1447,417,1356360.2664,22,7461.82443491069,308.9339866357258,0.04735,-0.102,0.0,0.011662,3.8456,0.001261,-1.4881,-0.0968,0.04989899999999997,0.029949,-0.021501,-0.00087,0.0,0.0,0.29273,0.029534999999999978,-0.020569348777755018,0.01286892998787133,-0.008159712318813166,-0.037635227963374256,0.03337260580864722,0.0,47.572808152577814,0.008927352808031544,-0.04315224152298625,0.0034758009621577244,0.05292463139267558,0.03247338072681321,0.0,82.0005118662915,0.04140193719787289,0.041542710779514644,0.0,0.0,0.025287011038775172,-0.02483886795582807,0.0,0,0,0,UP,LOW,UP_LOW,R5,True
2017-11-09 00:00:00+00:00,4,1.1939,0.0269,1.0,416,2449024.2823,-30141.8521,0.9731,407,2383207.3108,12189.035955,35816.9815,29999.99,-5816.9915,416,2449024.2823,5,7186.29277509382,322.32952048358885,0.01114,-0.6586,0.0,0.040581,5.8752,0.001153,-1.097,-0.0833,0.046324000000000004,-0.002819,-0.065282,-0.000257,0.0,0.0,0.36559,0.0010930000000000106,0.04535558516552578,-0.020569348777755018,0.01286892998787133,-0.018160209462726725,0.034149518828821265,0.0,55.96090019885002,0.040348876269635466,0.008927352808031544,-0.04315224152298625,0.050103447541810106,0.030429577636338124,0.0,82.56112090083631,0.04485337997927321,0.04123794071298413,0.0,0.0,0.026422902206127898,-0.01901496037786462,0.0,0,0,0,UP,LOW,UP_LOW,R5,True
2017-11-10 00:00:00+00:00,10,1.2308,0.0546,0.9214,350,842911.3103,-31238.2221,0.9454,407,864924.2349,3061.971658,27538.9563,22375.6,-5163.3563,422,914838.7913,5,6656.83969350681,301.3549333527746,0.01049,-0.7008,0.0,-0.040183,-2.272,-0.000665,4.8064,-0.009,0.10348800000000002,-0.017659,-0.103444,-0.000382,0.0,0.0,0.224044,0.07286000000000004,0.04244675922084208,0.04535558516552578,-0.020569348777755018,0.06334785541062588,0.03412656462109344,0.0,63.39606585365369,-0.03762451634540677,0.040348876269635466,0.008927352808031544,0.024478346520859322,0.03163754791578528,0.0,73.87031973939415,0.045269970019966244,0.04183662164659332,0.0,0.0,0.029045240518589498,0.04163316449643549,0.0,0,0,0,FLAT,LOW,FLAT_LOW,R5,True
2017-11-11 00:00:00+00:00,6,4.5565,0.0345,1.0,328,827092.1851,-33667.911,0.9655,320,798531.9232,3135.050769,23420.2669,5139.995,-18280.2719,328,827092.1851,2,6365.39785208573,316.2583419604271,0.009015,-0.4548,0.0,-0.021558,3.6861,-0.00049,11.1726,0.0334,-0.06759299999999999,0.018297,-0.547886,-0.00138,0.0,0.0,0.206254,-0.14154600000000003,-0.06728562717667015,0.04244675922084208,0.04535558516552578,-0.019440625420635287,0.03955631937414428,0.0,51.49825666159997,-0.07653057885289478,-0.03762451634540677,0.040348876269635466,0.02130595874162531,0.04146954574416826,0.0,64.87959040628715,0.049683986658712896,0.04226457901073248,0.0,0.0,0.030239774768805506,-0.002895449335051505,0.0,0,0,0,DOWN,LOW,DOWN_LOW,R4,False
2017-11-12 00:00:00+00:00,8,1.1407,0.0454,0.936,466,1153512.4413,-34622.1777,0.9546,529,1176539.8837,3488.432598,29788.1856,26114.8181,-3673.3675,545,1232442.8873,8,5866.51312938529,314.1661277072687,0.01054,-0.9895,0.0,0.007942,2.552,0.001023,15.1055,-0.0796,-0.086476,-0.031827,-0.081063,-0.000268,0.0,0.0,0.195378,-0.01779,0.04827066679880553,-0.06728562717667015,0.04244675922084208,-0.008159712318813166,0.0427616901633499,0.0,57.60552477611237,-0.04476811516212699,-0.07653057885289478,-0.03762451634540677,0.0034758009621577244,0.04015239625173864,0.0,60.14024325675463,0.05355244602345038,0.043564240212183046,0.0,0.0,0.029666762879675273,0.07589418536894389,0.0,0,0,0,DOWN,LOW,DOWN_LOW,R4,False
2017-11-13 00:00:00+00:00,9,1.3161,0.1049,0.8293,272,721131.9103,-33905.9667,0.8951,404,778311.1274,2012.630641,51825.8729,39377.9022,-12447.9707,421,869514.9025,8,6423.09140246102,315.34395637188766,0.015677,-0.4261,0.0,0.039991,-0.1376,0.001484,15.5686,0.0773,-0.17021200000000003,0.005052,-0.071692,-0.000618,0.0,0.0,0.252366,-0.010875999999999997,-0.006637502302370041,0.04827066679880553,-0.06728562717667015,0.01286892998787133,0.04267219707250438,0.0,54.14284558594665,-0.08161629436920044,-0.04476811516212699,-0.07653057885289478,-0.04315224152298625,0.0440788915733508,0.0,45.96044235587483,0.04909535558704069,0.04548361079999569,0.0,0.0,0.029132703789392117,0.058335735559937346,0.0,0,0,0,DOWN,LOW,DOWN_LOW,R4,False
2017-11-14 00:00:00+00:00,14,1.4828,0.0656,0.9226,334,1263770.3049,-36126.5346,0.9344,410,1279955.6299,12040.449387,53646.4147,36178.7753,-17467.6393,441,1369780.8199,17,6652.21677956026,338.937627406501,0.015693,-0.8315,0.0,0.044339,0.0717,0.000998,13.621,-0.059,0.028321999999999986,0.01863,-0.098943,-0.000884,0.0,0.0,0.297014,0.05698799999999998,0.0037420529673185365,-0.006637502302370041,0.04827066679880553,-0.020569348777755018,0.04263015123321726,0.0,53.632569796211726,0.09063908676208153,-0.08161629436920044,-0.04476811516212699,0.008927352808031544,0.0637895626379973,0.0,54.11560795601824,0.05095107971344648,0.046436034752276076,0.0,0.0,0.03173584267083113,-0.026658855256974683,0.025255534933123325,0,0,0,DOWN,LOW,DOWN_LOW,R5,True
