deposit_tx_count,net_flow_ma7,non_exchange_ratio,std_whale_tx_size_eth,deposit_withdrawal_ratio,exchange_volume_ratio,withdrawal_tx_count,whale_net_exchange_flow_eth,whale_tx_count,block_date,mega_whale_volume_eth,non_exchange_volume_eth,whale_exchange_withdrawals_eth,whale_volume_eth,mega_whale_tx_count,non_exchange_tx_count,whale_exchange_deposits_eth,mega_whale_ratio,btc_price,eth_price,whale_volume_ratio_delta_1d,net_exchange_flow_ratio,eth_burned_zscore_90d,tx_per_active_delta_1d,smart_contract_ratio_delta_1d,whale_tx_zscore_90d,whale_volume_ratio,whale_exchange_asymmetry,median_gas_delta_7d,tx_per_active_zscore_90d,whale_volume_ratio_delta_3d,exchange_flow_share,median_gas_delta_1d,whale_exchange_flow_ratio,eth_burned_delta_1d,block_fullness_delta_1d,eth_funding_rate_8h,eth_ret_lag1,eth_ret_lag2,eth_ret_lag3,eth_ret_lag7,eth_vol7,eth_vol30,eth_rsi,btc_ret_lag1,btc_ret_lag2,btc_ret_lag3,btc_ret_lag7,btc_vol7,btc_vol30,btc_rsi,eth_btc_ratio,eth_btc_ratio_ma7,eth_btc_corr_30d,vol_ratio
10.0,-22537.1247,0.8874,3089.308402,0.7819,0.1126,7.0,7717.6432,277.0,2017-10-26 00:00:00+00:00,441412.8214,497122.7981,35385.53,560176.2149,157.0,260.0,27667.8868,0.788,5883.05318447111,295.7078546189935,0.02060300000000001,0.001895,0.0,-0.1416,-0.011827,,0.241486,0.086774,-4.3245,0.2246,-0.030293999999999988,0.012131,0.2812,0.000596,,-0.010509,6.405e-05,-0.0009100784977034778,0.03176802161041693,-0.02077079008431018,-0.019206146121663395,0.01896850457010377,,,0.027508410850497107,-0.07125500783326841,-0.007269003587343172,0.018354032304112512,0.03737666467753167,,,0.05026435174843278,0.05123221253698979,,
3.0,-21374.0733,0.9604,2061.391479,0.384,0.0396,4.0,8954.4181,275.0,2017-10-27 00:00:00+00:00,507413.8203,487295.1218,14536.5583,507413.8203,275.0,268.0,5582.1402,1.0,5775.51666530736,297.9291296930045,0.0024909999999999932,0.001572,0.0,0.0859,0.004979,,0.224324,0.403519,-1.5963,0.6399,-0.011219000000000007,0.005764,-0.2732,0.000865,,0.008863,6.405e-05,-0.009344229596939337,-0.0009100784977034778,0.03176802161041693,-0.02003300357371653,0.01830416632899033,,,0.030754837654839603,0.027508410850497107,-0.07125500783326841,0.04402597552469913,0.03851147394325902,,,0.05158484460491975,0.050676726214063224,,
1.0,-21180.0825,0.9747,1020.161497,1.2878,0.0253,2.0,-1410.01,257.0,2017-10-28 00:00:00+00:00,443776.5297,432566.5397,4899.99,443776.5297,257.0,254.0,6310.0,1.0,5734.30745398276,296.4649529071602,-0.01716200000000001,0.00061,0.0,-0.1004,-0.058103,,0.217211,-0.21448,-5.3313,0.0904,0.005931999999999993,0.003869,-2.262,-0.000213,,-0.054352,6.405e-05,0.007483649097275356,-0.009344229596939337,-0.0009100784977034778,-0.005514150504196325,0.017743906779325243,,,-0.018448157946988876,0.030754837654839603,0.027508410850497107,0.01520365427181426,0.034925731954236254,,,0.05170021930045809,0.05078990971662463,,
3.0,-21733.6675,0.9674,3431.754831,1.2638,0.0326,3.0,-2139.4896,266.0,2017-10-29 00:00:00+00:00,563534.1914,545175.7018,8109.5,563534.1914,266.0,260.0,10248.9896,1.0,6123.54977135535,303.74113040048763,-0.007113000000000008,0.000872,0.0,0.0111,0.002918,,0.24584,-0.171802,-2.1706,0.148,-0.021784000000000026,0.005335,-0.6437,-0.000293,,0.016334,6.405e-05,-0.004926629622356065,0.007483649097275356,-0.009344229596939337,-0.017463558208400915,0.017726487010755264,,,-0.007160732776561971,-0.018448157946988876,0.030754837654839603,-0.006723900854603126,0.03384857003787526,,,0.04960213303422851,0.0510683588122058,,
6.0,-1983.03,0.9804,2654.277798,3.5601,0.0196,2.0,-7680.2984,314.0,2017-10-30 00:00:00+00:00,623453.4962,685527.0618,3000.0,699207.3601,238.0,306.0,10680.2984,0.8917,6104.38870915078,306.2494615338919,0.028629000000000016,-0.000221,0.0,0.1656,-0.008455,,0.235811,-0.561413,-7.3703,1.0445,0.004353999999999997,0.005375,2.5831,-0.00071,,0.05794,6.405e-05,0.02424678512351021,-0.004926629622356065,0.007483649097275356,-0.02077079008431018,0.01865724115211729,,29.416863039872908,0.06567497088870056,-0.007160732776561971,-0.018448157946988876,-0.007269003587343172,0.04374445467554791,,59.89990297896524,0.05016873533541677,0.05112300281239318,,
4.0,-118.4235,0.9557,1659.275475,0.4672,0.0443,7.0,8654.4703,344.0,2017-10-31 00:00:00+00:00,371970.0743,514380.3283,16243.3461,538212.5502,177.0,333.0,7588.8758,0.6911,6368.65164135745,303.54211702851427,-0.01002900000000001,0.001758,0.0,-0.0177,0.061924,,0.215709,0.388215,-4.6506,0.8869,0.011486999999999997,0.006953,0.6445,0.000839,,0.047884,6.405e-05,0.00822420969990399,0.02424678512351021,-0.004926629622356065,0.03176802161041693,0.01514629434746788,,32.0073955496845,-0.003133983364114182,0.06567497088870056,-0.007160732776561971,-0.07125500783326841,0.043613082934242556,,59.347062513253206,0.04766191246155452,0.051352888093657,,
6.0,209.4459,0.9735,2733.854023,4.2402,0.0265,2.0,-12630.6123,317.0,2017-11-01 00:00:00+00:00,770143.1135,749716.3111,3898.095,770143.1135,317.0,309.0,16528.7073,1.0,6714.78898671902,292.33053872865435,-0.02010199999999998,0.001209,0.0,-0.1431,-0.013904,,0.243874,-0.40799,3.5674,0.0409,-0.0015019999999999756,0.007933,3.2375,-0.000728,,0.012651,6.405e-05,-0.008879631630083054,0.00822420969990399,0.02424678512351021,-0.0009100784977034778,0.01201889362519872,,37.81719944447373,0.04237980091370007,-0.003133983364114182,0.06567497088870056,0.027508410850497107,0.030302388997928545,,66.4611836324853,0.043535327663586476,0.050471865481404934,,
19.0,-1853.9671,0.9172,2134.214375,1.2022,0.0828,14.0,-6726.2479,483.0,2017-11-02 00:00:00+00:00,729655.4532,811963.5703,33272.285,885234.3882,327.0,450.0,39998.5329,0.8243,7059.7938605488,287.0696687458828,0.028164999999999996,0.000449,0.0,-0.1183,-0.021144,,0.206479,-0.099799,8.7703,-0.6534,-0.0019659999999999955,0.010797,5.4841,-0.000483,,0.00711,6.405e-05,-0.037635227963374256,-0.008879631630083054,0.00822420969990399,-0.009344229596939337,0.01939245231132598,,33.142624589036245,0.05292463139267558,0.04237980091370007,-0.003133983364114182,0.030754837654839603,0.03281866611701276,,72.25266734784555,0.04066261344400885,0.04921678916408528,,
6.0,-2774.422,0.9562,1989.191571,0.8354,0.0438,4.0,2511.234,380.0,2017-11-03 00:00:00+00:00,471349.697,611832.2603,15258.122,639837.2703,211.0,370.0,12746.888,0.7367,7234.73838202036,305.8432726789198,-0.03739500000000001,0.000971,0.0,0.1902,-0.013494,,0.20495,0.119201,0.8681,0.5088,-0.029331999999999997,0.007398,-8.1754,0.000278,,-0.061221,6.405e-05,-0.018160209462726725,-0.037635227963374256,-0.008879631630083054,0.007483649097275356,0.020146581047123045,,33.30358789554373,0.050103447541810106,0.05292463139267558,0.04237980091370007,-0.018448157946988876,0.03433258551732352,,74.2432417647228,0.04227426847099211,0.04784511226345328,,
5.0,-2754.7706,0.9637,2597.752713,1.1831,0.0363,4.0,-1272.4501,254.0,2017-11-04 00:00:00+00:00,299412.0326,402901.6672,6947.9656,418070.0486,135.0,245.0,8220.4158,0.7162,7390.53522652395,299.9549103522952,-0.0015290000000000026,0.001159,0.0,0.0282,-0.036268,,0.241738,-0.07484,0.45,0.6628,-0.010759000000000019,0.007023,-2.68,-0.00015,,-0.145137,6.405e-05,0.06334785541062588,-0.018160209462726725,-0.037635227963374256,-0.004926629622356065,0.03270990379389278,,52.21629703961037,0.024478346520859322,0.050103447541810106,0.05292463139267558,-0.007160732776561971,0.028377293897486253,,73.05302646028116,0.04058635824855887,0.04651502995860647,,
0.0,-2019.6292,0.9922,1371.666148,0.0,0.0078,2.0,3006.5,257.0,2017-11-05 00:00:00+00:00,322846.583,381795.1207,3006.5,384801.6207,195.0,255.0,0.0,0.839,7416.26795098255,297.5173231052644,0.036788000000000015,0.002187,0.0,0.0146,0.001344,,0.246406,1.0,-0.2871,0.729,-0.002135999999999999,0.005743,-1.3809,0.000614,,-0.06982,6.405e-05,-0.019440625420635287,0.06334785541062588,-0.018160209462726725,0.02424678512351021,0.03379328853584675,,49.548707377019305,0.02130595874162531,0.024478346520859322,0.050103447541810106,0.06567497088870056,0.02340355746411248,,73.43622505322496,0.04011685190876195,0.04492733552262087,,
12.0,-3416.9362,0.9152,3045.077917,1.8351,0.0848,6.0,-17461.4477,288.0,2017-11-06 00:00:00+00:00,672814.1204,639481.2314,20908.7842,698760.2474,262.0,270.0,38370.2319,0.9629,7103.04608116249,301.370794552855,0.004667999999999978,-0.000671,0.0,-0.0945,0.000432,,0.262102,-0.26274,-3.471,0.1121,0.03992699999999999,0.013307,-0.6008,-0.001816,,0.06431,6.405e-05,-0.008159712318813166,-0.019440625420635287,0.06334785541062588,0.00822420969990399,0.03237521186349582,,51.29955295165895,0.0034758009621577244,0.02130595874162531,0.024478346520859322,-0.003133983364114182,0.022142351964914327,,74.81247610408136,0.042428387921078,0.04357229536183994,,
9.0,-4928.0984,0.9295,3182.091994,1.0834,0.0705,9.0,-1923.6645,328.0,2017-11-07 00:00:00+00:00,558442.8257,633750.5449,23070.2772,681814.7639,204.0,310.0,24993.9417,0.8191,7166.74137167631,295.23511338265723,0.015696000000000015,0.002392,0.0,0.0682,0.018502,,0.291637,0.013717,-2.0962,0.5506,0.05715200000000001,0.014445,2.0193,9e-05,,0.040108,6.405e-05,0.01286892998787133,-0.008159712318813166,-0.019440625420635287,-0.008879631630083054,0.032688658870408324,,57.925562111341215,-0.04315224152298625,0.0034758009621577244,0.02130595874162531,0.04237980091370007,0.03355387620318076,,68.99877371522497,0.041195167799616204,0.04246653144550583,,
14.0,-30271.7458,0.7992,11947.58133,5.6165,0.2008,22.0,-190036.1447,417.0,2017-11-08 00:00:00+00:00,1239657.0676,1083994.3978,41164.8619,1356360.2664,300.0,381.0,231201.0066,0.914,7461.82443491069,308.9339866357258,0.029534999999999978,0.001261,0.0,-0.0968,0.029949,,0.29273,-0.021501,-1.4881,-0.102,0.04989899999999997,0.04735,3.8456,-0.00087,,0.011662,6.405e-05,-0.020569348777755018,0.01286892998787133,-0.008159712318813166,-0.037635227963374256,0.03337260580864722,,47.572808152577814,0.008927352808031544,-0.04315224152298625,0.0034758009621577244,0.05292463139267558,0.03247338072681321,,82.0005118662915,0.04140193719787289,0.041542710779514644,,
4.0,-30141.8521,0.9731,12189.035955,1.1939,0.0269,5.0,-5816.9915,416.0,2017-11-09 00:00:00+00:00,2449024.2823,2383207.3108,29999.99,2449024.2823,416.0,407.0,35816.9815,1.0,7186.29277509382,322.32952048358885,0.0010930000000000106,0.001153,0.0,-0.0833,-0.002819,,0.36559,-0.065282,-1.097,-0.6586,0.046324000000000004,0.01114,5.8752,-0.000257,,0.040581,6.405e-05,0.04535558516552578,-0.020569348777755018,0.01286892998787133,-0.018160209462726725,0.034149518828821265,,55.96090019885002,0.040348876269635466,0.008927352808031544,-0.04315224152298625,0.050103447541810106,0.030429577636338124,,82.56112090083631,0.04485337997927321,0.04123794071298413,,
10.0,-31238.2221,0.9454,3061.971658,1.2308,0.0546,5.0,-5163.3563,422.0,2017-11-10 00:00:00+00:00,842911.3103,864924.2349,22375.6,914838.7913,350.0,407.0,27538.9563,0.9214,6656.83969350681,301.3549333527746,0.07286000000000004,-0.000665,0.0,-0.009,-0.017659,,0.224044,-0.103444,4.8064,-0.7008,0.10348800000000002,0.01049,-2.272,-0.000382,,-0.040183,6.405e-05,0.04244675922084208,0.04535558516552578,-0.020569348777755018,0.06334785541062588,0.03412656462109344,,63.39606585365369,-0.03762451634540677,0.040348876269635466,0.008927352808031544,0.024478346520859322,0.03163754791578528,,73.87031973939415,0.045269970019966244,0.04183662164659332,,
