deposit_tx_count,net_flow_ma7,non_exchange_ratio,std_whale_tx_size_eth,deposit_withdrawal_ratio,exchange_volume_ratio,withdrawal_tx_count,whale_net_exchange_flow_eth,whale_tx_count,block_date,mega_whale_volume_eth,non_exchange_volume_eth,whale_exchange_withdrawals_eth,whale_volume_eth,mega_whale_tx_count,non_exchange_tx_count,whale_exchange_deposits_eth,mega_whale_ratio,btc_price,eth_price,whale_volume_ratio_delta_1d,net_exchange_flow_ratio,eth_burned_zscore_90d,tx_per_active_delta_1d,smart_contract_ratio_delta_1d,whale_tx_zscore_90d,whale_volume_ratio,whale_exchange_asymmetry,median_gas_delta_7d,tx_per_active_zscore_90d,whale_volume_ratio_delta_3d,exchange_flow_share,median_gas_delta_1d,whale_exchange_flow_ratio,eth_burned_delta_1d,block_fullness_delta_1d,eth_funding_rate_8h,eth_ret_lag1,eth_ret_lag2,eth_ret_lag3,eth_ret_lag7,eth_vol7,eth_vol30,eth_rsi,btc_ret_lag1,btc_ret_lag2,btc_ret_lag3,btc_ret_lag7,btc_vol7,btc_vol30,btc_rsi,eth_btc_ratio,eth_btc_ratio_ma7,eth_btc_corr_30d,vol_ratio
11.0,-62024.2314,0.7854,2330.28066,5.7729,0.2146,5.0,-45630.0064,139.0,2018-07-26 00:00:00+00:00,301713.4138,236962.9139,9560.2468,301713.4138,139.0,123.0,55190.2532,1.0,8165.34205291305,472.5201206502914,-0.009881000000000029,-0.016275,0.0,0.0589,-0.015909,-0.06652904341894762,0.685571,-0.201361,-0.2756,-0.5968,-0.049940000000000095,0.132974,-0.4715,-0.021627,,0.001101,6.405e-05,0.01483185033328384,0.015813709125702628,-0.005275764364952651,-0.045714652693777974,0.023745239728241104,0.02943291415719116,64.3611158394396,0.023276920869497158,0.047298099804751546,0.031052521393693452,-0.002517299782772968,0.02017814394372503,0.026674444903335346,89.77893823613695,0.05786899282213366,0.06068113748224283,0.8138056819762772,0.8067580261140936
12.0,-63503.9717,0.715,2995.742819,2.7821,0.285,9.0,-52198.268,149.0,2018-07-27 00:00:00+00:00,388747.0274,277969.251,29289.7543,388747.0274,149.0,128.0,81488.0222,1.0,7997.07865804229,462.7737689026112,-0.00337899999999991,-0.010659,0.0,-0.0094,0.002411,-1.0171127030669518,0.724242,-0.11004,-4.9895,-0.6289,-0.008035999999999932,0.181951,-1.6134,-0.017345,,-0.046415,6.405e-05,0.0008692626086398039,0.01483185033328384,0.015813709125702628,-0.031794389919992574,0.01613660359060538,0.02922784168156582,66.91639655936652,-0.007808282515245853,0.023276920869497158,0.047298099804751546,0.005174568373822146,0.02104330643674326,0.02679692038415741,93.2175371816902,0.057867852586046674,0.059815010393438346,0.8154617677117003,0.5520969959537874
6.0,-60690.905,0.8098,1995.533555,1.9175,0.1902,8.0,-9992.0527,110.0,2018-07-28 00:00:00+00:00,124771.1382,135265.1857,10891.0623,167039.363,58.0,96.0,20883.115,0.747,8178.047113424451,467.0662644144006,0.03867100000000001,0.007382,0.0,-0.0298,-0.010721,-0.7225388092001579,0.646179,0.004188,-5.5778,-0.7661,0.025411000000000072,0.119474,-0.1744,0.000403,,-0.070549,6.405e-05,-0.020842014822221953,0.0008692626086398039,0.01483185033328384,0.0014670075172402897,0.012642033518380304,0.02868384351602569,61.42069370301739,-0.020822310879488756,-0.007808282515245853,0.023276920869497158,-0.010911823968369153,0.02493478005666087,0.02693400664358758,87.38298153128707,0.05711220025227058,0.05928019763477431,0.8095324729623301,0.5
8.0,-46916.4535,0.7866,3041.909904,3.8875,0.2134,7.0,-26922.3627,92.0,2018-07-29 00:00:00+00:00,191817.6515,167985.3606,9323.915,213555.5533,68.0,77.0,36246.2777,0.8982,8193.998095174466,465.40096601699776,-0.0780630000000001,-0.012956,0.0,0.1009,-0.010368,-1.8387450528039917,0.706631,-0.156704,-1.8747,-0.2265,-0.042771,0.144617,-0.7587,-0.019383,,-0.005373,6.405e-05,0.009232826832118833,-0.020842014822221953,0.0008692626086398039,0.007214880616178374,0.012923913351682486,0.02870585134641264,63.7512961416602,0.022377075676608203,-0.020822310879488756,-0.007808282515245853,0.014681020403426122,0.02317932382518394,0.02693147987098016,88.16684524019766,0.05679778791882774,0.058527803261265485,0.8070306422801091,0.5
14.0,-39928.7498,0.8352,5838.734447,2.2692,0.1648,7.0,-32256.1293,147.0,2018-07-30 00:00:00+00:00,504147.7661,421061.6368,25415.0,504147.7661,147.0,126.0,57671.1293,1.0,8137.501153156314,459.5740585901577,0.06045200000000006,-0.009688,0.0,0.0155,0.008553,-2.2732359188647226,0.719473,-0.095177,-4.9612,-0.1348,0.021059999999999968,0.151167,0.8222,-0.011755,,0.070021,6.405e-05,-0.0035718148874841946,0.009232826832118833,-0.020842014822221953,-0.005275764364952651,0.01299724566143907,0.027649665495082697,60.14578805154872,0.00194856373700481,0.022377075676608203,-0.020822310879488756,0.031052521393693452,0.023766764876546418,0.026003367526373923,87.78410403764241,0.05647606678518276,0.05779677794835593,0.808597282085963,0.5
22.0,-212004.558,0.2174,60916.795337,59.401,0.7826,9.0,-1266834.0021,190.0,2018-07-31 00:00:00+00:00,1674171.5282,363953.5215,21692.0023,1674171.5282,190.0,159.0,1288526.0044,1.0,7933.184921469538,441.6650827827293,0.01284200000000002,-0.015246,0.0,-0.0219,0.009594,-0.6809648096438624,0.814957,-0.020926,-2.9428,-0.2401,-0.004769000000000023,0.936908,0.0917,-0.019259,,0.018544,6.405e-05,-0.012599225605297986,-0.0035718148874841946,0.009232826832118833,0.015813709125702628,0.013904156231759775,0.02462309790066507,49.29840416645711,-0.006918797415163647,0.00194856373700481,0.022377075676608203,0.047298099804751546,0.02353238418579573,0.02353743004918605,84.71055400922329,0.05567311075624285,0.05733534945409371,0.7940961907405413,0.5646794033737007
16.0,-217391.7836,0.769,3495.652828,8.639,0.231,4.0,-87909.6638,169.0,2018-08-01 00:00:00+00:00,480279.0416,369353.2357,11508.071,480279.0416,169.0,149.0,99417.7348,1.0,7583.200274774183,421.6037170608572,0.09548400000000001,-0.004137,0.0,0.0142,-0.021005,0.5600289400228886,0.704303,-0.095083,-2.2429,-0.1577,0.1687780000000001,0.195051,-0.1388,-0.015337,,0.028102,6.405e-05,-0.03974823733765379,-0.012599225605297986,-0.0035718148874841946,0.01483185033328384,0.018744198499629345,0.02571673419662045,33.63925936307302,-0.0254285647870501,-0.006918797415163647,0.00194856373700481,0.023276920869497158,0.01919117730617628,0.02423643538208588,74.8140076452896,0.05559707007387616,0.05702357365991188,0.7448834982075315,0.7288716505104526
16.0,-210482.2648,0.7499,6123.179177,0.9593,0.2501,9.0,2736.6251,139.0,2018-08-02 00:00:00+00:00,526349.3218,394685.9569,67199.995,526349.3218,139.0,114.0,64463.3699,1.0,7586.976454715978,415.6369482262805,-0.11065400000000003,0.02278,0.0,0.0835,0.049577,-0.024158697159914356,0.710535,0.107745,-1.7128,0.2635,-0.0023279999999999967,0.169506,0.0586,0.015033,,-0.000742,6.405e-05,-0.04648604984717422,-0.03974823733765379,-0.012599225605297986,0.0008692626086398039,0.020832380124703138,0.026844644515899352,19.349099834588642,-0.045119274065255406,-0.0254285647870501,-0.006918797415163647,-0.007808282515245853,0.021502214274554343,0.026035622428597235,54.95268303401423,0.05478294953293618,0.05677044017065434,0.7680396301331693,0.7760348665583814
15.0,-205818.327,0.7676,2971.596356,1.6252,0.2324,13.0,-19550.7036,150.0,2018-08-03 00:00:00+00:00,321759.299,271092.3169,31269.5922,353182.2049,118.0,122.0,50820.2958,0.911,7400.772717396423,409.9943979457101,0.006232000000000015,0.009646,0.0,-0.168,-0.033344,-0.8871304304910002,0.676527,0.029541,0.8313,-0.6596,-0.008938000000000001,0.160748,0.9307,0.003895,,-0.003371,6.405e-05,-0.01425365513728007,-0.04648604984717422,-0.03974823733765379,-0.020842014822221953,0.019514036894658714,0.026076215687531115,22.06668959581249,0.0004978425877462139,-0.045119274065255406,-0.0254285647870501,-0.020822310879488756,0.02197556412858753,0.025675798648377414,55.5632006352255,0.05539886355136512,0.05632957684362614,0.7934349926750656,0.7483461990226502
13.0,-207112.2739,0.7718,3951.312678,1.8174,0.2282,6.0,-19049.6812,96.0,2018-08-04 00:00:00+00:00,269049.4638,222104.2025,23305.8635,287765.6106,76.0,77.0,42355.5447,0.935,7264.642132933538,412.2872424819428,-0.03400800000000004,0.007546,0.0,0.1859,0.04334,-0.5639426435967999,0.712124,0.0019,-0.0199,0.3518,-0.13843000000000005,0.165843,-1.0256,0.000273,,-0.011826,6.405e-05,-0.013668662551059547,-0.01425365513728007,-0.04648604984717422,0.009232826832118833,0.019548090001332907,0.02608204558441428,24.009494071630215,-0.024848736950645926,0.0004978425877462139,-0.045119274065255406,0.022377075676608203,0.02234059226566965,0.026178345185375693,49.87177145342295,0.056752588074900384,0.05597686412438591,0.7869115306943292,0.749484542462964
12.0,-211803.4935,0.7149,3279.498503,14.2537,0.2851,3.0,-59760.8996,100.0,2018-08-05 00:00:00+00:00,233293.7742,172474.871,4508.9973,241253.7653,92.0,85.0,64269.8969,0.967,6995.2654215083885,406.3431776726228,0.03559699999999999,-0.060133,0.0,0.0959,0.014222,-2.0977244113942044,0.717238,-0.358938,0.5932,0.8665,0.007820999999999967,0.194253,-0.1456,-0.062251,,-0.004897,6.405e-05,0.0055768008573345105,-0.013668662551059547,-0.01425365513728007,-0.0035718148874841946,0.01875375501381939,0.02604003295247966,25.496770008410053,-0.0185653792787999,-0.024848736950645926,0.0004978425877462139,0.00194856373700481,0.016795807322224802,0.026502454877855887,48.55849073876155,0.05808831447956739,0.05592549095619017,0.7812046643960329,0.7201893733407725
17.0,-209340.8252,0.8775,2951.82937,2.0258,0.1225,8.0,-15017.4509,159.0,2018-08-06 00:00:00+00:00,347700.3328,317384.0262,14639.9646,361681.4063,145.0,134.0,29657.4155,0.9613,6994.823188575498,407.3663960542656,0.005114000000000063,0.013464,0.0,-0.2013,-0.047857,-1.9172112158212282,0.675564,0.092283,0.9312,-0.2464,0.0067030000000000145,0.118605,1.1601,0.008729,,0.02511,6.405e-05,-0.014522229145508431,0.0055768008573345105,-0.013668662551059547,-0.012599225605297986,0.01779943970364999,0.026104777130680715,21.318975113173238,-0.03778548489049016,-0.0185653792787999,-0.024848736950645926,-0.006918797415163647,0.016054400854561623,0.027504151974965335,40.303390620767175,0.05823826922739217,0.05610985189343869,0.7622397761601875,0.6818460703397642
