trade_id,entry_date,direction,regime,entry_price,confidence,position_size,reasons,mae_pct,mfe_pct,final_pct,trade_days,window_days,max_price,min_price,signal_details
1,2025-08-26,SHORT,R5,4472.71308572591,0.85,1.0,btc_breakdown|vol_expansion,-4.964468294718727,14.949726774490735,6.662693018881272,48,48,4694.759508780508,3804.054700002993,"{""date"": ""2025-08-26"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.9512075207895672, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""btc_breakdown"", ""vol_expansion""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
2,2025-08-27,SHORT,R5,4595.703844626346,0.85,1.0,vol_expansion,-2.1553970295537184,17.225852043294974,11.261893914037646,48,48,4694.759508780508,3804.054700002993,"{""date"": ""2025-08-27"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.8924242424242423, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""vol_expansion""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
3,2025-09-27,SHORT,R5,4013.678130648807,0.85,1.0,vol_expansion,-15.188344099776607,20.669823777656337,20.669823777656337,48,48,4623.289376189229,3184.0579340413674,"{""date"": ""2025-09-27"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.8775119617224881, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""vol_expansion""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
4,2025-10-15,SHORT,R5,4065.8327264951818,0.85,1.0,btc_breakdown|vol_expansion,-2.8369344387935147,32.47066518889501,29.201385615461195,48,48,4181.177735336861,2745.62979473441,"{""date"": ""2025-10-15"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.9490662139219015, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""btc_breakdown"", ""vol_expansion""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
5,2025-11-04,SHORT,R5,3468.7981262602075,0.85,1.0,btc_breakdown|low_volatility,-3.3698248383271068,20.847806796570833,12.776565136958705,48,48,3585.690547110349,2745.62979473441,"{""date"": ""2025-11-04"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.9806451612903226, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""btc_breakdown"", ""low_volatility""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
6,2025-11-19,SHORT,R5,3031.100409876064,0.85,1.0,btc_breakdown,-9.969839385807333,9.41805207810078,-6.666712177344891,48,48,3333.2962523632555,2745.62979473441,"{""date"": ""2025-11-19"", ""regime"": ""R5"", ""direction"": ""SHORT"", ""model_probability"": 0.9490662139219015, ""adjusted_confidence"": 0.85, ""position_size"": 1.0, ""reasons"": [""btc_breakdown""], ""action"": ""ENTER"", ""engine"": ""core_trend""}"
