block_date,block_fullness_delta_1d,eth_burned_delta_1d,eth_burned_zscore_90d,exchange_flow_share,median_gas_delta_1d,median_gas_delta_7d,net_exchange_flow_ratio,smart_contract_ratio_delta_1d,tx_per_active_delta_1d,tx_per_active_zscore_90d,whale_exchange_asymmetry,whale_exchange_flow_ratio,whale_tx_zscore_90d,whale_volume_ratio,whale_volume_ratio_delta_1d,whale_volume_ratio_delta_3d
2023-09-29,0.000439,-194.3004,-1.4107,0.336077,-1.2097,-0.5514,0.013182,0.002382,-0.001,-0.4441,0.046709,0.014897,0.4335,0.840845,0.027467,0.049072
2023-09-30,6.7e-05,-151.8562,-1.5704,0.323264,-0.8734,0.1867,-0.071889,0.001709,0.1102,0.1185,-0.226985,-0.069919,-0.4436,0.830626,-0.010218,0.05199
2023-10-01,0.001004,-38.9957,-1.5772,0.264768,-0.486,-0.0867,-0.010387,-0.004247,-0.0211,0.0093,-0.031587,-0.00785,-0.9089,0.831427,0.000801,0.01805
2023-10-02,-0.001526,882.6486,-0.5093,0.283776,7.2035,3.0587,-0.013215,-0.002448,0.1575,0.8046,-0.036718,-0.009827,-0.0913,0.863992,0.032565,0.023147
2023-10-03,0.000455,-501.5797,-1.1427,0.263179,-4.27,-3.472,-0.052175,0.00359,-0.0929,0.3212,-0.201682,-0.049618,-0.3414,0.824644,-0.039347,-0.005982
2023-10-04,-0.000128,-209.3316,-1.4128,0.38698,-1.5187,-1.7193,0.052646,4.2e-05,-0.079,-0.0735,0.146286,0.054413,-0.3636,0.844383,0.019739,0.012956
2023-10-05,0.000911,-68.4466,-1.4743,0.265022,-0.8466,-2.0009,-0.013229,-0.000175,-0.0188,-0.1555,-0.044533,-0.011001,-0.7134,0.815485,-0.028899,-0.048507
2023-10-06,-0.000185,-84.7074,-1.5494,0.275752,-0.4239,-1.2151,0.000343,0.002424,-0.0387,-0.3451,0.010348,0.002669,-0.5472,0.817192,0.001708,-0.007452
2023-10-07,0.000144,-202.0692,-1.7686,0.272417,-1.5257,-1.8674,0.009225,-0.018139,-0.0454,-0.5711,0.044843,0.011439,0.1217,0.790582,-0.026611,-0.053802
2023-10-08,0.000472,17.1928,-1.6959,0.373711,0.0402,-1.3412,-0.03071,0.02491,0.1401,0.1535,-0.078796,-0.028095,-1.2945,0.822542,0.03196,0.007057
2023-10-09,-0.001095,203.2268,-1.4008,0.322622,1.671,-6.8736,-0.035121,0.004791,0.0078,0.1868,-0.105944,-0.031936,-0.72,0.813304,-0.009238,-0.003888
2023-10-10,0.000373,-67.4083,-1.4501,0.420938,-0.3521,-2.9557,-0.048925,-0.017306,0.0351,0.369,-0.113973,-0.046026,0.5629,0.845657,0.032353,0.055075
2023-10-11,-0.000512,39.7425,-1.3754,0.385272,0.1134,-1.3236,0.022688,-0.014197,-0.1259,-0.2852,0.068114,0.02516,-0.3973,0.853589,0.007932,0.031047
2023-10-12,0.000265,51.2059,-1.2795,0.290608,-0.1583,-0.6354,-0.023432,0.014743,0.0344,-0.1128,-0.077721,-0.021081,-0.4105,0.803076,-0.050513,-0.010228
2023-10-13,0.000456,-25.6126,-1.2934,0.239719,-0.3035,-0.5149,-0.005108,-0.018622,0.0569,0.1785,-0.018844,-0.004203,-0.4525,0.824618,0.021542,-0.021038
2023-10-14,0.00148,-287.0075,-1.615,0.308333,-1.7007,-0.6899,-0.011273,0.031499,-0.01,0.1318,-0.033369,-0.009505,-1.3836,0.72991,-0.094708,-0.123679
2023-10-15,-0.000474,40.9729,-1.5232,0.276897,0.3134,-0.4167,-0.032033,-0.009552,-0.0822,-0.289,-0.117828,-0.029918,-1.0638,0.736754,0.006844,-0.066321
2023-10-16,-0.001951,588.9625,-0.7859,0.319864,3.6684,1.5806,-0.007894,0.000332,0.1145,0.3212,-0.01724,-0.005199,-0.1186,0.830963,0.094208,0.006345
2023-10-17,2.8e-05,-259.1801,-1.0813,0.274356,-1.0407,0.892,0.019146,-0.000606,-0.0289,0.1657,0.083993,0.021443,-0.9419,0.81592,-0.015043,0.086009
2023-10-18,-0.000107,81.9282,-0.9588,0.200332,0.3619,1.1405,0.002504,-0.004397,0.0746,0.5695,0.026322,0.004833,-0.5758,0.84146,0.02554,0.104705
2023-10-19,-0.000217,-27.6735,-0.9724,0.279768,0.3553,1.6541,-0.022873,0.014326,0.0696,0.9344,-0.080448,-0.020815,-0.3878,0.798681,-0.042779,-0.032282
2023-10-20,-0.000151,421.9225,-0.4396,0.348067,3.7743,5.7318,0.027031,-0.055123,-0.1692,0.0373,0.0872,0.029119,0.8952,0.862923,0.064242,0.047003
2023-10-21,0.000491,-520.1727,-1.0642,0.275437,-4.9356,2.4969,0.00434,0.006978,0.112,0.6379,0.025864,0.006662,-0.6664,0.811499,-0.051424,-0.02996
2023-10-22,0.00028,-13.0762,-1.0632,0.310116,-0.0266,2.1568,-0.008215,0.002127,-0.0411,0.4238,-0.019252,-0.005558,-0.8992,0.77363,-0.03787,-0.025051
2023-10-23,0.000181,1354.6875,0.6594,0.36995,9.0842,7.5727,-0.040543,0.006226,0.037,0.6324,-0.104965,-0.036643,1.4441,0.839975,0.066345,-0.022948
2023-10-24,-0.001225,616.3313,1.4411,0.392621,8.7059,17.3193,-0.021315,-0.005348,-0.0474,0.3821,-0.047903,-0.017624,0.1806,0.84066,0.000685,0.029161
2023-10-25,0.000232,-193.6529,1.2189,0.338077,-4.5738,12.3836,0.027507,-0.004256,0.0547,0.6798,0.094292,0.029954,0.0298,0.8286,-0.01206,0.05497
2023-10-26,-0.000236,-33.3109,1.2412,0.254068,1.6228,13.6511,0.007511,-0.011407,0.0014,0.6831,0.039905,0.009397,0.3214,0.833258,0.004658,-0.006718
2023-10-27,0.000154,-637.0668,0.3928,0.307858,-4.8442,5.0326,0.017392,0.008484,0.0347,0.8645,0.06521,0.018815,-0.0784,0.823585,-0.009673,-0.017076
2023-10-28,-0.000115,-524.4439,-0.3026,0.262129,-4.5012,5.467,-0.044149,-0.003236,-0.0304,0.6895,-0.173278,-0.041948,-0.064,0.797337,-0.026247,-0.031263
2023-10-29,0.000424,28.1767,-0.2512,0.210196,0.0821,5.5757,-0.068644,-0.034362,0.1866,1.6487,-0.357797,-0.066779,-0.5563,0.77117,-0.026168,-0.062088
2023-10-30,0.000174,846.5522,0.8962,0.372503,9.3402,5.8318,-0.019431,0.022727,-0.1267,0.9747,-0.046381,-0.016364,1.6131,0.837845,0.066676,0.014261
2023-10-31,-0.000635,253.8451,1.2374,0.280452,1.9242,-0.95,-0.014673,0.015097,-0.0222,0.851,-0.04001,-0.010285,0.3298,0.808255,-0.029591,0.010918
2023-11-01,0.000338,198.5398,1.4879,0.325982,-0.6179,3.006,-0.032262,-0.010463,0.0235,0.9607,-0.092172,-0.028342,0.4013,0.855285,0.04703,0.084116
2023-11-02,-0.000238,-28.5466,1.4241,0.347983,1.734,3.1173,0.007036,0.031714,-0.0598,0.6309,0.02909,0.009603,-0.0327,0.854143,-0.001142,0.016298
2023-11-03,-0.000193,-405.1346,0.8724,0.276923,-4.3596,3.602,-0.010516,-0.015207,0.0804,1.1004,-0.034017,-0.008773,-0.3046,0.842579,-0.011564,0.034324
2023-11-04,0.000352,-616.1644,0.0544,0.236424,-5.5211,2.5821,-0.021417,-0.00269,0.0291,1.2532,-0.086045,-0.018365,-0.6617,0.774048,-0.068531,-0.081237
2023-11-05,-0.000112,293.3323,0.4508,0.341305,3.7723,6.2723,-0.025355,-0.009782,0.0454,1.4906,-0.067265,-0.021493,-0.6361,0.811013,0.036965,-0.04313
2023-11-06,0.000155,1179.7462,1.978,0.295368,11.0078,7.9398,0.032771,-0.010203,0.0002,1.4885,0.128873,0.035625,-0.2579,0.849966,0.038953,0.007387
2023-11-07,-0.000116,-242.2085,1.6326,0.431164,-3.4045,2.6111,-0.026769,0.039864,-0.1787,0.513,-0.056284,-0.023324,-0.2153,0.865731,0.015764,0.091682
2023-11-08,-4.6e-05,448.1215,2.1473,0.243506,3.0566,6.2855,-0.026738,-0.011724,0.0486,0.7678,-0.110333,-0.024893,0.1303,0.851146,-0.014585,0.040133
2023-11-09,0.000155,1928.891,4.0877,0.352263,10.7724,15.3239,-0.012546,-0.006294,-0.1119,0.1633,-0.023882,-0.007752,0.7234,0.828058,-0.023088,-0.021908
2023-11-10,3e-06,-1165.6546,2.6193,0.442467,-2.3065,17.377,-0.022902,-0.00882,-0.0452,-0.0745,-0.049406,-0.020913,0.6149,0.865522,0.037464,-0.000209
2023-11-11,0.000348,-1053.9077,1.4305,0.363329,-8.9017,13.9963,0.041212,-0.010359,0.1999,0.9866,0.134045,0.045404,-0.3623,0.806761,-0.058761,-0.044385
2023-11-12,-9.4e-05,-154.5679,1.2446,0.330813,-1.0308,9.1932,0.066995,-0.005697,0.0395,1.1749,0.220498,0.069216,-0.4002,0.8514,0.044639,0.023342
2023-11-13,-0.000713,1998.3327,3.1811,0.365999,12.1082,10.2937,-0.000951,-0.003559,0.1393,1.8565,0.010278,0.003527,0.1699,0.831612,-0.019788,-0.03391
2023-11-14,0.000386,-1077.9508,2.0503,0.362893,-5.7249,7.9732,0.081268,0.023824,-0.1153,1.248,0.24531,0.083609,-0.0526,0.832102,0.00049,0.025341
2023-11-15,-0.000173,-228.8838,1.8431,0.375888,-1.8782,3.0384,-0.060959,-0.008362,-0.0724,0.8647,-0.162845,-0.057832,0.141,0.845344,0.013242,-0.006056
2023-11-16,0.000246,46.8363,1.8484,0.344839,-0.0846,-7.8186,-0.009452,-0.003024,-0.0263,0.7164,-0.02382,-0.00767,1.1304,0.828232,-0.017112,-0.00338
2023-11-17,0.000125,-727.4942,1.1015,0.320925,-6.1045,-11.6166,-0.041274,-0.002353,0.0595,1.0011,-0.128387,-0.038597,0.1844,0.835152,0.00692,0.00305
2023-11-18,-7.8e-05,-649.9522,0.4502,0.340125,-5.8159,-8.5308,0.003405,-0.051201,0.2958,2.4178,0.015532,0.005007,-0.8665,0.837592,0.00244,-0.007752
2023-11-19,0.000197,-162.2229,0.2928,0.320033,-2.4822,-9.9822,0.05695,0.075662,-0.4285,0.2757,0.196388,0.059138,-0.6879,0.820591,-0.017001,-0.007641
2023-11-20,0.00014,2074.2449,2.291,0.339629,15.2544,-6.836,-0.045423,-0.050146,0.0089,0.3245,-0.134027,-0.042621,-0.0933,0.826597,0.006006,-0.008555
2023-11-21,-0.000179,60.992,2.2639,0.395648,3.4914,2.3803,-0.014971,0.097756,0.0496,0.5739,-0.04631,-0.016903,0.3762,0.780321,-0.046276,-0.05727
2023-11-22,-5.7e-05,-107.74,2.0873,0.305613,-0.675,3.5836,0.021259,-0.054823,-0.0383,0.3836,0.069207,0.019513,0.8617,0.836032,0.055711,0.015441
2023-11-23,-8.9e-05,-695.0152,1.4214,0.411719,-4.218,-0.5499,0.003599,-0.021067,-0.0023,0.377,0.007703,0.003019,0.7038,0.838199,0.002167,0.011601
2023-11-24,0.000245,-464.4752,0.9778,0.336666,-2.7758,2.7789,0.013397,0.029599,-0.0623,0.0512,0.043214,0.013703,0.2202,0.837812,-0.000387,0.057491
2023-11-25,9.2e-05,-656.7994,0.3722,0.207173,-7.914,0.6808,0.025925,0.022951,0.0195,0.1411,0.136863,0.024518,-0.8017,0.751829,-0.085983,-0.084203
2023-11-26,-3.5e-05,192.83,0.5501,0.318827,2.7106,5.8736,-0.009384,-0.007821,0.0566,0.4425,-0.030453,-0.00891,-0.316,0.760646,0.008817,-0.077553
2023-11-27,-0.000426,861.4055,1.3313,0.30269,8.0888,-1.2919,-0.051969,-0.021835,0.1564,1.2267,-0.181925,-0.05156,-0.0956,0.838592,0.077946,0.00078
2023-11-28,-6.3e-05,792.569,1.9887,0.293163,3.2175,-1.5658,-0.051227,-0.042938,0.1155,1.759,-0.185139,-0.050252,-0.0541,0.819626,-0.018966,0.067797
2023-11-29,0.000192,-199.3541,1.7638,0.289708,-0.4643,-1.3551,-0.017056,-0.00095,-0.0253,1.5905,-0.055046,-0.014531,0.1281,0.798263,-0.021363,0.037617
2023-11-30,0.000106,754.1028,2.3198,0.234758,5.2177,8.0805,0.004057,0.015994,-0.1315,0.922,0.023948,0.005179,0.7708,0.843157,0.044894,0.004565
2023-12-01,-0.000538,-103.3159,2.1472,0.291381,-3.0669,7.7894,-0.058167,-0.002687,-0.1032,0.3967,-0.203119,-0.055552,0.5129,0.855235,0.012078,0.035609
2023-12-02,0.000555,-1054.2244,1.2473,0.28912,-3.8183,11.8851,-0.011055,-0.051434,0.4148,2.4126,-0.024413,-0.006368,-0.1351,0.75233,-0.102904,-0.045932
2023-12-03,0.000308,-135.9671,1.1122,0.360819,-1.3294,7.8451,0.0068,0.083358,-0.4955,-0.0561,0.03447,0.011491,-0.026,0.778349,0.026019,-0.064808
2023-12-04,-0.000468,1531.9115,2.2637,0.286795,14.4764,14.2326,-0.019576,-0.008993,-0.0328,-0.222,-0.055302,-0.014473,1.457,0.828007,0.049658,-0.027227
2023-12-05,0.0002,1008.1983,2.8803,0.313699,7.7617,18.7768,-0.044069,-0.012325,0.1753,0.6396,-0.137897,-0.039816,0.4475,0.811628,-0.016379,0.059298
2023-12-06,0.000407,1.485,2.7251,0.317248,2.982,22.2231,-0.047854,0.013713,-0.1352,-0.0386,-0.148956,-0.043662,0.6612,0.829261,0.017632,0.050912
2023-12-07,-0.000451,-756.951,2.0984,0.315035,-10.6647,6.3407,-0.008604,-0.006236,-0.0584,-0.3277,-0.015261,-0.004422,0.8169,0.811309,-0.017952,-0.016699
2023-12-08,4.6e-05,-749.9212,1.5297,0.337322,-5.2039,4.2037,0.017718,-0.000246,-0.0535,-0.5914,0.068743,0.021543,1.2033,0.816938,0.00563,0.00531
2023-12-09,0.000118,-889.0211,0.8905,0.339636,-8.7563,-0.7344,-0.067038,0.009211,-0.0026,-0.5995,-0.202024,-0.062936,0.5812,0.769731,-0.047207,-0.059529
2023-12-10,0.000189,-328.0001,0.6521,0.3098,-6.4788,-5.8838,0.015254,-0.01076,0.0812,-0.2099,0.064321,0.018279,-0.2829,0.767724,-0.002007,-0.043585
2023-12-11,0.000586,613.0683,1.0554,0.34027,10.7725,-9.5876,-0.020222,0.040518,0.0462,-0.0049,-0.051397,-0.016313,-0.0145,0.832305,0.064581,0.015367
2023-12-12,-1e-06,643.6317,1.4633,0.301424,6.0207,-11.3286,-0.046329,-0.006841,-0.0328,-0.3116,-0.162425,-0.044978,0.2445,0.809372,-0.022934,0.03964
2023-12-13,-9.2e-05,510.0575,1.7575,0.326787,6.1262,-8.1844,-0.065024,-0.036131,0.1239,0.5077,-0.204368,-0.062141,-0.4281,0.819706,0.010335,0.051982
2023-12-14,-0.000603,-251.282,1.5463,0.296524,-3.4948,-1.0145,0.006823,-0.004241,-0.0403,0.2229,0.041904,0.01122,0.6038,0.779513,-0.040193,-0.052792
2023-12-15,0.000315,1234.333,2.2709,0.263693,1.6319,5.8214,-0.028248,-0.00516,0.0583,0.6077,-0.10229,-0.024478,0.7874,0.814469,0.034955,0.005097
2023-12-16,0.000972,-570.9703,1.8436,0.275852,0.0508,14.6285,-0.023322,0.029076,-0.0113,0.5145,-0.082004,-0.020125,-0.3819,0.756196,-0.058273,-0.06351
2023-12-17,-0.001057,-1283.1563,1.0027,0.400406,-12.1133,8.994,0.054918,0.003442,-0.0762,-0.0223,0.152275,0.057729,-0.7149,0.826436,0.07024,0.046922
2023-12-18,-0.000266,2077.8345,2.2323,0.43072,17.944,16.1656,0.130584,0.000702,0.0314,0.1859,0.323013,0.132438,0.8475,0.846079,0.019644,0.03161
2023-12-19,0.000255,-503.9634,1.8583,0.253584,-1.2365,8.9084,-0.042766,-0.005065,-0.1382,-0.7788,-0.184806,-0.042556,2.7751,0.808931,-0.037148,0.052735
2023-12-20,0.000132,50.4239,1.8294,0.294911,4.1527,6.9348,-0.074067,0.022115,-0.0536,-1.2893,-0.261099,-0.071413,3.916,0.829484,0.020554,0.003049
2023-12-21,-0.001176,-1465.9552,0.9309,0.317252,-17.8324,-7.4028,-0.064473,-0.023241,-0.0718,-1.8173,-0.19814,-0.058138,2.6326,0.818073,-0.011411,-0.028006
2023-12-22,0.000234,-840.5914,0.4119,0.597109,-6.5715,-15.6062,-0.138642,-0.006943,-0.0306,-2.0531,-0.233163,-0.135329,2.4227,0.865898,0.047824,0.056967
2023-12-23,0.000396,-1196.8436,-0.3237,0.341431,-10.343,-26.0001,0.001808,0.014251,0.1174,-1.1698,0.013066,0.004149,0.476,0.799191,-0.066707,-0.030294
2023-12-24,-9.7e-05,-76.9639,-0.3783,0.320877,-0.8198,-14.7066,0.007062,0.025197,0.0146,-1.052,0.038384,0.011213,0.2039,0.772059,-0.027131,-0.046014
2023-12-25,-1.7e-05,48.4728,-0.3549,0.299891,-3.2824,-35.933,-0.023139,-0.028358,-0.0157,-1.1623,-0.074798,-0.02046,-0.0191,0.769339,-0.00272,-0.096558
2023-12-26,-2.4e-05,-338.6565,-0.5694,0.356145,-0.4461,-35.1426,0.050373,0.021215,-0.0363,-1.4187,0.156031,0.052851,0.1155,0.864004,0.094665,0.064813
2023-12-27,3.2e-05,949.506,0.0033,0.36761,9.6792,-29.6161,-0.039936,-0.0284,0.0004,-1.4135,-0.107362,-0.037074,1.1394,0.832047,-0.031957,0.059988
2023-12-28,-0.000165,259.8603,0.1505,0.348812,1.5292,-10.2544,-0.021295,0.00446,-0.0897,-2.0467,-0.060555,-0.019827,1.876,0.840577,0.00853,0.071237
2023-12-29,-0.000292,-657.8717,-0.2739,0.294698,-6.0643,-9.7472,-0.019089,0.012622,0.1742,-0.7597,-0.062218,-0.017202,0.7595,0.855193,0.014617,-0.008811
2023-12-30,0.000496,-489.968,-0.5958,0.247844,-6.5578,-5.962,0.004546,-0.013379,-0.1065,-1.5168,0.02624,0.005936,0.1464,0.813328,-0.041866,-0.018719
2023-12-31,0.000262,-551.422,-0.9429,0.355367,-2.1777,-7.3198,0.029471,0.011918,0.0616,-1.0466,0.094286,0.031338,0.297,0.805564,-0.007764,-0.035013
2024-01-01,0.000181,-206.4584,-1.0748,0.283955,-2.3578,-6.3952,-0.040791,-0.027095,-0.2589,-2.7624,-0.140926,-0.037235,1.2003,0.837144,0.03158,-0.018049
2024-01-02,-0.000728,719.9277,-0.6293,0.27407,7.5419,1.5927,-0.036287,0.033037,0.1796,-1.4954,-0.123241,-0.031173,0.2741,0.845614,0.008471,0.032287
2024-01-03,0.000851,1639.2712,0.402,0.30824,7.5006,-0.5859,-0.033998,0.006684,0.1326,-0.5902,-0.109339,-0.031123,0.727,0.830546,-0.015069,0.024981
2024-01-04,-0.00123,-1262.789,-0.4268,0.263844,-4.6395,-6.7547,-0.036735,0.006962,0.011,-0.5237,-0.14054,-0.034259,0.3918,0.833695,0.00315,-0.003448
2024-01-05,0.000842,-328.9129,-0.6584,0.285209,-4.1437,-4.834,-0.035727,-0.009177,-0.0716,-1.0268,-0.12593,-0.033705,-0.3244,0.853735,0.02004,0.008121
2024-01-06,0.001041,-209.4424,-0.8132,0.286149,-1.0497,0.6741,-0.037734,-0.011128,-0.0888,-1.6058,-0.131524,-0.034268,-0.885,0.757658,-0.096078,-0.072888
2024-01-07,0.000869,1288.4113,0.0274,0.299917,14.1275,16.9792,0.001664,0.050169,-0.1886,-2.7428,0.008005,0.00219,1.7073,0.728741,-0.028917,-0.104954
2024-01-08,-0.001679,-575.5572,-0.3779,0.32296,-5.9942,13.3428,-0.017501,-0.035682,0.2133,-1.3207,-0.044112,-0.013251,0.4697,0.838716,0.109975,-0.01502
2024-01-09,0.000156,-343.3148,-0.6295,0.325296,-6.3951,-0.5941,-0.029433,-0.014154,-0.0006,-1.3126,-0.085721,-0.026089,0.7442,0.833259,-0.005457,0.075601
2024-01-10,0.000502,1880.2643,0.6501,0.354637,13.7108,5.6161,-0.03067,-0.021634,-0.3068,-3.0848,-0.083078,-0.027501,2.737,0.84277,0.009511,0.114029
2024-01-11,-0.001563,-690.5627,0.1511,0.334476,-3.3147,6.9409,-0.026865,0.020667,0.1066,-2.3355,-0.079843,-0.024764,1.5645,0.83823,-0.00454,-0.000486
2024-01-12,0.000697,-807.0607,-0.4439,0.48638,-6.4186,4.666,-0.00068,-0.005912,0.0791,-1.8163,0.005435,0.002535,2.6208,0.854847,0.016618,0.021589
2024-01-13,-0.000209,-789.9342,-1.0371,0.353577,-5.2817,0.434,0.015316,0.010363,0.5638,1.4153,0.051554,0.017133,-0.3616,0.810175,-0.044673,-0.032595
2024-01-14,0.000246,1547.788,0.0779,0.326052,21.2052,7.5117,-0.04045,-0.232111,2.9647,8.3434,-0.126909,-0.03833,-2.6612,0.808194,-0.001981,-0.030035
2024-01-15,6.6e-05,-969.1952,-0.6603,0.317119,-16.0604,-2.5545,0.000793,0.280312,-3.168,0.0162,0.005248,0.001565,-0.1433,0.834342,0.026147,-0.020506
2024-01-16,-0.000411,1095.6244,0.1439,0.326715,9.8441,13.6847,-0.008807,-0.018608,0.3816,1.0019,-0.023178,-0.007057,0.356,0.814851,-0.019491,0.004676
2024-01-17,0.000632,350.4829,0.3938,0.300186,3.0104,2.9843,-0.012795,0.017092,-0.2082,0.4541,-0.039193,-0.010905,0.2626,0.818344,0.003493,0.01015
2024-01-18,-0.000703,-199.1003,0.2232,0.318952,-1.5843,4.7147,0.041017,-0.011939,-0.1568,0.0411,0.145779,0.04336,1.4966,0.834303,0.01596,-3.8e-05
2024-01-19,-0.000197,-513.1848,-0.2029,0.26103,-6.3925,4.7408,-0.036889,-0.028116,-0.1803,-0.4246,-0.147569,-0.034847,1.9305,0.800999,-0.033305,-0.013852
2024-01-20,0.000635,-1386.8736,-1.338,0.307578,-11.0414,-1.0189,-0.06241,-0.024478,-0.0819,-0.631,-0.211558,-0.060037,-0.6516,0.759989,-0.041009,-0.058355
2024-01-21,0.000266,-346.4239,-1.5952,0.242059,-3.0862,-25.3103,-0.065724,-0.002623,0.0362,-0.53,-0.283515,-0.063213,0.8651,0.805431,0.045442,-0.028872
2024-01-22,-5.2e-05,532.9268,-1.1509,0.29163,3.335,-5.9149,-0.01104,0.024357,0.0246,-0.4616,-0.030759,-0.008414,0.0816,0.855272,0.049841,0.054273
2024-01-23,-2.5e-05,-296.4422,-1.3656,0.305982,-1.5271,-17.286,-0.012102,0.021118,-0.0494,-0.5818,-0.042505,-0.012379,-1.8674,0.884549,0.029277,0.12456
2024-01-24,-0.000148,-308.2213,-1.5776,0.292919,-2.7986,-23.095,0.052062,-0.005041,0.0112,-0.5454,0.19143,0.052086,-0.3336,0.829086,-0.055463,0.023655
2024-01-25,0.000241,1286.2754,-0.5808,0.169255,12.8331,-8.6776,-0.051481,0.007397,-0.0659,-0.7046,-0.320202,-0.051303,0.8578,0.926029,0.096943,0.070757
2024-01-26,-0.000634,-530.1757,-1.008,0.248107,-5.1851,-7.4702,-0.014453,0.008373,-0.0367,-0.7868,-0.060859,-0.013891,3.0309,0.836439,-0.08959,-0.04811
2024-01-27,0.00021,-675.7342,-1.5377,0.324949,-7.3145,-3.7434,-0.094388,0.002957,-0.17,-1.1963,-0.312839,-0.094962,0.4435,0.764485,-0.071955,-0.064602
2024-01-28,0.000385,-109.4817,-1.5964,0.307852,-0.4277,-1.0848,0.039778,-0.01924,0.1419,-0.819,0.13369,0.037632,0.9694,0.730564,-0.03392,-0.195465
2024-01-29,0.000549,202.5524,-1.4151,0.227635,1.5629,-2.857,-0.048497,-0.006372,0.0051,-0.7923,-0.220544,-0.04652,-0.2378,0.854806,0.124242,0.018367
2024-01-30,-0.001222,1362.0075,-0.3647,0.245758,11.3155,9.9856,0.012736,-0.000918,0.0692,-0.6058,0.073808,0.016762,1.0159,0.836393,-0.018413,0.071909
2024-01-31,0.000602,-203.042,-0.5199,0.268225,-0.8357,11.9485,-0.026332,0.006082,0.0687,-0.4251,-0.096843,-0.024422,4.0656,0.868389,0.031996,0.137825
2024-02-01,0.000505,314.0994,-0.2833,0.284198,1.8308,0.9462,0.024013,-0.001964,0.01,-0.3915,0.091421,0.024084,0.6601,0.819742,-0.048647,-0.035065
2024-02-02,0.000538,-697.4481,-0.8305,0.274018,-4.7581,1.3732,-0.045936,0.011842,-0.057,-0.5249,-0.183641,-0.046556,0.2208,0.808644,-0.011097,-0.027749
2024-02-03,0.000488,-307.3294,-1.0673,0.224978,-4.3083,4.3794,-0.04327,-0.009884,0.0251,-0.4505,-0.214097,-0.042002,-0.258,0.714786,-0.093858,-0.153603
2024-02-04,8.4e-05,-252.556,-1.2391,0.355383,-1.3804,3.4267,0.043621,-0.001254,-0.1233,-0.7467,0.133539,0.044494,-0.311,0.78325,0.068464,-0.036491
2024-02-05,-0.000372,344.2526,-0.9615,0.216957,2.0821,3.9459,0.007259,0.006417,-0.0254,-0.7978,0.03941,0.008009,0.5272,0.871592,0.088342,0.062948
2024-02-06,-0.000414,1787.0226,0.4024,0.378062,13.2405,5.8709,-0.017594,-0.043063,0.103,-0.5291,-0.048022,-0.017214,-0.1382,0.834249,-0.037343,0.119463
2024-02-07,0.000337,446.7032,0.7615,0.485205,2.5215,9.2281,0.043044,-0.017078,0.1212,-0.222,0.093243,0.043504,1.9651,0.849479,0.015231,0.066229
2024-02-08,-0.000252,1712.1943,2.0267,0.246984,22.4379,29.8352,-0.000698,0.013906,0.0645,-0.0606,-0.000466,-0.000105,1.1153,0.819723,-0.029756,-0.051869
2024-02-09,-0.001234,1198.2004,2.7706,0.322586,9.103,43.6962,-0.052232,-0.000588,-0.1434,-0.4122,-0.167508,-0.050984,1.0904,0.848402,0.028679,0.014153
2024-02-10,0.001676,-3395.4592,0.3083,0.211019,-31.1666,16.838,-0.018043,-0.024446,-0.0221,-0.4574,-0.079964,-0.014831,-0.8743,0.770103,-0.078299,-0.079377
2024-02-11,0.000386,-818.8131,-0.2696,0.220102,-8.0418,10.1766,-0.037446,0.011575,-0.0028,-0.4511,-0.182989,-0.034687,-0.8134,0.735102,-0.035001,-0.084621
2024-02-12,0.000633,1350.561,0.7098,0.236971,3.5007,11.5952,-0.034374,0.015018,0.052,-0.3106,-0.139804,-0.029875,1.3086,0.817723,0.082621,-0.030679
2024-02-13,-0.000914,-1058.8327,-0.0569,0.331367,0.6685,-0.9768,0.001605,-0.01396,-0.1493,-0.6743,0.01695,0.005246,1.3681,0.828947,0.011223,0.058844
2024-02-14,0.000306,-470.2089,-0.3912,0.388772,-5.2212,-8.7195,-0.179108,0.022263,-0.027,-0.7286,-0.473211,-0.176137,0.4971,0.869857,0.040911,0.134755
2024-02-15,-0.001032,933.5086,0.2817,0.2889,5.4415,-25.7159,-0.012204,-0.015806,0.0844,-0.5051,-0.036842,-0.009687,0.817,0.813231,-0.056626,-0.004492
2024-02-16,-0.000153,-830.671,-0.3274,0.351458,-4.3262,-39.1452,0.023848,0.019178,0.0511,-0.3616,0.08149,0.026602,0.9632,0.81105,-0.002181,-0.017897
2024-02-17,0.00089,-815.5216,-0.9201,0.333404,-6.8367,-14.8153,-0.001184,0.022822,0.0146,-0.3186,0.006896,0.002122,-0.1658,0.766098,-0.044952,-0.10376
2024-02-18,0.000285,274.689,-0.7044,0.344992,2.918,-3.8555,0.031529,-0.007846,0.0142,-0.2769,0.109076,0.035118,-0.1198,0.78888,0.022782,-0.024352
2024-02-19,-0.000999,1202.7157,0.1779,0.360393,12.3288,4.9726,0.026541,-0.012744,-0.0522,-0.4005,0.090845,0.030793,0.6203,0.837994,0.049114,0.026944
2024-02-20,0.000318,405.6185,0.4767,0.311039,2.4271,6.7313,-0.020214,0.003481,-0.0089,-0.4151,-0.05774,-0.016742,2.1156,0.847372,0.009378,0.081274
2024-02-21,-0.000415,278.4559,0.6727,0.305667,0.6041,12.5567,0.016366,-0.013151,0.0535,-0.2735,0.067779,0.019113,0.8361,0.829562,-0.01781,0.040683
