block_date,block_fullness_delta_1d,eth_burned_delta_1d,eth_burned_zscore_90d,exchange_flow_share,median_gas_delta_1d,median_gas_delta_7d,net_exchange_flow_ratio,smart_contract_ratio_delta_1d,tx_per_active_delta_1d,tx_per_active_zscore_90d,whale_exchange_asymmetry,whale_exchange_flow_ratio,whale_tx_zscore_90d,whale_volume_ratio,whale_volume_ratio_delta_1d,whale_volume_ratio_delta_3d
2023-05-07,0.000752,-2722.3416,3.2617,0.234019,-21.8004,69.6718,0.028963,-0.012767,-0.0057,2.6868,0.148426,0.030327,0.8071,0.719962,-0.107331,-0.126383
2023-05-08,-0.000437,-180.8729,2.9851,0.352059,-7.9461,32.8217,0.049603,0.013147,-0.174,1.6585,0.157238,0.051969,1.4139,0.802655,0.082693,-0.004045
2023-05-09,0.000501,-1765.7561,2.1916,0.385457,-16.4362,-1.0499,0.031652,-0.006769,-0.0489,1.3627,0.092353,0.033783,1.1469,0.811662,0.009007,-0.01563
2023-05-10,-1.5e-05,296.6961,2.2156,0.213337,1.0751,10.9287,0.024878,0.000409,0.0562,1.6463,0.13484,0.026495,2.0647,0.846684,0.035021,0.126722
2023-05-11,-0.000218,355.7446,2.2534,0.195359,8.174,17.1215,-0.024704,-0.003455,0.0963,2.1019,-0.129573,-0.022524,-1.5033,0.727167,-0.119517,-0.075488
2023-05-12,0.000452,-3447.4672,0.9683,0.303864,-29.752,-75.3767,-0.003226,-0.003481,-0.2749,0.6099,-0.00364,-0.001047,1.1932,0.852647,0.12548,0.040985
2023-05-13,0.000918,-2376.7321,0.0882,0.237537,-23.6377,-90.3233,-0.010292,0.012232,-0.1759,-0.3335,-0.038153,-0.008115,0.265,0.760911,-0.091736,-0.085772
2023-05-14,0.000367,-151.6632,0.0255,0.350392,-1.0496,-69.5725,-0.099296,0.01386,-0.0111,-0.3903,-0.300149,-0.09808,-0.1904,0.762574,0.001663,0.035407
2023-05-15,-0.001016,1773.4039,0.6759,0.272646,9.7323,-51.8941,-0.028968,-0.009812,0.1492,0.4065,-0.107946,-0.027641,0.3479,0.848804,0.08623,-0.003843
2023-05-16,4e-05,-113.3154,0.6249,0.24063,6.3062,-29.1517,0.012062,-0.015213,0.0962,0.9163,0.064147,0.01426,0.0906,0.826318,-0.022486,0.065407
2023-05-17,0.000196,-415.1555,0.4662,0.217276,-4.3604,-34.5872,0.028092,-0.015639,-0.0461,0.6667,0.152627,0.03034,0.2879,0.826191,-0.000128,0.063617
2023-05-18,-0.000564,35.0685,0.471,0.26048,-4.0084,-46.7696,-0.006288,0.009888,0.1056,1.213,-0.010752,-0.002566,0.0037,0.795009,-0.031182,-0.053795
2023-05-19,0.000166,-752.0179,0.1877,0.306701,-4.0454,-21.0629,-0.033034,-0.002246,-0.0962,0.6946,-0.106259,-0.030848,0.156,0.834533,0.039524,0.008215
2023-05-20,0.001084,-1238.403,-0.271,0.151534,-10.7915,-8.2167,0.002176,-0.047201,-0.3518,-1.1415,0.034592,0.004532,-0.4212,0.787285,-0.047248,-0.038905
2023-05-21,-0.000173,36.1385,-0.2593,0.223971,-1.5576,-8.7247,0.088937,0.029611,0.1388,-0.4005,0.443715,0.090607,-0.1689,0.786685,-0.000601,-0.008324
2023-05-22,-0.00102,1277.1265,0.2041,0.3389,10.0705,-8.3865,-0.030416,0.012105,0.2632,0.9719,-0.086633,-0.027495,0.2101,0.786037,-0.000648,-0.048496
2023-05-23,-0.0002,681.7828,0.4469,0.192955,9.9913,-4.7014,-0.013014,-0.004056,0.05,1.2119,-0.05979,-0.010441,0.4774,0.808896,0.02286,0.021611
2023-05-24,2e-05,-981.5364,0.0838,0.308812,-12.5629,-12.904,0.040846,0.013419,-0.1016,0.6684,0.152095,0.04378,0.124,0.792266,-0.016631,0.005581
2023-05-25,0.000143,-699.6793,-0.1761,0.281534,-4.4644,-13.3599,-0.03881,-0.011774,-0.0715,0.2825,-0.143093,-0.037018,0.5343,0.759722,-0.032544,-0.026315
2023-05-26,-7e-05,-574.2569,-0.3925,0.223372,-3.9616,-13.2761,0.049021,0.003273,-0.0052,0.2404,0.252209,0.052054,1.5035,0.835083,0.075362,0.026187
2023-05-27,0.001361,-619.651,-0.6239,0.250646,-5.8398,-8.3245,0.01097,-0.008656,-0.129,-0.4581,0.056473,0.013099,-0.2018,0.791607,-0.043476,-0.000658
2023-05-28,-0.000445,361.293,-0.4937,0.394713,3.4643,-3.3026,-0.031096,-0.008418,0.214,0.6692,-0.076369,-0.028798,-0.289,0.804228,0.012621,0.044507
2023-05-29,-0.001051,795.9341,-0.2051,0.354685,7.0805,-6.2926,-0.069854,0.001203,-0.0119,0.5979,-0.197949,-0.066908,0.5908,0.834158,0.029929,-0.000926
2023-05-30,2.8e-05,1029.4957,0.17,0.276885,11.9103,-4.3737,0.014837,0.044287,-0.0279,0.4415,0.074431,0.019114,0.442,0.814366,-0.019792,0.022758
2023-05-31,0.000112,-767.9192,-0.12,0.193089,-11.1046,-2.9154,0.014881,-0.021823,-0.1114,-0.1607,0.092658,0.016546,0.5302,0.866213,0.051848,0.061985
2023-06-01,0.000292,77.8786,-0.0957,0.116624,2.6262,4.1752,-0.010834,-0.007061,0.2187,0.9925,-0.073384,-0.007589,-0.1711,0.884517,0.018304,0.050359
2023-06-02,4.5e-05,-751.1453,-0.3801,0.271462,-9.2879,-1.1512,0.034222,-0.041432,-0.3407,-0.8102,0.154276,0.039284,0.3004,0.866073,-0.018444,0.051708
2023-06-03,0.000959,-882.8612,-0.7083,0.315925,-6.2323,-1.5436,0.086692,0.025706,0.0528,-0.5215,0.301722,0.089399,-0.2813,0.783488,-0.082585,-0.082726
2023-06-04,0.000651,-215.0246,-0.7811,0.235423,-1.8998,-6.9077,0.026858,0.010413,0.039,-0.3086,0.139535,0.029593,-0.4796,0.755272,-0.028216,-0.129246
2023-06-05,-0.001744,1391.4457,-0.2656,0.467694,5.3613,-8.6269,-0.038308,-0.032592,-0.1,-0.8225,-0.08155,-0.037201,0.8372,0.918118,0.162846,0.052045
2023-06-06,0.00018,-858.0007,-0.5815,0.378754,-1.6848,-22.2219,0.027809,0.032426,0.127,-0.1478,0.076322,0.027774,0.532,0.893288,-0.02483,0.109801
2023-06-07,0.000993,-357.9785,-0.7074,0.221286,-2.4346,-13.5519,0.013409,-0.000663,-0.0781,-0.5549,0.051621,0.010646,0.4929,0.888467,-0.004821,0.133196
2023-06-08,0.00049,9.9622,-0.6995,0.251253,0.4259,-15.7522,0.009325,0.005569,0.1529,0.2505,0.033326,0.007727,-0.0379,0.853503,-0.034965,-0.064615
2023-06-09,7e-06,-300.8796,-0.7939,0.3642,-1.8906,-8.3548,0.026729,-0.016312,-0.2479,-1.0338,0.080437,0.027575,0.2818,0.817318,-0.036184,-0.07597
2023-06-10,-0.000286,301.1538,-0.6809,0.273691,0.7555,-1.367,0.007785,0.019562,-0.0721,-1.3864,0.034962,0.008932,0.7942,0.866951,0.049633,-0.021516
2023-06-11,0.002218,-692.8607,-0.9315,0.386717,-3.6787,-3.1459,-0.14559,0.041657,-0.1863,-2.3099,-0.394127,-0.144361,-0.2303,0.812944,-0.054008,-0.040559
2023-06-12,-0.001735,26.6757,-0.9125,0.31641,-1.196,-9.7033,-0.065342,-0.043262,0.3344,-0.5944,-0.217205,-0.065072,-0.3313,0.865016,0.052073,0.047698
2023-06-13,0.000355,-60.3834,-0.9274,0.374444,-0.7905,-8.8089,-0.062886,-0.001779,0.0249,-0.4688,-0.172776,-0.061638,-0.4316,0.852189,-0.012827,-0.014762
2023-06-14,-0.001058,567.9992,-0.7152,0.418298,3.7111,-2.6632,-0.230903,-0.026803,-0.0734,-0.8327,-0.566525,-0.229403,-0.0326,0.876653,0.024464,0.06371
2023-06-15,-0.001188,-307.9963,-0.826,0.274941,-0.3372,-3.4264,0.044012,-0.010663,-0.0879,-1.2656,0.176457,0.045486,1.1668,0.84741,-0.029243,-0.017607
2023-06-16,0.000582,54.1514,-0.8075,0.364086,-1.5067,-3.0425,-0.142178,-0.009789,0.082,-0.8433,-0.406099,-0.14202,0.8658,0.872409,0.024999,0.02022
2023-06-17,0.001338,-262.5691,-0.9046,0.274897,-1.9355,-5.7335,-0.012204,0.012615,-0.0689,-1.1733,-0.041542,-0.010775,-0.2421,0.837465,-0.034944,-0.039188
2023-06-18,0.001454,-231.9838,-0.9863,0.334893,-0.5825,-2.6373,-0.015409,-0.070017,0.1041,-0.6502,-0.047097,-0.014783,-0.543,0.776727,-0.060738,-0.070683
2023-06-19,-0.001139,354.5646,-0.855,0.318761,2.4069,0.9657,0.065259,0.02244,-0.0174,-0.7368,0.224113,0.067284,-0.3027,0.822818,0.046091,-0.049591
2023-06-20,-0.000778,9.0917,-0.8507,0.315628,-1.3148,0.4413,-0.031782,0.013425,0.3283,0.8916,-0.097776,-0.029174,-0.0721,0.842509,0.019691,0.005044
2023-06-21,-0.00067,245.6486,-0.7588,0.313189,1.9238,-1.3461,-0.014227,0.020366,-0.2239,-0.2391,-0.03779,-0.011254,0.7107,0.876285,0.033776,0.099558
2023-06-22,-1.8e-05,-446.3659,-0.9191,0.260235,-2.0242,-3.033,-0.01356,0.011374,0.0874,0.1941,-0.040403,-0.00992,-0.1325,0.876889,0.000603,0.054071
2023-06-23,0.000698,192.9665,-0.8487,0.337473,0.6828,-0.8436,0.011227,0.04668,-0.1466,-0.5429,0.045274,0.014351,-0.7383,0.81982,-0.057069,-0.022689
2023-06-24,0.001731,-410.3239,-0.9978,0.330191,-2.865,-1.773,0.017478,-0.082145,0.225,0.5802,0.065674,0.020431,-1.0989,0.82115,0.00133,-0.055135
2023-06-25,-7e-06,-180.8573,-1.053,0.411015,-0.8226,-2.0132,0.162753,0.029951,-0.0578,0.2832,0.420504,0.165098,-1.3246,0.832704,0.011554,-0.044184
2023-06-26,-0.001105,115.1955,-1.001,0.314501,0.6658,-3.7543,-0.020512,0.048528,-0.1185,-0.3221,-0.065817,-0.019787,-0.91,0.876368,0.043664,0.056549
2023-06-27,-0.001104,399.7195,-0.8468,0.236744,1.2502,-1.1892,-0.034944,-0.022737,0.1318,0.3285,-0.153214,-0.033526,-0.3351,0.816886,-0.059482,-0.004264
2023-06-28,-0.000453,149.1451,-0.7845,0.281313,3.3956,0.2827,0.063503,0.009278,-0.076,-0.0717,0.246,0.065772,0.3006,0.875157,0.05827,0.042452
2023-06-29,-0.000674,1352.1809,-0.2957,0.262021,10.3888,12.6957,-0.026054,0.006176,0.1639,0.7538,-0.100619,-0.024798,-0.1379,0.843233,-0.031924,-0.033136
2023-06-30,-0.000123,-312.0354,-0.4132,0.303376,-1.496,10.5169,-0.036345,-0.021484,-0.147,-0.0103,-0.114634,-0.033173,0.6332,0.88067,0.037437,0.063783
2023-07-01,0.001377,-1274.2013,-0.8749,0.294833,-10.9449,2.4369,0.044997,0.001572,0.0018,-0.0057,0.187077,0.050283,-0.4202,0.768351,-0.112318,-0.106805
2023-07-02,0.00084,-263.839,-0.9609,0.301605,-2.0579,1.2017,-0.004841,0.024079,0.0081,0.0323,-0.009217,-0.002578,-1.1062,0.782142,0.01379,-0.061091
2023-07-03,-0.001222,608.2054,-0.735,0.33395,4.4315,4.9673,0.075461,-0.008119,0.0585,0.3243,0.248882,0.07846,-0.2224,0.837935,0.055794,-0.042734
2023-07-04,0.002501,907.7569,-0.4041,0.287654,-0.9468,2.7703,-0.032422,0.008836,-0.0919,-0.1593,-0.108933,-0.028535,-1.059,0.780607,-0.057328,0.012256
2023-07-05,0.003861,2188.9215,0.3777,0.29897,34.2201,33.5947,-0.08969,-0.004046,0.0666,0.1777,-0.288719,-0.077346,-2.2014,0.804473,0.023866,0.022331
2023-07-06,-0.004427,-1057.4735,-0.0109,0.32614,-17.2676,5.9384,0.00446,0.011353,0.2278,1.3323,0.026705,0.008143,-1.5176,0.828182,0.023709,-0.009753
2023-07-07,-0.003255,-879.6367,-0.3344,0.272077,-7.0327,0.4017,0.01247,0.022369,0.0659,1.6282,0.06007,0.015227,-0.4893,0.836115,0.007933,0.055508
2023-07-08,0.000781,-1308.4967,-0.8079,0.245651,-10.2829,1.0638,0.010964,-0.041175,-0.0983,1.1012,0.060167,0.013489,-0.6535,0.788244,-0.047871,-0.016229
2023-07-09,0.000591,-193.6898,-0.8731,0.283515,-1.6083,1.5133,-0.01685,0.02932,-0.0761,0.6957,-0.053664,-0.013877,-0.5616,0.758495,-0.029749,-0.069687
2023-07-10,-0.00013,445.1469,-0.7086,0.22897,2.5885,-0.3297,-0.028752,-0.027765,-0.2235,-0.4653,-0.119309,-0.024746,0.1383,0.806746,0.048251,-0.029369
2023-07-11,-0.00068,34.2972,-0.6953,0.238802,0.8637,1.4808,0.000446,0.004824,0.0294,-0.3239,0.019517,0.004245,0.2488,0.806663,-8.3e-05,0.018419
2023-07-12,0.00036,567.0066,-0.4894,0.256055,1.1795,-31.5597,0.010606,0.024319,0.1367,0.3696,0.054586,0.012909,-0.0957,0.819396,0.012733,0.060901
2023-07-13,-0.000353,541.3966,-0.2953,0.369682,3.1416,-11.1505,-0.036704,-0.040426,0.0429,0.5833,-0.090332,-0.031719,0.7461,0.860352,0.040956,0.053607
2023-07-14,-0.000129,-846.5941,-0.6009,0.319577,-1.5249,-5.6427,0.0251,0.005536,-0.2338,-0.7527,0.092988,0.028087,0.8092,0.846281,-0.014071,0.039618
2023-07-15,0.001421,-1083.7325,-0.9831,0.277687,-8.2738,-3.6337,0.009076,0.030367,0.0364,-0.5627,0.043472,0.011235,-0.8284,0.807127,-0.039153,-0.012269
2023-07-16,-0.00035,186.1062,-0.9048,0.321914,1.7457,-0.2796,-0.011639,-0.007123,0.2502,0.8734,-0.016922,-0.004967,-0.8506,0.750134,-0.056993,-0.110218
2023-07-17,-0.00109,620.7951,-0.6694,0.306718,5.168,2.2998,-0.035699,0.00602,0.1141,1.5058,-0.108866,-0.031034,-0.7879,0.817957,0.067823,-0.028324
2023-07-18,-0.000101,877.4188,-0.3412,0.351878,11.7962,13.2323,-0.062058,-0.000326,-0.2172,0.2851,-0.176994,-0.059674,0.2659,0.867271,0.049314,0.060143
2023-07-19,-7.8e-05,-488.7521,-0.5025,0.269878,-8.9298,3.123,0.00713,0.002179,-0.0083,0.2483,0.038421,0.00974,0.3867,0.849231,-0.01804,0.099096
2023-07-20,0.000134,117.6659,-0.4539,0.279901,1.1082,1.0895,-0.03352,0.010155,0.1462,1.0763,-0.118703,-0.03095,-0.257,0.816608,-0.032623,-0.001349
2023-07-21,8.2e-05,214.4658,-0.3724,0.156153,0.4864,3.1009,-0.02352,-0.02094,-0.0674,0.6786,-0.133346,-0.018493,0.4303,0.852947,0.036339,-0.014324
2023-07-22,-0.000256,-1027.7323,-0.7316,0.186276,-7.1619,4.2128,0.042301,0.033602,0.017,0.7804,0.273121,0.045586,-0.1957,0.797212,-0.055735,-0.052019
2023-07-23,0.000794,114.5774,-0.6786,0.259672,-0.787,1.68,-0.007332,-0.009652,0.0181,0.8793,-0.021927,-0.005213,-0.6763,0.763154,-0.034059,-0.053454
2023-07-24,-0.000464,1276.0186,-0.2178,0.306674,13.1212,9.6332,-0.044148,-0.01785,0.027,1.0145,-0.139493,-0.040009,-0.4258,0.826321,0.063167,-0.026626
2023-07-25,-0.000127,-252.7916,-0.3039,0.181355,-1.824,-3.987,-0.007844,-0.00439,0.06,1.3274,-0.035923,-0.005935,-0.8342,0.843705,0.017384,0.046493
2023-07-26,0.000163,-317.5476,-0.4132,0.223883,-2.2436,2.6992,-0.013695,-0.016514,-0.0755,0.8799,-0.055643,-0.011561,-0.8004,0.849885,0.00618,0.086732
2023-07-27,-0.000106,471.2684,-0.2414,0.248121,-0.2432,1.3478,-0.014765,0.007133,-0.0079,0.8199,-0.050319,-0.011357,-0.5291,0.779858,-0.070027,-0.046463
2023-07-28,-0.000127,662.7334,-0.0047,0.296184,2.2105,3.0719,-0.048284,0.012478,-0.0638,0.4492,-0.165663,-0.045839,-0.3195,0.814667,0.034809,-0.029038
2023-07-29,0.000255,-1645.4823,-0.5843,0.197821,-7.3887,2.8452,-0.042516,0.010603,0.0198,0.5639,-0.231515,-0.03956,-0.3306,0.734176,-0.080491,-0.115709
2023-07-30,0.000513,-187.179,-0.6347,0.27054,-3.9148,-0.2826,0.068554,-0.000306,-0.1177,-0.0816,0.277414,0.06835,0.0533,0.746322,0.012146,-0.033536
2023-07-31,-4e-05,441.7028,-0.4587,0.196462,4.7373,-8.6665,-0.03263,-0.013492,-0.1889,-1.1487,-0.167224,-0.02997,0.0571,0.843044,0.096722,0.028377
2023-08-01,-0.000721,-94.0903,-0.4765,0.292629,0.9031,-5.9394,-0.016579,-0.027397,0.4222,1.2892,-0.048796,-0.013449,-0.8436,0.849014,0.00597,0.114838
2023-08-02,-9.6e-05,107.0084,-0.42,0.324202,0.0897,-3.6061,-0.054329,0.023463,-0.0942,0.7497,-0.166418,-0.050539,-0.2357,0.816681,-0.032332,0.070359
2023-08-03,0.000195,-159.5149,-0.4762,0.267491,-3.7929,-7.1557,-0.04331,-0.01007,-0.1056,0.146,-0.160091,-0.039445,-0.145,0.797411,-0.01927,-0.045633
2023-08-04,0.000227,-319.285,-0.6272,0.269124,-1.5072,-10.8735,0.009631,-0.014999,-0.0744,-0.265,0.049843,0.012495,0.1969,0.823867,0.026456,-0.025147
2023-08-05,8e-06,-347.4963,-0.8082,0.143791,-2.2611,-5.7459,-0.015626,-0.033286,0.5261,2.8279,-0.115934,-0.013905,-0.4967,0.747671,-0.076195,-0.06901
2023-08-06,0.001314,-172.6177,-0.9342,0.259233,-1.2807,-3.1118,-0.00657,0.041084,-0.2568,1.3153,-0.019149,-0.004514,-0.8729,0.759331,0.011659,-0.03808
2023-08-07,-0.001304,937.5209,-0.3818,0.28468,7.1775,-0.6716,-0.074143,0.001251,0.0333,1.4938,-0.260392,-0.068546,-0.4747,0.81263,0.0533,-0.011236
2023-08-08,-5.6e-05,77.7715,-0.3166,0.302573,3.1729,1.5982,0.004597,-0.025237,0.0312,1.661,0.027855,0.00782,-0.049,0.807858,-0.004773,0.060187
2023-08-09,-0.000332,-213.6862,-0.4792,0.186908,-4.1446,-2.6362,-0.016294,0.009469,-0.3572,-0.3921,-0.081595,-0.0138,0.8271,0.825509,0.017652,0.066179
2023-08-10,9e-05,32.1919,-0.4379,0.212666,1.0259,2.1827,-0.026465,0.029645,0.1546,0.5176,-0.126338,-0.024189,-0.1681,0.779687,-0.045822,-0.032943
2023-08-11,-3.5e-05,-380.0088,-0.7537,0.251518,-3.1354,0.5545,0.007835,0.003168,-0.0651,0.1237,0.043439,0.010063,-0.4014,0.791035,0.011348,-0.016822
2023-08-12,0.000858,-475.665,-1.1496,0.288804,-4.0991,-1.2835,0.069894,-0.012336,0.0905,0.6435,0.264215,0.071483,-1.0112,0.780701,-0.010334,-0.044808
2023-08-13,0.000645,-10.2629,-1.161,0.188053,-0.4279,-0.4307,-0.082337,0.012625,-0.0587,0.2924,-0.482818,-0.079188,-1.1611,0.735102,-0.045599,-0.044585
2023-08-14,-0.000861,734.3213,-0.4672,0.235423,6.6093,-0.9989,0.021839,-0.016315,-0.0303,0.1183,0.121122,0.025765,-0.3472,0.783425,0.048322,-0.007611
2023-08-15,-0.000719,498.3731,0.0492,0.19486,2.6739,-1.4979,0.006986,0.003122,0.0205,0.2407,0.070195,0.011886,0.128,0.76494,-0.018485,-0.015762
2023-08-16,4.5e-05,465.2122,0.5752,0.239362,5.1365,7.7832,-0.021207,-0.015613,0.1816,1.3089,-0.079228,-0.017338,0.0264,0.815533,0.050593,0.080431
2023-08-17,0.000156,887.6243,1.5546,0.270978,-0.1908,6.5665,0.002219,0.027849,-0.0974,0.7273,0.016428,0.004193,0.3795,0.861244,0.045711,0.07782
2023-08-18,-0.000422,-1437.591,0.0084,0.364211,-4.1777,5.5243,0.023266,-0.016923,-0.1279,-0.0465,0.070564,0.024631,1.0409,0.869391,0.008146,0.104451
2023-08-19,0.000502,-1108.6771,-1.1722,0.324341,-9.2513,0.3721,0.030708,0.015298,-0.1982,-1.2272,0.104629,0.031949,-0.0758,0.805368,-0.064022,-0.010165
2023-08-20,0.00112,47.1448,-1.1122,0.275835,-0.4543,0.3457,0.029235,-9.7e-05,0.2036,-0.0029,0.121537,0.03117,-1.0943,0.806372,0.001004,-0.054872
2023-08-21,-0.00091,828.6011,-0.1568,0.234964,6.138,-0.1256,-0.00922,-0.004969,0.1269,0.761,-0.034844,-0.007587,-0.1612,0.843224,0.036851,-0.026167
2023-08-22,-0.000514,926.8601,0.9957,0.499803,4.4488,1.6492,-0.000171,0.008786,0.0573,1.0902,0.001468,0.000704,-0.3207,0.82839,-0.014833,0.023022
2023-08-23,-5.8e-05,-937.2398,-0.1395,0.302714,-4.9178,-8.4051,0.044408,-0.031172,-0.0131,0.9943,0.158354,0.045612,-0.3764,0.845692,0.017302,0.03932
2023-08-24,-0.00013,-275.5413,-0.4695,0.31452,-0.7713,-8.9856,-0.019839,-0.009085,-0.0188,0.8677,-0.061732,-0.018091,-0.8095,0.77652,-0.069172,-0.066704
2023-08-25,0.000209,266.3013,-0.1315,0.245081,2.855,-1.9528,0.009372,0.025886,0.0414,1.0877,0.046712,0.010572,0.3638,0.806178,0.029658,-0.022213
2023-08-26,0.000794,-1022.1013,-1.3793,0.173085,-8.8994,-1.601,-0.041669,-0.024079,-0.3622,-1.0265,-0.280153,-0.0413,-0.8869,0.694284,-0.111893,-0.151408
2023-08-27,0.001429,-25.3203,-1.3838,0.374727,-0.3276,-1.4743,0.095982,-0.000386,0.0911,-0.4832,0.272663,0.097151,-1.7988,0.797402,0.103117,0.020882
2023-08-28,-0.001696,1448.002,0.4812,0.218163,12.5852,4.9728,-0.04241,0.017182,0.3932,1.7697,-0.200765,-0.039634,-0.9027,0.782732,-0.01467,-0.023446
2023-08-29,-0.000373,589.5107,1.293,0.279353,-0.83,-0.3059,-0.039216,-0.007286,-0.164,0.8093,-0.136474,-0.035527,-0.0316,0.820106,0.037374,0.125821
2023-08-30,-1e-06,-944.3761,0.0514,0.308807,-3.4688,1.1431,-0.037925,0.001577,-0.2168,-0.4234,-0.121862,-0.035157,0.4406,0.793898,-0.026207,-0.003504
2023-08-31,-5e-06,-97.942,-0.0687,0.311587,-1.8983,0.0161,-0.073865,0.011471,0.1204,0.2548,-0.243089,-0.071469,-0.1826,0.835125,0.041227,0.052393
2023-09-01,0.00065,-444.128,-0.6807,0.266663,-4.3547,-7.1936,-0.003444,-0.0081,-0.1128,-0.4074,-0.006671,-0.001651,0.4657,0.810344,-0.024781,-0.009762
2023-09-02,0.001089,-619.2496,-1.5118,0.295146,-2.6522,-0.9464,0.009499,-0.039356,-0.2628,-1.8911,0.042572,0.011691,0.8871,0.773733,-0.036611,-0.020166
2023-09-03,-0.000528,-7.8357,-1.4955,0.307202,-0.0037,-0.6224,0.05154,-0.015864,-0.0507,-2.1344,0.187931,0.053153,-1.4111,0.710145,-0.063587,-0.12498
2023-09-04,0.000101,415.7654,-0.8972,0.492978,2.8714,-10.3362,-0.119273,0.064987,0.5118,0.73,-0.246297,-0.118088,-1.4459,0.861467,0.151322,0.051124
2023-09-05,0.000172,156.7908,-0.6677,0.238114,0.1281,-9.3781,-0.023938,-0.019245,-0.143,-0.0842,-0.097603,-0.02136,-0.7542,0.804943,-0.056525,0.03121
2023-09-06,-0.001724,194.5131,-0.3906,0.297665,3.0555,-2.8538,0.002156,-0.021401,-0.0473,-0.3491,0.013303,0.003697,-0.267,0.799348,-0.005594,0.089203
2023-09-07,0.000682,-46.0419,-0.4507,0.359269,-1.4217,-2.3773,-0.039662,0.017813,0.0811,0.092,-0.110127,-0.037639,0.1725,0.816614,0.017266,-0.044853
2023-09-08,-8.3e-05,-313.3678,-0.8683,0.233102,-3.5002,-1.5228,-0.023475,0.01077,0.0342,0.2682,-0.102126,-0.021936,0.2162,0.799805,-0.016809,-0.005138
2023-09-09,0.001005,-572.3313,-1.6261,0.196563,-2.4929,-1.3635,-0.046689,-0.020065,-0.0545,-0.0903,-0.26022,-0.044454,-1.034,0.70118,-0.098625,-0.098169
2023-09-10,0.00105,-92.4156,-1.714,0.313089,-0.6908,-2.0506,0.017992,0.016469,0.0191,0.0135,0.063185,0.018554,-1.5237,0.784059,0.08288,-0.032555
2023-09-11,-0.00128,1237.8816,-0.0602,0.18799,5.5499,0.6279,-0.004457,-0.026755,-0.218,-1.3492,-0.014256,-0.002489,1.2414,0.877915,0.093855,0.07811
2023-09-12,-0.000238,-623.1734,-0.8839,0.073828,-1.1359,-0.6361,-0.0003,-0.035882,-0.2122,-2.601,0.009795,0.000674,2.5849,0.955244,0.07733,0.254065
2023-09-13,0.000278,350.8712,-0.4129,0.27667,8.9507,5.2591,0.000287,-0.162558,-0.6559,-5.4681,0.125442,0.029565,6.7972,0.848002,-0.107242,0.063943
2023-09-14,-0.001066,-43.0544,-0.4678,0.324995,-7.5501,-0.8692,-0.017993,0.203679,0.8964,-0.9115,-0.050389,-0.015444,1.1468,0.804237,-0.043765,-0.073677
2023-09-15,0.000284,-182.467,-0.7102,0.242685,-1.4505,1.1805,-0.041035,0.022639,0.193,0.0581,-0.173212,-0.038821,-0.0974,0.809288,0.00505,-0.145956
2023-09-16,0.001182,-667.3585,-1.5794,0.228992,-4.2687,-0.5953,-0.04899,-0.00729,-0.0658,-0.296,-0.228437,-0.047852,-0.8238,0.774161,-0.035127,-0.073841
2023-09-17,0.000786,-139.9521,-1.722,0.241035,-0.793,-0.6975,0.019438,0.003936,-0.0256,-0.4435,0.098034,0.021204,-1.6495,0.714631,-0.05953,-0.089607
2023-09-18,-0.001263,732.6806,-0.7615,0.317918,4.3524,-1.895,0.000806,-0.008659,0.0652,-0.0933,0.009202,0.002727,-0.3897,0.786231,0.0716,-0.023057
2023-09-19,-0.000295,-345.6348,-1.1884,0.233478,-1.4394,-2.1985,-0.019056,0.006289,-0.0097,-0.1519,-0.078812,-0.016907,-0.4165,0.805355,0.019124,0.031194
2023-09-20,-0.000235,221.9097,-0.8973,0.30293,0.9566,-10.1927,0.00643,-0.007749,0.0075,-0.1144,0.030769,0.008736,0.0056,0.796619,-0.008736,0.081989
2023-09-21,0.000251,453.5371,-0.3147,0.334107,0.2284,-2.4142,-0.042682,-0.059512,-0.4484,-2.411,-0.111992,-0.034668,2.269,0.802667,0.006048,0.016437
2023-09-22,0.000654,-1002.4997,-1.5816,0.257932,-3.7218,-4.6855,-0.012819,0.073744,0.3752,-0.4663,-0.043181,-0.010272,-0.1711,0.772994,-0.029674,-0.032361
2023-09-23,0.002377,-167.2671,-1.768,0.410366,-1.6115,-2.0284,-0.005119,-0.002521,-0.0951,-0.9432,-0.008877,-0.003442,-1.16,0.716123,-0.05687,-0.080496
2023-09-24,-0.00104,-43.5789,-1.7895,0.341969,-0.2126,-1.4479,0.015133,0.004211,0.1056,-0.4059,0.050787,0.016235,-1.4346,0.742146,0.026022,-0.060522
2023-09-25,-0.001753,537.9265,-1.1062,0.244271,4.058,-1.7423,-0.026222,-0.011438,0.0786,-0.0023,-0.106117,-0.023326,-0.3099,0.760155,0.01801,-0.012839
2023-09-26,-0.000443,221.8601,-0.8225,0.196831,2.2607,1.9579,-0.054814,-0.00781,-0.0115,-0.0661,-0.295953,-0.05259,-0.1918,0.791773,0.031617,0.075649
2023-09-27,-3.8e-05,-287.7955,-1.1529,0.367965,-3.2714,-2.2701,-0.022626,-0.001844,-0.007,-0.0972,-0.062136,-0.021495,0.1327,0.778636,-0.013136,0.036491
2023-09-28,-5.9e-05,-56.7894,-1.1958,0.33813,-0.565,-3.0635,0.004437,0.021944,-0.0666,-0.4396,0.020486,0.006527,0.2039,0.813377,0.034741,0.053222
