avg_whale_tx_size_weth,block_date,deposit_tx_count,deposit_withdrawal_ratio,exchange_volume_ratio,max_whale_tx_size_weth,mega_whale_ratio,mega_whale_tx_count,mega_whale_volume_weth,net_flow_ma30,net_flow_ma7,non_exchange_ratio,non_exchange_tx_count,non_exchange_volume_weth,std_whale_tx_size_weth,volume_ma30,volume_ma7,volume_std30,volume_std7,volume_vs_ma30,volume_vs_ma7,volume_zscore_30d,volume_zscore_7d,whale_exchange_deposits_weth,whale_exchange_withdrawals_weth,whale_net_exchange_flow_weth,whale_tx_count,whale_weth_transfer_velocity,withdrawal_tx_count,eth_price,btc_price,eth_daily_return,eth_log_return,eth_ma7,eth_ma30,eth_vs_ma7,eth_vs_ma30,eth_vol7,eth_vol30,eth_ret7d,eth_ret30d,eth_rsi,eth_ret_lag1,eth_ret_lag3,eth_ret_lag7,btc_daily_return,btc_log_return,btc_ma7,btc_ma30,btc_vs_ma7,btc_vs_ma30,btc_vol7,btc_vol30,btc_ret7d,btc_ret30d,btc_rsi,btc_ret_lag1,btc_ret_lag3,btc_ret_lag7,eth_btc_ratio,eth_btc_ratio_ma7,eth_btc_corr_30d,eth_outperformance,next_day_return,next_day_price_direction
1548.203042,2022-12-20,0,0.0,0.0,26718.104,0.9199,476,3764122.4944,0.0,0.0,1.0,2643,4091900.6405,3783.350946,4091900.6405,4091900.6405,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2643,4091900.6405,0,1166.9895905156618,16422.562273279298,,,1166.9895905156618,1166.9895905156618,1.0,1.0,,,,,0.0,,,,,,16422.562273279298,16422.562273279298,1.0,1.0,,,,,0.0,,,,0.07106014098752657,0.07106014098752657,,,0.04361589988649639,1
2268.029759,2022-12-21,0,0.0,0.0,23353.4997,0.9521,372,3573847.7001,0.0,0.0,1.0,1655,3753589.2504,4711.626596,3922744.9455,3922744.9455,239222.2781,239222.2781,0.9569,0.9569,-0.7071,-0.7071,0.0,0.0,0.0,1655,3753589.2504,0,1217.8888916641763,16899.331969046758,0.04361589988649639,0.042691509778112965,1192.439241089919,1192.439241089919,1.0213425134776641,1.0213425134776641,,,,,99.99999954145163,,,,0.029031383034741065,0.02861795496287646,16660.94712116303,16660.94712116303,1.014308000988787,1.014308000988787,,,,,99.99999931109035,,,,0.07206728016793162,0.07156371057772909,,0.014584516851755325,-0.0037324672798701997,0
1728.538351,2022-12-22,0,0.0,0.0,25838.3845,0.9303,429,3356111.1712,0.0,0.0,1.0,2087,3607459.5392,3684.618494,3817649.81,3817649.81,248492.6793,248492.6793,0.9449,0.9449,-0.8459,-0.8459,0.0,0.0,0.0,2087,3607459.5392,0,1213.3431612255224,16816.85370118997,-0.0037324672798701997,-0.0037394503172556094,1199.4072144684535,1199.4072144684535,1.0116190286242734,1.0116190286242734,0.03348035150144829,0.03348035150144829,,,92.11700892850948,0.04361589988649639,,,-0.004880563800264692,-0.004892512645690744,16712.91598117201,16712.91598117201,1.0062190057160016,1.0062190057160016,0.02397936757027025,0.02397936757027025,,,85.60812777622341,0.029031383034741065,,,0.0721504261608499,0.07175928243876938,,0.0011480965203944926,0.0037164988680864486,1
1996.218376,2022-12-23,0,0.0,0.0,42000.0,0.9366,380,3217648.1607,0.0,0.0,1.0,1721,3435491.8248,4195.112428,3722110.3137,3722110.3137,278705.7992,278705.7992,0.923,0.923,-1.0284,-1.0284,0.0,0.0,0.0,1721,3435491.8248,0,1217.8525497108176,16824.790162441503,0.0037164988680864486,0.003709609749825747,1204.0185482790446,1204.0185482790446,1.011489857404229,1.011489857404229,0.025460155706588408,0.025460155706588408,,,92.69073251241888,-0.0037324672798701997,,,0.0004719349643249604,0.00047182363804414997,16740.884526489383,16740.884526489383,1.0050120192764818,1.0050120192764818,0.018231435559000763,0.018231435559000763,,,85.80566274636756,-0.004880563800264692,,,0.07238441240292359,0.07191556492980793,,0.003244563903761488,0.002339523951109701,1
3341.463214,2022-12-24,0,0.0,0.0,14974.9156,0.9667,332,3133296.6919,0.0,0.0,1.0,970,3241219.3178,4824.639271,3625932.1145,3625932.1145,323278.3969,323278.3969,0.8939,0.8939,-1.19,-1.19,0.0,0.0,0.0,970,3241219.3178,0,1220.701744919786,16791.45543916491,0.002339523951109701,0.002336791525837209,1207.3551876071929,1207.3551876071929,1.0110543752572465,1.0110543752572465,0.021663759137118085,0.021663759137118085,,,93.01093459557556,0.0037164988680864486,0.04361589988649639,,-0.001981286123318604,-0.0019832514670377185,16750.99870902449,16750.99870902449,1.0024151831686683,1.0024151831686683,0.01573351308595802,0.01573351308595802,,,81.13070632911044,0.0004719349643249604,0.029031383034741065,,0.07269779259709576,0.07207201046326549,,0.004320810074428305,0.0005388584323742229,1
1742.584978,2022-12-25,0,0.0,0.0,14468.5982,0.9201,266,2114769.2508,0.0,0.0,1.0,1319,2298469.5859,3677.956785,3404688.3598,3404688.3598,614247.4515,614247.4515,0.6751,0.6751,-1.8009,-1.8009,0.0,0.0,0.0,1319,2298469.5859,0,1221.35953034845,16848.568708323422,0.0005388584323742229,0.0005387133003039052,1209.6892447307357,1209.6892447307357,1.0096473418016643,1.0096473418016643,0.01938947786589686,0.01938947786589686,,,93.08075070037198,0.002339523951109701,-0.0037324672798701997,,0.003401329287114674,0.0033955578499909973,16767.26037557431,16767.26037557431,1.0048492318320266,1.0048492318320266,0.013663024036215726,0.013663024036215726,,,82.74464460911494,-0.001981286123318604,-0.004880563800264692,,0.0724904026859612,0.07214174250038144,,-0.002862470854740451,-0.0016974421377419224,0
2572.537641,2022-12-26,0,0.0,0.0,10861.9555,0.9585,375,2941629.4101,0.0,0.0,1.0,1193,3069037.4055,4062.369718,3356738.2235,3356738.2235,574900.9643,574900.9643,0.9143,0.9143,-0.5004,-0.5004,0.0,0.0,0.0,1193,3069037.4055,0,1219.286343216304,16842.177039905502,-0.0016974421377419224,-0.001698884425011284,1211.0602588001025,1211.0602588001025,1.0067924649962106,1.0067924649962106,0.017913762143143663,0.017913762143143663,,,90.24111671679145,0.0005388584323742229,0.0037164988680864486,,-0.00037935972654834504,-0.0003794317016529547,16777.96275619305,16777.96275619305,1.003827299216572,1.003827299216572,0.012431682139353417,0.012431682139353417,,,81.9627459058643,0.003401329287114674,0.0004719349643249604,,0.0723948181002582,0.0721778961575067,,-0.0013180824111935774,0.005714056959190916,1
1689.448211,2022-12-27,0,0.0,0.0,17756.0,0.9274,442,2879890.7249,0.0,0.0,1.0,1838,3105205.8116,3147.62816,3325296.672,3215781.8193,539633.0363,477282.3294,0.9338,0.9656,-0.4079,-0.2317,0.0,0.0,0.0,1838,3105205.8116,0,1226.2534148310056,16900.081871938084,0.005714056959190916,0.005697793659261918,1219.5265194165804,1212.9594033039655,1.005515989449449,1.0109599805985499,0.016366315182283108,0.016366315182283108,0.05078350723690406,,91.14997556546713,-0.0016974421377419224,0.002339523951109701,,0.003438084749696202,0.003432188048031311,16846.179841715737,16793.22764566118,1.0031996589570338,1.0063629356149717,0.011352952535757035,0.011352952535757035,0.029077046000047346,,83.38560020710325,-0.00037935972654834504,-0.001981286123318604,,0.07255902214693709,0.07239202203742248,,0.0022759722094947143,-0.011770693229126494,0
1891.561034,2022-12-28,0,0.0,0.0,152758.5312,0.9325,441,4002419.6036,0.0,0.0,1.0,2269,4291951.9869,5878.883841,3432702.8181,3292690.7817,598855.6246,604743.8864,1.2503,1.3035,1.4348,1.6524,0.0,0.0,0.0,2269,4291951.9869,0,1211.819562063861,16701.840210667935,-0.011770693229126494,-0.011840516290067713,1218.659472330821,1212.8327542772872,0.9943873490320656,0.9991646068183325,0.005833381698773243,0.016572306132750857,-0.00498348383161773,,76.47794917878514,0.005714056959190916,0.0005388584323742229,0.04361589988649639,-0.011730218987833552,-0.0117995608031173,16817.966733375903,16783.073486217487,0.9930950914252012,0.9951598093390783,0.005317848020500609,0.011917576859913744,-0.011686364806641647,,65.70240061825916,0.003438084749696202,0.003401329287114674,0.029031383034741065,0.0725560505177051,0.0724618463731044,,-4.0474241292942637e-05,-0.019054732985473333,0
2217.408413,2022-12-29,0,0.0,0.0,17968.8183,0.9472,412,3916964.0863,0.0,0.0,1.0,1865,4135466.6905,4329.148069,3502979.2053,3368120.3747,606768.6569,678927.5251,1.1806,1.2278,1.0424,1.1302,0.0,0.0,0.0,1865,4135466.6905,0,1188.7286638821608,16538.906094001977,-0.019054732985473333,-0.01923861402675391,1215.1431155674836,1210.4223452377746,0.9782622710469894,0.9820775934606922,0.009113799760440033,0.017428533577978012,-0.02028650931571574,,60.669051953292445,-0.011770693229126494,-0.0016974421377419224,-0.0037324672798701997,-0.009755458956066887,-0.009803355200246092,16778.25993234905,16758.656746995934,0.9857342871482405,0.9868873349271655,0.006074409472951685,0.011835566919624911,-0.016527919676694758,,55.852073032022744,-0.011730218987833552,-0.00037935972654834504,-0.004880563800264692,0.07187468488700513,0.07242245476255516,,-0.009299274029406446,0.010779955566493138,1
2176.496199,2022-12-30,0,0.0,0.0,24112.046,0.9406,320,3183421.5399,0.0,0.0,1.0,1555,3384451.589,4571.999025,3492203.9675,3360828.9125,576739.5825,678357.2246,0.9691,1.007,-0.1868,0.0348,0.0,0.0,0.0,1555,3384451.589,0,1201.5431060594274,16644.379087037905,0.010779955566493138,0.010722266068652484,1212.8131950458562,1209.6151416761068,0.9907074815540717,0.9933267736666272,0.010282914750675016,0.016655024123630728,-0.013391969048521468,,64.7870135820714,-0.019054732985473333,0.005714056959190916,0.0037164988680864486,0.006377265366672491,0.006357016651916901,16752.486921577107,16748.267868817933,0.9935467590546238,0.9937970432170213,0.006889050157155016,0.011294927676668712,-0.010722931677705771,,59.79266520419204,-0.009755458956066887,0.003438084749696202,0.0004719349643249604,0.07218912161134022,0.07239455607804324,,0.004402690199820647,-0.002024570634190259,0
3364.748898,2022-12-31,0,0.0,0.0,24646.9382,0.9623,537,5475561.846,0.0,0.0,1.0,1691,5689790.3865,5316.318018,3675336.1691,3710624.7794,839546.56,1104103.4219,1.5481,1.5334,2.3995,1.7926,0.0,0.0,0.0,1691,5689790.3865,0,1199.1104971711857,16604.020520373393,-0.002024570634190259,-0.0020266228476852836,1209.7287310817705,1208.7397546340299,0.99122263228295,0.9920336388160248,0.010115480308284148,0.015874104984476063,-0.017687570152542964,,63.537632574725976,0.010779955566493138,-0.011770693229126494,0.002339523951109701,-0.002424756517108051,-0.002427700999923964,16725.710504606886,16736.247256447557,0.9927243757925874,0.9920993796250694,0.006896050667460652,0.010777163842287515,-0.011162517714476294,,57.83003576639394,0.006377265366672491,-0.011730218987833552,-0.001981286123318604,0.07221808089792821,0.07232602583530502,,0.0004001858829177918,-0.0020827374696720247,0
3391.437593,2023-01-01,0,0.0,0.0,27803.5475,0.9666,525,4887626.1369,0.0,0.0,1.0,1491,5056633.4513,5230.166551,3781589.8061,4104648.1887,890432.3394,1003746.492,1.3372,1.2319,1.4319,0.9484,0.0,0.0,0.0,1491,5056633.4513,0,1196.6130648084502,16540.693624776803,-0.0020827374696720247,-0.0020849093835640974,1206.1935217189134,1207.8069323397544,0.9920572804131709,0.9907320721287635,0.010032317472519033,0.015195203637759147,-0.020261409458146917,,62.301661899996326,-0.002024570634190259,-0.019054732985473333,0.0005388584323742229,-0.0038139494900579773,-0.003821241141311954,16681.728349814515,16721.20466939596,0.9915455567864297,0.989204662690988,0.006558020067185082,0.010371175044713715,-0.018273070483104337,,54.990888446233306,-0.002424756517108051,-0.009755458956066887,0.003401329287114674,0.07234358437157723,0.07230505179039302,,0.0017312120203859527,0.0033813370517290497,1
1801.560565,2023-01-02,0,0.0,0.0,28577.1765,0.9271,370,2832729.9164,0.0,0.0,1.0,1696,3055446.719,4046.204845,3729722.4428,4102706.6621,877235.9417,1006093.9125,0.8192,0.7447,-0.7686,-1.0409,0.0,0.0,0.0,1696,3055446.719,0,1200.65921690107,16615.969318012816,0.0033813370517290497,0.0033756331857793423,1203.53250367388,1207.2963812369912,0.9976126222066799,0.9945024565309135,0.010311569690489998,0.014552019022464356,-0.015277072870428565,,63.45577864047798,-0.0020827374696720247,0.010779955566493138,-0.0016974421377419224,0.004550939334445836,0.004540615121427248,16649.412960972702,16713.687858582878,0.997991301973332,0.9941533824613171,0.007081694944423057,0.009988527300303689,-0.013431026247777478,,57.48167601168552,-0.0038139494900579773,0.006377265366672491,-0.00037935972654834504,0.0722593544753044,0.07228569984397105,,-0.0011696022827167862,0.011426830220561346,1
2553.547103,2023-01-03,0,0.0,0.0,115562.6646,0.9488,312,3290113.8428,4.3423,9.3049,1.0,1357,3467651.8323,6486.034516,3712255.411,4154493.9699,848028.3047,954182.0454,0.9341,0.8347,-0.2884,-0.7198,0.0,65.1342,65.1342,1358,3467716.9665,1,1214.3789459253508,16674.342536301097,0.011426830220561346,0.011362037115489946,1201.8361509730723,1207.7685522162153,1.0104363601828112,1.0054732288707182,0.011223543285971692,0.014192941109537954,-0.009683535851593317,,66.88209688804247,0.0033813370517290497,-0.002024570634190259,0.005714056959190916,0.0035130793257425186,0.003506922877083089,16617.164484453133,16711.064837097427,1.003440903043444,0.9978025158088785,0.0070911816133838405,0.009621149093037023,-0.013357292428968548,,59.22361096760267,0.004550939334445836,-0.002424756517108051,0.003438084749696202,0.07282919511108585,0.0723242959817066,,0.007913750894818827,0.0003145834298832195,1
1728.809861,2023-01-04,0,0.0,0.0,54990.0,0.9211,544,4301044.7565,4.0709,9.3049,1.0,2701,4669515.4338,3880.173094,3772084.1624,4208431.6052,853510.5216,973718.6261,1.2379,1.1096,1.0515,0.4735,0.0,0.0,0.0,2701,4669515.4338,0,1214.760969419338,16677.646185850346,0.0003145834298832195,0.00031453395889093864,1202.2563520238548,1208.2055782914106,1.0104009576447095,1.0054257249310152,0.010236851644716634,0.013693440576966394,0.0024272651206154183,,48.631231241687345,0.011426830220561346,-0.0020827374696720247,-0.011770693229126494,0.00019812772479976815,0.00019810810009419038,16613.708195193478,16708.976171394483,1.0038485081058164,0.9981249607861807,0.0056138813652484056,0.009274292140337452,-0.001448584378273221,,38.56670101591296,0.0035130793257425186,-0.0038139494900579773,-0.011730218987833552,0.07283767480629046,0.07236452802293307,,0.00011645570508345138,0.034307683086055585,1
2012.17457,2023-01-05,0,0.0,0.0,22099.0008,0.9371,331,3122563.0031,3.8314,9.3049,1.0,1656,3332161.0872,4397.508281,3746206.3345,4093673.6619,833267.3347,1029490.8305,0.8895,0.814,-0.4969,-0.7397,0.0,0.0,0.0,1656,3332161.0872,0,1256.4366037834864,16855.1747387671,0.034307683086055585,0.03373229766955052,1211.9289148669013,1211.0426974380032,1.0367246695500065,1.0374833244455504,0.01287190271012312,0.015401171559372475,0.05695827984849311,,66.44036295474983,0.0003145834298832195,0.0033813370517290497,-0.019054732985473333,0.010644700753237757,0.0105884447926189,16658.889430159925,16717.576087122285,1.0117826166882296,1.0082307776514807,0.005093764763734894,0.009274194226001602,0.01912270636084079,,52.00256108135356,0.00019812772479976815,0.004550939334445836,-0.009755458956066887,0.07454307791266426,0.07274572702659866,,0.023662982332817828,-0.004492348862567552,0
1879.643391,2023-01-06,0,0.0,0.0,25387.9578,0.9287,436,3643025.9336,3.6186,9.3049,1.0,2087,3922815.7566,4123.825558,3756017.969,4170582.8287,809459.1251,986905.902,1.0444,0.9406,0.2061,-0.2511,0.0,0.0,0.0,2087,3922815.7566,0,1250.7922522355914,16832.098988497855,-0.004492348862567552,-0.004502469784234301,1218.9645071777818,1213.251006037869,1.0261104772701701,1.0309426870539522,0.013598867790663662,0.015079146279907,0.040988247469273986,,62.5904991954905,0.034307683086055585,0.011426830220561346,0.010779955566493138,-0.0013690602813015706,-0.001369998300562845,16685.706558939917,16723.938470532037,1.008773522957558,1.0064674070737822,0.0050077141105827755,0.009009827224270113,0.01127827601608411,,50.526470698557894,0.010644700753237757,0.0035130793257425186,0.006377265366672491,0.07430993918763876,0.07304870096606987,,-0.0031232885812659816,0.015379338901471362,1
2452.956937,2023-01-07,0,0.0,0.0,15693.6636,0.9486,252,2226822.7975,3.4281,9.3049,1.0,957,2347479.7892,4551.284883,3681884.3806,3693109.8862,850436.7862,936638.4725,0.6376,0.6356,-1.5691,-1.4367,0.0,0.0,0.0,957,2347479.7892,0,1270.028610178057,16960.23206247515,0.015379338901471362,0.015262275580856672,1229.0956661787634,1216.2393009926159,1.0333033018711664,1.0442259258860833,0.013513552729943102,0.01486463167220631,0.05914226685044777,,66.55758163373014,-0.004492348862567552,0.0003145834298832195,-0.002024570634190259,0.007612423980209115,0.007583595690456849,16736.59392209731,16736.37497537115,1.0133622253977597,1.013375482291322,0.005094727639687344,0.008859222969999976,0.02145333063547339,,57.41462914076457,-0.0013690602813015706,0.00019812772479976815,-0.002424756517108051,0.07488273777739284,0.07342936623456484,,0.007766914921262247,-0.004087834520207445,0
