date,btc_price
2023-01-04 00:00:00+00:00,16826.614856651697
2023-01-05 00:00:00+00:00,16833.309516302168
2023-01-06 00:00:00+00:00,16826.645104634837
2023-01-07 00:00:00+00:00,16942.359179756757
2023-01-08 00:00:00+00:00,16949.897131557726
2023-01-09 00:00:00+00:00,17235.032268060455
2023-01-10 00:00:00+00:00,17290.001847992517
2023-01-11 00:00:00+00:00,17447.616962328517
2023-01-12 00:00:00+00:00,18344.162818182987
2023-01-13 00:00:00+00:00,19064.17510687284
2023-01-14 00:00:00+00:00,20808.75495593243
2023-01-15 00:00:00+00:00,20786.44535946133
2023-01-16 00:00:00+00:00,21040.846463111564
2023-01-17 00:00:00+00:00,21192.66751595022
2023-01-18 00:00:00+00:00,21135.73517675431
2023-01-19 00:00:00+00:00,20842.961914485448
2023-01-20 00:00:00+00:00,21262.711818272783
2023-01-21 00:00:00+00:00,22886.41761582365
2023-01-22 00:00:00+00:00,22833.3116163972
2023-01-23 00:00:00+00:00,22837.42718689506
2023-01-24 00:00:00+00:00,22989.457874946307
2023-01-25 00:00:00+00:00,22691.339184657587
2023-01-26 00:00:00+00:00,23081.796374034348
2023-01-27 00:00:00+00:00,22992.31765168031
2023-01-28 00:00:00+00:00,23041.141680149707
2023-01-29 00:00:00+00:00,23432.74513098286
2023-01-30 00:00:00+00:00,23339.25295372472
2023-01-31 00:00:00+00:00,22968.51980215845
2023-02-01 00:00:00+00:00,23164.972998194324
2023-02-02 00:00:00+00:00,23847.64274031691
2023-02-03 00:00:00+00:00,23488.79157662177
2023-02-04 00:00:00+00:00,23392.843704066963
2023-02-05 00:00:00+00:00,23209.348601069025
2023-02-06 00:00:00+00:00,22912.04584763624
2023-02-07 00:00:00+00:00,23017.661454675388
2023-02-08 00:00:00+00:00,23116.687467426087
2023-02-09 00:00:00+00:00,22587.65804218472
2023-02-10 00:00:00+00:00,21786.505357445923
2023-02-11 00:00:00+00:00,21719.1948889078
2023-02-12 00:00:00+00:00,21889.37675621623
2023-02-13 00:00:00+00:00,21693.175621704675
2023-02-14 00:00:00+00:00,21916.865714035768
2023-02-15 00:00:00+00:00,22629.940533748
2023-02-16 00:00:00+00:00,24616.19354841772
2023-02-17 00:00:00+00:00,23995.983072548708
2023-02-18 00:00:00+00:00,24612.204546094614
2023-02-19 00:00:00+00:00,24643.513909693287
2023-02-20 00:00:00+00:00,24664.570973082
2023-02-21 00:00:00+00:00,24699.43413528521
2023-02-22 00:00:00+00:00,24036.03903193385
2023-02-23 00:00:00+00:00,24133.74461189653
2023-02-24 00:00:00+00:00,23669.13657531369
2023-02-25 00:00:00+00:00,23054.93672228316
2023-02-26 00:00:00+00:00,23253.73938047085
2023-02-27 00:00:00+00:00,23460.485532043207
2023-02-28 00:00:00+00:00,23379.49532054036
2023-03-01 00:00:00+00:00,23604.032148913506
2023-03-02 00:00:00+00:00,23437.540401946044
2023-03-03 00:00:00+00:00,22457.68403957032
2023-03-04 00:00:00+00:00,22343.42955493706
2023-03-05 00:00:00+00:00,22432.495889744063
2023-03-06 00:00:00+00:00,22431.82204295643
2023-03-07 00:00:00+00:00,22355.921404127832
2023-03-08 00:00:00+00:00,22081.919795112248
2023-03-09 00:00:00+00:00,21455.31462552316
2023-03-10 00:00:00+00:00,19995.00545969552
2023-03-11 00:00:00+00:00,20258.42187256559
2023-03-12 00:00:00+00:00,20652.88779384437
2023-03-13 00:00:00+00:00,22989.189939003933
2023-03-14 00:00:00+00:00,24844.87076101627
2023-03-15 00:00:00+00:00,24730.817950675104
2023-03-16 00:00:00+00:00,24797.808104227803
2023-03-17 00:00:00+00:00,26395.556930728955
2023-03-18 00:00:00+00:00,27507.411891321022
2023-03-19 00:00:00+00:00,27570.616980650844
2023-03-20 00:00:00+00:00,28059.64898826891
2023-03-21 00:00:00+00:00,28153.01914588153
2023-03-22 00:00:00+00:00,28215.06088195372
2023-03-23 00:00:00+00:00,27944.353577611808
2023-03-24 00:00:00+00:00,28136.62139691641
2023-03-25 00:00:00+00:00,27663.810360546613
2023-03-26 00:00:00+00:00,27837.685307838667
2023-03-27 00:00:00+00:00,27611.21849453589
2023-03-28 00:00:00+00:00,27068.971921925564
2023-03-29 00:00:00+00:00,28079.24720292859
2023-03-30 00:00:00+00:00,28418.55291299448
2023-03-31 00:00:00+00:00,28228.77919191041
2023-04-01 00:00:00+00:00,28490.910901141844
2023-04-02 00:00:00+00:00,28339.352477892746
2023-04-03 00:00:00+00:00,28020.84209334517
2023-04-04 00:00:00+00:00,28091.15978469224
2023-04-05 00:00:00+00:00,28367.21674251796
2023-04-06 00:00:00+00:00,28024.062296181208
2023-04-07 00:00:00+00:00,27955.870255488164
2023-04-08 00:00:00+00:00,28017.12261553108
2023-04-09 00:00:00+00:00,28035.38374735989
2023-04-10 00:00:00+00:00,28593.627033438937
2023-04-11 00:00:00+00:00,30112.54047127729
2023-04-12 00:00:00+00:00,30032.673105306963
2023-04-13 00:00:00+00:00,30247.3380012235
2023-04-14 00:00:00+00:00,30623.3450332619
2023-04-15 00:00:00+00:00,30407.673336176
2023-04-16 00:00:00+00:00,30336.33193986756
2023-04-17 00:00:00+00:00,29728.445817304186
2023-04-18 00:00:00+00:00,29938.80848363646
2023-04-19 00:00:00+00:00,29626.188818797888
2023-04-20 00:00:00+00:00,28687.818719780003
2023-04-21 00:00:00+00:00,27981.24494900672
2023-04-22 00:00:00+00:00,27431.54792423065
2023-04-23 00:00:00+00:00,27599.50604560507
2023-04-24 00:00:00+00:00,27498.567450233168
2023-04-25 00:00:00+00:00,27502.68330988673
2023-04-26 00:00:00+00:00,28842.521607560902
2023-04-27 00:00:00+00:00,29120.281127395167
2023-04-28 00:00:00+00:00,29340.21675571008
2023-04-29 00:00:00+00:00,29317.350076954364
2023-04-30 00:00:00+00:00,29357.88968641457
2023-05-01 00:00:00+00:00,28480.558049390413
2023-05-02 00:00:00+00:00,28262.56373309206
2023-05-03 00:00:00+00:00,28557.74170694057
2023-05-04 00:00:00+00:00,29000.2176142898
2023-05-05 00:00:00+00:00,29266.532725230736
2023-05-06 00:00:00+00:00,29163.48553854833
2023-05-07 00:00:00+00:00,28925.256802964024
2023-05-08 00:00:00+00:00,27981.957034127743
2023-05-09 00:00:00+00:00,27618.269797484667
2023-05-10 00:00:00+00:00,27756.5518223526
2023-05-11 00:00:00+00:00,27310.887671586228
2023-05-12 00:00:00+00:00,26527.090967758664
2023-05-13 00:00:00+00:00,26836.218403900228
2023-05-14 00:00:00+00:00,26875.254631950967
2023-05-15 00:00:00+00:00,27330.30000303278
2023-05-16 00:00:00+00:00,27073.65465283544
2023-05-17 00:00:00+00:00,27005.68885859804
2023-05-18 00:00:00+00:00,27176.47410735562
2023-05-19 00:00:00+00:00,26865.693025325567
2023-05-20 00:00:00+00:00,26929.759473640388
2023-05-21 00:00:00+00:00,27000.25658133644
2023-05-22 00:00:00+00:00,26819.056217907524
2023-05-23 00:00:00+00:00,27226.16985372264
2023-05-24 00:00:00+00:00,26639.49752637088
2023-05-25 00:00:00+00:00,26289.178692498976
2023-05-26 00:00:00+00:00,26567.07754552837
2023-05-27 00:00:00+00:00,26726.53771378793
2023-05-28 00:00:00+00:00,27277.28900341094
2023-05-29 00:00:00+00:00,27868.981379808367
2023-05-30 00:00:00+00:00,27787.90102913672
2023-05-31 00:00:00+00:00,27233.374457006023
2023-06-01 00:00:00+00:00,26908.01411678296
2023-06-02 00:00:00+00:00,27069.25400569745
2023-06-03 00:00:00+00:00,27160.306632120035
2023-06-04 00:00:00+00:00,27165.63751069074
2023-06-05 00:00:00+00:00,26489.64135096304
2023-06-06 00:00:00+00:00,26084.770202842472
2023-06-07 00:00:00+00:00,26710.184982126422
2023-06-08 00:00:00+00:00,26480.027766206465
2023-06-09 00:00:00+00:00,26520.34089694939
2023-06-10 00:00:00+00:00,25860.186279005244
2023-06-11 00:00:00+00:00,25847.152206102328
2023-06-12 00:00:00+00:00,25866.83689177355
2023-06-13 00:00:00+00:00,25987.08072088002
2023-06-14 00:00:00+00:00,25842.033086555948
2023-06-15 00:00:00+00:00,25086.281303588115
2023-06-16 00:00:00+00:00,25736.260712358253
2023-06-17 00:00:00+00:00,26472.81673808458
2023-06-18 00:00:00+00:00,26518.049178226425
2023-06-19 00:00:00+00:00,26500.91424007641
2023-06-20 00:00:00+00:00,27159.35071912175
2023-06-21 00:00:00+00:00,29254.56541201678
2023-06-22 00:00:00+00:00,30113.412254776344
2023-06-23 00:00:00+00:00,30323.616092911223
2023-06-24 00:00:00+00:00,30632.6794860112
2023-06-25 00:00:00+00:00,30632.19014144784
2023-06-26 00:00:00+00:00,30299.5332134402
2023-06-27 00:00:00+00:00,30535.675810720204
2023-06-28 00:00:00+00:00,30322.31541577033
2023-06-29 00:00:00+00:00,30396.739159906505
2023-06-30 00:00:00+00:00,30556.18870794232
2023-07-01 00:00:00+00:00,30508.374394358387
2023-07-02 00:00:00+00:00,30536.077719076824
2023-07-03 00:00:00+00:00,30808.21575076213
2023-07-04 00:00:00+00:00,30999.198994865408
2023-07-05 00:00:00+00:00,30605.39515044705
2023-07-06 00:00:00+00:00,30535.080724045303
2023-07-07 00:00:00+00:00,30192.94309589053
2023-07-08 00:00:00+00:00,30232.32475581834
2023-07-09 00:00:00+00:00,30284.066239390737
2023-07-10 00:00:00+00:00,30266.38164105275
2023-07-11 00:00:00+00:00,30500.670861124567
2023-07-12 00:00:00+00:00,30586.74541694364
2023-07-13 00:00:00+00:00,30701.93257804848
2023-07-14 00:00:00+00:00,31056.56129696497
2023-07-15 00:00:00+00:00,30325.53650777933
2023-07-16 00:00:00+00:00,30304.767910001447
2023-07-17 00:00:00+00:00,30185.74124586548
2023-07-18 00:00:00+00:00,29952.8768242476
2023-07-19 00:00:00+00:00,29995.29803404757
2023-07-20 00:00:00+00:00,29994.29364174052
2023-07-21 00:00:00+00:00,29849.982725893995
2023-07-22 00:00:00+00:00,29887.78918913781
2023-07-23 00:00:00+00:00,29935.70503171792
2023-07-24 00:00:00+00:00,29451.05136033261
2023-07-25 00:00:00+00:00,29173.00383844784
2023-07-26 00:00:00+00:00,29273.482668948767
2023-07-27 00:00:00+00:00,29360.791456263472
2023-07-28 00:00:00+00:00,29262.93263922328
2023-07-29 00:00:00+00:00,29324.89419544271
2023-07-30 00:00:00+00:00,29296.31589242663
2023-07-31 00:00:00+00:00,29335.64693554553
2023-08-01 00:00:00+00:00,29003.15290417398
2023-08-02 00:00:00+00:00,29440.01719112447
2023-08-03 00:00:00+00:00,29175.612103670413
2023-08-04 00:00:00+00:00,29143.71749984067
2023-08-05 00:00:00+00:00,29030.09614042169
2023-08-06 00:00:00+00:00,29032.34751723364
2023-08-07 00:00:00+00:00,29046.16065249169
2023-08-08 00:00:00+00:00,29412.12531539269
2023-08-09 00:00:00+00:00,29710.8382460826
2023-08-10 00:00:00+00:00,29497.81577265932
2023-08-11 00:00:00+00:00,29384.12643489392
2023-08-12 00:00:00+00:00,29403.534540644785
2023-08-13 00:00:00+00:00,29380.91708645484
2023-08-14 00:00:00+00:00,29379.53126662139
2023-08-15 00:00:00+00:00,29319.590075570275
2023-08-16 00:00:00+00:00,29111.019964377305
2023-08-17 00:00:00+00:00,28196.09644680236
2023-08-18 00:00:00+00:00,26328.93135879461
2023-08-19 00:00:00+00:00,26002.241417653608
2023-08-20 00:00:00+00:00,26121.34197731702
2023-08-21 00:00:00+00:00,26068.007570871192
2023-08-22 00:00:00+00:00,25977.99624565021
2023-08-23 00:00:00+00:00,26158.73701631851
2023-08-24 00:00:00+00:00,26289.876727805226
2023-08-25 00:00:00+00:00,26038.353006499467
2023-08-26 00:00:00+00:00,26034.23342612856
2023-08-27 00:00:00+00:00,26054.72530112113
2023-08-28 00:00:00+00:00,26021.2904965871
2023-08-29 00:00:00+00:00,26654.01790275092
2023-08-30 00:00:00+00:00,27365.337158562004
2023-08-31 00:00:00+00:00,26906.244839608706
2023-09-01 00:00:00+00:00,25897.258608518063
2023-09-02 00:00:00+00:00,25812.48985179146
2023-09-03 00:00:00+00:00,25911.38734400603
2023-09-04 00:00:00+00:00,25893.026470288107
2023-09-05 00:00:00+00:00,25729.624016885613
2023-09-06 00:00:00+00:00,25712.85907026644
2023-09-07 00:00:00+00:00,25817.035179342314
2023-09-08 00:00:00+00:00,26027.96648833679
2023-09-09 00:00:00+00:00,25865.45842012464
2023-09-10 00:00:00+00:00,25815.887658406748
2023-09-11 00:00:00+00:00,25508.70350000377
2023-09-12 00:00:00+00:00,25854.52231329996
2023-09-13 00:00:00+00:00,26067.83887434191
2023-09-14 00:00:00+00:00,26433.70529378264
2023-09-15 00:00:00+00:00,26504.76145761741
2023-09-16 00:00:00+00:00,26563.854508432138
2023-09-17 00:00:00+00:00,26532.160580497195
2023-09-18 00:00:00+00:00,26860.9166506906
2023-09-19 00:00:00+00:00,27032.20537643796
2023-09-20 00:00:00+00:00,27128.12347281573
2023-09-21 00:00:00+00:00,26790.51263225582
2023-09-22 00:00:00+00:00,26610.101072688904
2023-09-23 00:00:00+00:00,26575.153341966023
2023-09-24 00:00:00+00:00,26568.840606465263
2023-09-25 00:00:00+00:00,26195.94337644204
2023-09-26 00:00:00+00:00,26240.90407039977
2023-09-27 00:00:00+00:00,26308.982719994336
2023-09-28 00:00:00+00:00,26646.737316992312
2023-09-29 00:00:00+00:00,26963.74919187857
2023-09-30 00:00:00+00:00,26965.5823212226
2023-10-01 00:00:00+00:00,27142.22703636028
2023-10-02 00:00:00+00:00,28054.558251119204
2023-10-03 00:00:00+00:00,27489.546733642
2023-10-04 00:00:00+00:00,27502.622497237346
2023-10-05 00:00:00+00:00,27656.41608297093
2023-10-06 00:00:00+00:00,27695.043058870026
2023-10-07 00:00:00+00:00,27943.640581767275
2023-10-08 00:00:00+00:00,27932.615670986663
2023-10-09 00:00:00+00:00,27682.515934302643
2023-10-10 00:00:00+00:00,27532.59036007464
2023-10-11 00:00:00+00:00,27035.81247578368
2023-10-12 00:00:00+00:00,26768.13433910416
2023-10-13 00:00:00+00:00,26795.715861911067
2023-10-14 00:00:00+00:00,26880.01299576008
2023-10-15 00:00:00+00:00,26931.935956974583
2023-10-16 00:00:00+00:00,27872.66485878076
2023-10-17 00:00:00+00:00,28405.211964950297
2023-10-18 00:00:00+00:00,28409.24359554397
2023-10-19 00:00:00+00:00,28483.25519606583
2023-10-20 00:00:00+00:00,29414.375355945227
2023-10-21 00:00:00+00:00,29809.79199961055
2023-10-22 00:00:00+00:00,29922.062066182887
2023-10-23 00:00:00+00:00,30870.427511164347
2023-10-24 00:00:00+00:00,34081.97279646258
2023-10-25 00:00:00+00:00,34315.72346174024
2023-10-26 00:00:00+00:00,34334.071720263346
2023-10-27 00:00:00+00:00,33971.47382731892
2023-10-28 00:00:00+00:00,34084.86597306274
2023-10-29 00:00:00+00:00,34309.62930259237
2023-10-30 00:00:00+00:00,34459.231300975625
2023-10-31 00:00:00+00:00,34393.42589952298
2023-11-01 00:00:00+00:00,34562.86611372975
2023-11-02 00:00:00+00:00,35186.36058529103
2023-11-03 00:00:00+00:00,34528.09399345451
2023-11-04 00:00:00+00:00,34765.753527175075
